id,paragraph,tokens
1,CHAPTER X. SCALPS,scalps 
2," Probably the day would have been a greater success if Cyril had not been reading _The Last of the Mohicans_. The story was running in his head at breakfast, and as he took his third cup of tea he said dreamily, ""I wish there were Red Indians in England--not big ones, you know, but little ones, just about the right size for us to fight.""",day great success read story run head breakfast take third cup tea say wish be red big one know little one right size fight 
3,"Everyone disagreed with him at the time and no one attached any importance to the incident. But when they went down to the sand-pit to ask for a hundred pounds in two-shilling pieces with Queen Victoria's head on, to prevent mistakes--which they had always felt to be a really reasonable wish that must turn out well--they found out that they had done it again! For the Psammead, which was very cross and sleepy, said--",disagree time attach importance incident go sand pit ask pound shill piece head prevent mistake feel reasonable wish turn find do cross sleepy say 
4,"""Oh, don't bother me. You've had your wish.""",bother have wish 
5,"""I didn't know it,"" said Cyril.",know say 
6,"""Don't you remember yesterday?"" said the Sand-fairy, still more disagreeably. ""You asked me to let you have your wishes wherever you happened to be, and you wished this morning, and you've got it.""",remember yesterday say fairy ask let have wish happen wish morning get 
7,"""Oh, have we?"" said Robert. ""What is it?""",say 
8,"""So you've forgotten?"" said the Psammead, beginning to burrow. ""Never mind; you'll know soon enough. And I wish you joy of it! A nice thing you've let yourselves in for!""",forget say begin burrow mind know wish joy nice thing let 
9,"""We always do somehow,"" said Jane sadly.",do say 
10,"And now the odd thing was that no one could remember anyone's having wished for anything that morning. The wish about the Red Indians had not stuck in anyone's head. It was a most anxious morning. Everyone was trying to remember what had been wished for, and no one could, and everyone kept expecting something awful to happen every minute. It was most agitating; they knew from what the Psammead had said, that they must have wished for something more than usually undesirable, and they spent several hours in most agonizing uncertainty. It was not till nearly dinner-time that Jane tumbled over _The Last of the Mohicans_,--which had of course, been left face downwards on the floor,--and when Anthea had picked her and the book up she suddenly said, ""I know!"" and sat down flat on the carpet.",odd thing remember wish morning wish red stick head anxious morning try remember wish keep expect awful happen minute agitate know say wish more undesirable spend several hour agonizing uncertainty dinner time tumble course leave face floor pick book say know sit flat carpet 
11,"""Oh, Pussy, how awful! It was Indians he wished for--Cyril--at breakfast, don't you remember? He said, 'I wish there were Red Indians in England,'--and now there are, and they're going about scalping people all over the country, as likely as not.""",awful wish breakfast remember say wish be red be go scalp person country likely 
12,"""Perhaps they're only in Northumberland and Durham,"" said Jane soothingly. It was almost impossible to believe that it could really hurt people much to be scalped so far away as that.",say impossible believe hurt person much scalp 
13,"""Don't you believe it!"" said Anthea. ""The Sammyadd said we'd let ourselves in for a nice thing. That means they'll come _here_. And suppose they scalped the Lamb!""",believe say say let nice thing mean come suppose scalp 
14,"""Perhaps the scalping would come right again at sunset,"" said Jane; but she did not speak so hopefully as usual.",scalping come sunset say speak usual 
