id,paragraph,tokens
1,CHAPTER XII. _A Terrible Misfortune_,terrible 
2,"WHEN the ladies left, and the prince and the other gentlemen were alone, the ambassador appeared more gloomy than ever. At last he took the prince into a corner, on pretence of showing him a rare statue. “Does your royal highness not know,” he asked, “that you are in considerable danger?” “Still?” said the prince, thinking of the Firedrake.",lady leave prince other gentleman alone ambassador appear gloomy last take prince corner pretence show rare statue royal highness know ask considerable danger say prince think 
3,"The ambassador did not know what he meant, for _he_ had never heard of the fight, but he answered gravely: “Never more than now.” Then he showed the prince two proclamations, which had been posted all about the town. Here is the first:",ambassador know mean _he_ hear fight answer show prince proclamation post town first 
4,     TO  ALL  LOYAL  SUBJECTS.,loyal subuect 
5,"     Whereas,",
6,"     Our eldest son, Prince Prigio, hath of late been guilty of      several high crimes and misdemeanours.",old son have guilty several high crime misdemeanour 
7,"     First: By abandoning the post of danger against the      Firedrake, whereby our beloved sons, Prince Alphonso and      Prince Enrico, have perished, and been overdone by that      monster.",abandon post danger beloved son perish overdo monster 
8,"     Secondly: By attending an unseemly revel in the town of      Gluckstein, where he brawled in the streets.",attend unseemly revel town brawl street 
9,"     Thirdly: By trying to seduce away the hearts of our loyal      subjects in that city, and to blow up a party against our      crown and our peace.",try seduce heart loyal subject city blow party crown peace 
10,"      This is to give warning,",give warning 
11,"     That whoever consorts with, comforts, aids, or abets the      said Prince Prigio, is thereby a partner in his treason; and      That a reward of Five Thousand Purses will be given to      whomsoever brings the said prince, alive, to our Castle of      Falkenstein.",consort comfort aid abet say partner treason reward purse give bring say prince alive 
12,     Grognio R.,
13, And here is the second proclamation:,second proclamation 
14,"     Reward. The firedrake. _Whereas_,",reward firedrake whereas_ 
15,     Our dominions have lately been devastated by a Firedrake      (the _Salamander Furiosus_ of Buffon);,dominion devastate 
16,"     _This is to advise all_,",advise all_ 
17,"     That whosoever brings the horns and tail of the said      Firedrake to our Castle of Falkenstein, shall receive Five      Thousand Purses, the position of Crown Prince, with the      usual perquisites, and the hand of the king’s niece, the      Lady Molinda.",bring horn tail say receive purse position usual perquisite hand king niece 
18,     Grognio R.,
19," “H’m,” said the prince; “I did not think his majesty wrote so well;”  and he would have _liked_ to say, “Don’t you think we might join the ladies?”",say prince think majesty write have _liked_ say think join lady 
