id,paragraph,tokens
1,CHAPTER IX. THE BROWN BULL--(_Continued_).,brown 
2,"                               ""And she           Told them an old-world history.""                           MATTHEW ARNOLD.",tell old world history 
3," ""'She is so courageous,' said the queen, 'there is no knowing what she might not do.'",courageous say queen be know do 
4,"""'She is so kind-hearted,' said the king; 'she might imagine it her duty to sacrifice herself to our people.'",kind hearted say king imagine duty sacrifice person 
5,"""And the poor king and queen wept copiously at the mere thought, and all the ladies and attendants of the Princess were ordered on no account to let a breath of the terrible story be heard by her. Yet, after all, it so happened that her suspicions were aroused afresh by the sight this time of the weeping Bruna. For nothing else could be suggested than again to try to deceive the monster; and Bruna, a still prettier girl than the gardener's daughter, was this time chosen to represent the Princess. But all happened as before. The brown bull rushed off with his prize, the whole day the unfortunate Bruna was shaken on his back, and again, as night began to fall, he stopped at the same spot.",poor king queen goot mere thought lady attendant order account let breath terrible story hear happen suspicion arouse sight time weeping else suggest try deceive monster pretty girl gardener daughter time choose represent happen brown bull rush prize whole day unfortunate shake back night begin fall stop same spot 
6,"""'What time must it be by this, king's daughter?' he asked.",time king daughter ask 
7,"""Foolish Bruna, thankful to have a moment's rest, answered hastily,",foolish thankful have moment rest answer 
8,"""'O brown bull, it must be getting late, and I am sorely tired. It must be about the time that my mother takes all the eggs that have been laid in the day to the king's kitchen.'",brown bull get late tired time mother take egg lay day king kitchen 
9,"""'Throw thee once, throw thee twice, throw thee _thrice_,' roared the bull, each time shaking the henwife's daughter roughly, at the end flinging her to the ground. 'Shame on thee, thou henwife's daughter, to call thyself a true Princess.'",throw throw throw _thrice_ roar bull time shake henwife daughter end fling ground shame henwife daughter call true 
10,"""And with that off he rushed, furious, and from that day the ravages and the terrors began again, and Bruna found her way home, bruised and weeping, to tell her story.",rush furious day ravage terror begin find way bruise weep tell story 
11,"""This was the tale now related to the Princess, and as she listened a strange look of determination and courage came over her face.",tale related listen strange look determination courage come face 
12,"""'There is but one thing to be done,' she said. 'It is childish to attempt to deceive a creature who is evidently not what he seems. Let me go myself, my parents. Trust me to do my best. And, at worst, if I perish, it will be in a good cause. Better it should be so than that our people should be driven from their homes, the whole country devastated, and all its happiness destroyed.'",be thing do say childish attempt deceive creature seem let go parent trust do good bad perish good cause good person drive home whole country devastate happiness destroy 
13,"""The king and queen had no answer to give but their tears. But the Princess remained firm, and they found themselves obliged to do as she directed. A messenger was sent to the monster to inform him, for the third time, that his terms were to be agreed to, and the rest of the day was spent in the palace in weeping and lamentation.",king queen have answer give tear remain firm find oblige do direct messenger send monster inform third time term agree rest day spend palace weeping lamentation 
14,"""Only, strange to say, the Princess shed no tears. She seemed as cheerful as usual; she played with her golden balls, and endeavoured to comfort her sorrowful parents, and was so brave and hopeful that in spite of themselves the poor king and queen could not help feeling a little comforted.",strange say shed tear seem cheerful usual play golden ball endeavour comfort sorrowful parent brave hopeful spite poor king queen help feel little comfort 
15,"""'It is a good sign that she has never left off playing with her balls,' they said to each other. 'Who knows but what the fairy's prediction may be true, and that in some way the balls may be the means of saving her?'",good sign leave play ball say other know fairy prediction true way ball means save 
