id,paragraph,tokens
1,CHAPTER VI. Pig and Pepper,pig 
2,"For a minute or two she stood looking at the house, and wondering what to do next, when suddenly a footman in livery came running out of the wood--(she considered him to be a footman because he was in livery: otherwise, judging by his face only, she would have called him a fish)--and rapped loudly at the door with his knuckles. It was opened by another footman in livery, with a round face, and large eyes like a frog; and both footmen, Alice noticed, had powdered hair that curled all over their heads. She felt very curious to know what it was all about, and crept a little way out of the wood to listen.",minute stand look house wonder do footman livery come run wood consider footman livery judge face call fish rapp door knuckle open footman livery round face large eye frog footmen notice have powder hair curl head feel curious know creep little way wood listen 
3,"The Fish-Footman began by producing from under his arm a great letter, nearly as large as himself, and this he handed over to the other, saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen to play croquet.’ The Frog-Footman repeated, in the same solemn tone, only changing the order of the words a little, ‘From the Queen. An invitation for the Duchess to play croquet.’",begin produce arm great letter large hand other say solemn tone invitation play croquet repeat same solemn tone change order word little invitation play croquet 
4,"Then they both bowed low, and their curls got entangled together.",bow low curl entangle 
5,"Alice laughed so much at this, that she had to run back into the wood for fear of their hearing her; and when she next peeped out the Fish-Footman was gone, and the other was sitting on the ground near the door, staring stupidly up into the sky.",laugh have run wood fear hear peep gone other sit ground door stare sky 
6,"Alice went timidly up to the door, and knocked.",go door knock 
7,"‘There’s no sort of use in knocking,’ said the Footman, ‘and that for two reasons. First, because I’m on the same side of the door as you are; secondly, because they’re making such a noise inside, no one could possibly hear you.’ And certainly there was a most extraordinary noise going on within--a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.",be sort use knock say reason same side door make noise hear be extraordinary noise go constant howling sneezing great crash dish kettle break piece 
8,"‘Please, then,’ said Alice, ‘how am I to get in?’",say get 
9,"‘There might be some sense in your knocking,’ the Footman went on without attending to her, ‘if we had the door between us. For instance, if you were INSIDE, you might knock, and I could let you out, you know.’ He was looking up into the sky all the time he was speaking, and this Alice thought decidedly uncivil. ‘But perhaps he can’t help it,’ she said to herself; ‘his eyes are so VERY nearly at the top of his head. But at any rate he might answer questions.--How am I to get in?’ she repeated, aloud.",be sense knock go attend have door instance knock let know look sky time speak think uncivil help say eye top head rate answer question get repeat 
10,"‘I shall sit here,’ the Footman remarked, ‘till tomorrow--’",sit remark tomorrow 
11,"At this moment the door of the house opened, and a large plate came skimming out, straight at the Footman’s head: it just grazed his nose, and broke to pieces against one of the trees behind him.",moment door house open large plate come skimm head graze nose break piece tree 
12,"‘--or next day, maybe,’ the Footman continued in the same tone, exactly as if nothing had happened.",next day continue same tone happen 
13,"‘How am I to get in?’ asked Alice again, in a louder tone.",get ask louder tone 
14,"‘ARE you to get in at all?’ said the Footman. ‘That’s the first question, you know.’",get say first question know 
15,"It was, no doubt: only Alice did not like to be told so. ‘It’s really dreadful,’ she muttered to herself, ‘the way all the creatures argue. It’s enough to drive one crazy!’",doubt like tell dreadful mutter way creature argue enough drive crazy 
16,"The Footman seemed to think this a good opportunity for repeating his remark, with variations. ‘I shall sit here,’ he said, ‘on and off, for days and days.’",seem think good opportunity repeat remark variation sit say day day 
17,‘But what am I to do?’ said Alice.,do say 
18,"‘Anything you like,’ said the Footman, and began whistling.",like say begin whistle 
19,"‘Oh, there’s no use in talking to him,’ said Alice desperately: ‘he’s perfectly idiotic!’ And she opened the door and went in.",be use talk say idiotic open door go 
20,"The door led right into a large kitchen, which was full of smoke from one end to the other: the Duchess was sitting on a three-legged stool in the middle, nursing a baby; the cook was leaning over the fire, stirring a large cauldron which seemed to be full of soup.",door lead large kitchen full smoke end other sit legged stool middle nurse baby cook lean fire stir large cauldron seem full soup 
21,"‘There’s certainly too much pepper in that soup!’ Alice said to herself, as well as she could for sneezing.",be much pepper soup say sneez 
22,"There was certainly too much of it in the air. Even the Duchess sneezed occasionally; and as for the baby, it was sneezing and howling alternately without a moment’s pause. The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the hearth and grinning from ear to ear.",be much air sneez baby sneez howl moment pause only thing kitchen sneeze cook large cat sit hearth grinning ear ear 
23,"‘Please would you tell me,’ said Alice, a little timidly, for she was not quite sure whether it was good manners for her to speak first, ‘why your cat grins like that?’",tell say little sure good manners speak cat grin 
24,"‘It’s a Cheshire cat,’ said the Duchess, ‘and that’s why. Pig!’",cat say pig 
25,"She said the last word with such sudden violence that Alice quite jumped; but she saw in another moment that it was addressed to the baby, and not to her, so she took courage, and went on again:--",say last word such sudden violence jump see moment address baby take courage go 
26,"‘I didn’t know that Cheshire cats always grinned; in fact, I didn’t know that cats COULD grin.’",know cat grin fact know cat grin 
27,"‘They all can,’ said the Duchess; ‘and most of ’em do.’",say most e do 
28,"‘I don’t know of any that do,’ Alice said very politely, feeling quite pleased to have got into a conversation.",know do say feel pleased get conversation 
29,"‘You don’t know much,’ said the Duchess; ‘and that’s a fact.’",know much say fact 
30,"Alice did not at all like the tone of this remark, and thought it would be as well to introduce some other subject of conversation. While she was trying to fix on one, the cook took the cauldron of soup off the fire, and at once set to work throwing everything within her reach at the Duchess and the baby--the fire-irons came first; then followed a shower of saucepans, plates, and dishes. The Duchess took no notice of them even when they hit her; and the baby was howling so much already, that it was quite impossible to say whether the blows hurt it or not.",tone remark think introduce other subject conversation try fix cook take cauldron soup fire set work throw reach baby fire iron come follow shower saucepan plate dish take notice hit baby howl impossible say blow hurt 
31,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in an agony of terror. ‘Oh, there goes his PRECIOUS nose’; as an unusually large saucepan flew close by it, and very nearly carried it off.",mind do cry jump agony terror go precious nose large saucepan fly carry 
32,"‘If everybody minded their own business,’ the Duchess said in a hoarse growl, ‘the world would go round a deal faster than it does.’",minded own business say hoarse growl world go deal fast 
33,"‘Which would NOT be an advantage,’ said Alice, who felt very glad to get an opportunity of showing off a little of her knowledge. ‘Just think of what work it would make with the day and night! You see the earth takes twenty-four hours to turn round on its axis--’",advantage say feel glad get opportunity show little knowledge think work make day night see earth take hour turn axis 
34,"‘Talking of axes,’ said the Duchess, ‘chop off her head!’",talk axe say chop head 
35,"Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: ‘Twenty-four hours, I THINK; or is it twelve? I--’",glance cook see mean take hint cook stir soup seem listen go hour think 
36,"‘Oh, don’t bother ME,’ said the Duchess; ‘I never could abide figures!’ And with that she began nursing her child again, singing a sort of lullaby to it as she did so, and giving it a violent shake at the end of every line:",bother say abide figure begin nurse child sing sort lullaby do give violent shake end line 
