id,paragraph,tokens
1,CHAPTER XIV. THE EPILOGUE,
2," On a certain evening in May Horace Ventimore dined in a private room at the Savoy, as one of the guests of Mr. Samuel Wackerbath. In fact, he might almost be said to be the guest of the evening, as the dinner was given by way of celebrating the completion of the host's new country house at Lipsfield, of which Horace was the architect, and also to congratulate him on his approaching marriage (which was fixed to take place early in the following month) with Miss Sylvia Futvoye.",certain evening dine private room guest fact say guest evening dinner give way celebrate completion host new country house architect congratulate approach marriage fix take place follow month 
3,"""Quite a small and friendly party!"" said Mr. Wackerbath, looking round on his numerous sons and daughters, as he greeted Horace in the reception-room. ""Only ourselves, you see, Miss Futvoye, a young lady with whom you are fairly well acquainted, and her people, and an old schoolfellow of mine and his wife, who are not yet arrived. He's a man of considerable eminence,"" he added, with a roll of reflected importance in his voice; ""quite worth your cultivating. Sir Lawrence Pountney, his name is. I don't know if you remember him, but he discharged the onerous duties of Lord Mayor of London the year before last, and acquitted himself very creditably--in fact, he got a baronetcy for it.""",small friendly party say look numerous son daughter greet reception room see young lady acquainted person old schoolfellow wife arrive man considerable eminence add roll reflect importance voice worth cultivate name know remember discharge onerous duty year last acquitt fact get baronetcy 
4,"As the year before last was the year in which Horace had paid his involuntary visit to the Guildhall, he was able to reply with truth that he _did_ remember Sir Lawrence.",year last year pay involuntary visit able reply truth remember 
5,"He was not altogether comfortable when the ex-Lord-Mayor was announced, for it would have been more than awkward if Sir Lawrence had chanced to remember _him_. Fortunately, he gave no sign that he did so, though his manner was graciousness itself. ""Delighted, my dear Mr. Ventimore,"" he said pressing Horace's hand almost as warmly as he had done that October day of the dais, ""most delighted to make your acquaintance! I am always glad to meet a rising young man, and I hear that the house you have designed for my old friend here is a perfect palace--a marvel, sir!""",comfortable announce more awkward chance remember give sign manner graciousness delight dear say press hand do day dais delight make acquaintance glad meet rise young man hear house design old friend perfect palace marvel sir 
6,"""I knew he was my man,"" declared Mr. Wackerbath, as Horace modestly disclaimed Sir Lawrence's compliment. ""You remember, Pountney, my dear fellow, that day when we were crossing Westminster Bridge together, and I was telling you I thought of building? 'Go to one of the leading men--an R.A. and all that sort of thing,' you said, 'then you'll be sure of getting your money's worth.' But I said, 'No, I like to choose for myself; to--ah--exercise my own judgment in these matters. And there's a young fellow I have in my eye who'll beat 'em all, if he's given the chance. I'm off to see him now.' And off I went to Great Cloister Street (for he hadn't those palatial offices of his in Victoria Street at that time) without losing another instant, and dropped in on him with my little commission. Didn't I, Ventimore?""",know man declare disclaim compliment remember dear fellow day cross tell think building go lead man sort thing say sure get money worth say like choose exercise own judgment matter be young fellow have eye beat give chance see go great have palatial office time lose instant drop little commission 
7,"""You did indeed,"" said Horace, wondering how far these reminiscences would go.",say wonder reminiscence go 
8,"""And,"" continued Mr. Wackerbath, patting Horace on the shoulder, ""from that day to this I've never had a moment's reason to regret it. We've worked in perfect sympathy. His ideas coincided with mine. I think he found that I met him, so to speak, on all fours.""",continue pat shoulder day have moment reason regret work perfect sympathy idea coincide think find meet speak four 
9,"Ventimore assented, though it struck him that a happier expression might, and would, have been employed if his client had remembered one particular interview in which he had not figured to advantage.",assent strike happy expression employ client remember particular interview figure advantage 
10,"They went in to dinner, in a room sumptuously decorated with panels of grey-green brocade and softly shaded lamps, and screens of gilded leather; through the centre of the table rose a tall palm, its boughs hung with small electric globes like magic fruits.",go dinner room decorate panel grey green brocade shade lamp screen gilded leather centre table rise tall palm bough hang small electric globe magic fruit 
