id,paragraph,tokens
1,CHAPTER VII. BUTTERFLY-LAND.,butterfly land 
2,"     ""I'd be a butterfly.""",butterfly 
3, Griselda opened her eyes.,open eye 
4,What did she see?,see 
5,"The loveliest, loveliest garden that ever or never a little girl's eyes saw. As for describing it, I cannot. I must leave a good deal to your fancy. It was just a _delicious_ garden. There was a charming mixture of all that is needed to make a garden perfect--grass, velvety lawn rather; water, for a little brook ran tinkling in and out, playing bo-peep among the bushes; trees, of course, and flowers, of course, flowers of every shade and shape. But all these beautiful things Griselda did not at first give as much attention to as they deserved; her eyes were so occupied with a quite unusual sight that met them.",loveliest loveliest garden little girl eye see describe leave good deal fancy garden be charming mixture need make garden perfect grass velvety lawn water little brook run tinkle play bo peep bush tree course flower course flower shade shape beautiful thing first give much attention deserve eye occupy unusual sight meet 
6,"This was butterflies! Not that butterflies are so very uncommon; but butterflies, as Griselda saw them, I am quite sure, children, none of you ever saw, or are likely to see. There were such enormous numbers of them, and the variety of their colours and sizes was so great. They were fluttering about everywhere; the garden seemed actually alive with them.",butterfly butterfly uncommon butterfly see sure child see likely see be such enormous number variety colour size great flutter garden seem alive 
7,"Griselda stood for a moment in silent delight, feasting her eyes on the lovely things before her, enjoying the delicious sunshine which kissed her poor little bare feet, and seemed to wrap her all up in its warm embrace. Then she turned to her little friend.",stand moment silent delight feast eye lovely thing enjoy delicious sunshine kiss poor little bare foot seem wrap warm embrace turn little friend 
8,"""Cuckoo,"" she said, ""I thank you _so_ much. This _is_ fairyland, at last!""",say thank much fairyland last 
9,"The cuckoo smiled, I was going to say, but that would be a figure of speech only, would it not? He shook his head gently.",cuckoo smile go say figure speech shake head 
10,"""No, Griselda,"" he said kindly; ""this is only butterfly-land.""",say butterfly land 
11,"""_Butterfly_-land!"" repeated Griselda, with a little disappointment in her tone.",_butterfly_ land repeat little disappointment tone 
12,"""Well,"" said the cuckoo, ""it's where you were wishing to be yesterday, isn't it?""",say cuckoo wish yesterday 
13,"Griselda did not particularly like these allusions to ""yesterday."" She thought it would be as well to change the subject.",like allusion yesterday think change subject 
