id,paragraph,tokens
1,CHAPTER XIII. The hound’s grandfather.,hound grandfather 
2," Mother did not get back to her writing all that day, for the red-jerseyed hound whom the children had brought to Three Chimneys had to be put to bed. And then the Doctor came, and hurt him most horribly. Mother was with him all through it, and that made it a little better than it would have been, but “bad was the best,” as Mrs. Viney said.",mother get writing day red jersey hound child bring have put bed come hurt mother make little good bad good say 
3,The children sat in the parlour downstairs and heard the sound of the Doctor’s boots going backwards and forwards over the bedroom floor. And once or twice there was a groan.,child sit parlour hear sound boot go forward bedroom floor be groan 
4,"“It’s horrible,” said Bobbie. “Oh, I wish Dr. Forrest would make haste. Oh, poor Jim!”",horrible say wish make haste poor 
5,"“It IS horrible,” said Peter, “but it’s very exciting. I wish Doctors weren’t so stuck-up about who they’ll have in the room when they’re doing things. I should most awfully like to see a leg set. I believe the bones crunch like anything.”",horrible say exciting wish doctor stuck have room do thing like see leg set believe bone crunch 
6,“Don’t!” said the two girls at once.,say girl 
7,"“Rubbish!” said Peter. “How are you going to be Red Cross Nurses, like you were talking of coming home, if you can’t even stand hearing me say about bones crunching? You’d have to HEAR them crunch on the field of battle--and be steeped in gore up to the elbows as likely as not, and--”",rubbish say go red talk come stand hear say bone crunch have hear crunch field battle steep gore elbow likely 
8,"“Stop it!” cried Bobbie, with a white face; “you don’t know how funny you’re making me feel.”",stop cry white face know funny make feel 
9,"“Me, too,” said Phyllis, whose face was pink.",say face pink 
10,“Cowards!” said Peter.,coward say 
11,"“I’m not,” said Bobbie. “I helped Mother with your rake-wounded foot, and so did Phil--you know we did.”",say help mother rake wound foot know 
12,"“Well, then!” said Peter. “Now look here. It would be a jolly good thing for you if I were to talk to you every day for half an hour about broken bones and people’s insides, so as to get you used to it.”",say look jolly good thing talk day hour break bone person inside get use 
13,A chair was moved above.,chair move 
14,"“Listen,” said Peter, “that’s the bone crunching.”",listen say bone crunching 
15,"“I do wish you wouldn’t,” said Phyllis. “Bobbie doesn’t like it.”",wish say like 
16,"“I’ll tell you what they do,” said Peter. I can’t think what made him so horrid. Perhaps it was because he had been so very nice and kind all the earlier part of the day, and now he had to have a change. This is called reaction. One notices it now and then in oneself. Sometimes when one has been extra good for a longer time than usual, one is suddenly attacked by a violent fit of not being good at all. “I’ll tell you what they do,”  said Peter; “they strap the broken man down so that he can’t resist or interfere with their doctorish designs, and then someone holds his head, and someone holds his leg--the broken one, and pulls it till the bones fit in--with a crunch, mind you! Then they strap it up and--let’s play at bone-setting!”",tell do say think make horrid nice kind early part day have have change call reaction notice good long time usual attack violent fit good tell do say strap break man resist interfere doctorish design hold head hold leg break one pull bone fit crunch mind strap let play bone setting 
17,"“Oh, no!” said Phyllis.",say 
18,"But Bobbie said suddenly: “All right--LET’S! I’ll be the doctor, and Phil can be the nurse. You can be the broken boner; we can get at your legs more easily, because you don’t wear petticoats.”",say right letas doctor nurse break boner get leg wear petticoat 
19,"“I’ll get the splints and bandages,” said Peter; “you get the couch of suffering ready.”",get splint bandage say get couch suffering ready 
20,"The ropes that had tied up the boxes that had come from home were all in a wooden packing-case in the cellar. When Peter brought in a trailing tangle of them, and two boards for splints, Phyllis was excitedly giggling.",rope tie box come home wooden packing case cellar bring trail tangle board splint giggle 
21,"“Now, then,” he said, and lay down on the settle, groaning most grievously.",say lay settle groan most 
22,"“Not so loud!” said Bobbie, beginning to wind the rope round him and the settle. “You pull, Phil.”",loud say begin wind rope settle pull 
23,"“Not so tight,” moaned Peter. “You’ll break my other leg.”",tight moan break other leg 
24,"Bobbie worked on in silence, winding more and more rope round him.",work silence wind more more rope 
25,"“That’s enough,” said Peter. “I can’t move at all. Oh, my poor leg!” He groaned again.",enough say move poor leg groan 
26,"“SURE you can’t move?” asked Bobbie, in a rather strange tone.",move ask strange tone 
27,"“Quite sure,” replied Peter. “Shall we play it’s bleeding freely or not?” he asked cheerfully.",sure reply play bleed ask 
28,"“YOU can play what you like,” said Bobbie, sternly, folding her arms and looking down at him where he lay all wound round and round with cord. “Phil and I are going away. And we shan’t untie you till you promise never, never to talk to us about blood and wounds unless we say you may. Come, Phil!”",play like say fold arm look lay wound cord go untie promise talk blood wound say come 
