id,paragraph,tokens
1,CHAPTER VI. WATER! WATER!,water water 
2,"Two hours later, that is, about four o'clock, I woke up, for so soon as the first heavy demand of bodily fatigue had been satisfied, the torturing thirst from which I was suffering asserted itself. I could sleep no more. I had been dreaming that I was bathing in a running stream, with green banks and trees upon them, and I awoke to find myself in this arid wilderness, and to remember, as Umbopa had said, that if we did not find water this day we must perish miserably. No human creature could live long without water in that heat. I sat up and rubbed my grimy face with my dry and horny hands, as my lips and eyelids were stuck together, and it was only after some friction and with an effort that I was able to open them. It was not far from dawn, but there was none of the bright feel of dawn in the air, which was thick with a hot murkiness that I cannot describe. The others were still sleeping.",hour o'clock wake first heavy demand bodily fatigue satisfy torture thirst suffer assert sleep more dreaming bathing run stream green bank tree awoke find arid wilderness remember say find water day perish human creature live water heat sit rub grimy face dry horny hand lip eyelid stick friction effort able open dawn be bright feel dawn air thick hot murkiness describe other sleep 
3,"Presently it began to grow light enough to read, so I drew out a little pocket copy of the ""Ingoldsby Legends"" which I had brought with me, and read ""The Jackdaw of Rheims."" When I got to where",begin grow light read draw little pocket copy bring read get 
4,"  ""A nice little boy held a golden ewer,   Embossed, and filled with water as pure   As any that flows between Rheims and Namur,""",nice little boy hold golden ewer emboss fill water pure flow 
5,"literally I smacked my cracking lips, or rather tried to smack them. The mere thought of that pure water made me mad. If the Cardinal had been there with his bell, book, and candle, I would have whipped in and drunk his water up; yes, even if he had filled it already with the suds of soap ""worthy of washing the hands of the Pope,"" and I knew that the whole consecrated curse of the Catholic Church should fall upon me for so doing. I almost think that I must have been a little light-headed with thirst, weariness and the want of food; for I fell to thinking how astonished the Cardinal and his nice little boy and the jackdaw would have looked to see a burnt up, brown-eyed, grizzly-haired little elephant hunter suddenly bound between them, put his dirty face into the basin, and swallow every drop of the precious water. The idea amused me so much that I laughed or rather cackled aloud, which woke the others, and they began to rub _their_ dirty faces and drag _their_ gummed-up lips and eyelids apart.",smack cracking lip try smack mere thought pure water make mad bell book candle whip drink water fill sud soap worthy wash hand know whole consecrate curse catholic fall do think little light head thirst weariness want food fall think astonished nice little boy jackdaw look see burn brown eyed grizzly hair little elephant hunter bind put dirty face basin swallow drop precious water idea amuse much laugh cackle wake other begin rub _their_ dirty face drag _their_ gumm lip eyelid 
6,"As soon as we were all well awake we began to discuss the situation, which was serious enough. Not a drop of water was left. We turned the bottles upside down, and licked their tops, but it was a failure; they were dry as a bone. Good, who had charge of the flask of brandy, got it out and looked at it longingly; but Sir Henry promptly took it away from him, for to drink raw spirit would only have been to precipitate the end.",awake begin discuss situation serious drop water leave turn bottle lick top failure dry bone good have charge flask brandy get look take drink raw spirit precipitate end 
7,"""If we do not find water we shall die,"" he said.",find water die say 
8,"""If we can trust to the old Dom's map there should be some about,"" I said; but nobody seemed to derive much satisfaction from this remark. It was so evident that no great faith could be put in the map. Now it was gradually growing light, and as we sat staring blankly at each other, I observed the Hottentot Ventvögel rise and begin to walk about with his eyes on the ground. Presently he stopped short, and uttering a guttural exclamation, pointed to the earth.",trust old map be say seem derive much satisfaction remark evident great faith put map grow light sit stare other observe rise begin walk eye ground stop short utter guttural exclamation point earth 
9,"""What is it?"" we exclaimed; and rising simultaneously we went to where he was standing staring at the sand.",exclaim rise go stand stare sand 
10,"""Well,"" I said, ""it is fresh Springbok spoor; what of it?""",say fresh spoor 
11,"""Springbucks do not go far from water,"" he answered in Dutch.",go water answer 
12,"""No,"" I answered, ""I forgot; and thank God for it.""",answer forget thank 
13,"This little discovery put new life into us; for it is wonderful, when a man is in a desperate position, how he catches at the slightest hope, and feels almost happy. On a dark night a single star is better than nothing.",little discovery put new life wonderful man desperate position catch slight hope feel happy dark night single star good 
14,"Meanwhile Ventvögel was lifting his snub nose, and sniffing the hot air for all the world like an old Impala ram who scents danger. Presently he spoke again.",lift snub nose sniff hot air world old ram scent danger speak 
15,"""I _smell_ water,"" he said.",_smell water say 
16,"Then we felt quite jubilant, for we knew what a wonderful instinct these wild-bred men possess.",feel jubilant know wonderful instinct wild breed man possess 
17,"Just at that moment the sun came up gloriously, and revealed so grand a sight to our astonished eyes that for a moment or two we even forgot our thirst.",moment sun come reveal grand sight astonished eye moment forget thirst 
18,"There, not more than forty or fifty miles from us, glittering like silver in the early rays of the morning sun, soared Sheba's Breasts; and stretching away for hundreds of miles on either side of them ran the great Suliman Berg. Now that, sitting here, I attempt to describe the extraordinary grandeur and beauty of that sight, language seems to fail me. I am impotent even before its memory. Straight before us, rose two enormous mountains, the like of which are not, I believe, to be seen in Africa, if indeed there are any other such in the world, measuring each of them at least fifteen thousand feet in height, standing not more than a dozen miles apart, linked together by a precipitous cliff of rock, and towering in awful white solemnity straight into the sky. These mountains placed thus, like the pillars of a gigantic gateway, are shaped after the fashion of a woman's breasts, and at times the mists and shadows beneath them take the form of a recumbent woman, veiled mysteriously in sleep. Their bases swell gently from the plain, looking at that distance perfectly round and smooth; and upon the top of each is a vast hillock covered with snow, exactly corresponding to the nipple on the female breast. The stretch of cliff that connects them appears to be some thousands of feet in height, and perfectly precipitous, and on each flank of them, so far as the eye can reach, extent similar lines of cliff, broken only here and there by flat table-topped mountains, something like the world-famed one at Cape Town; a formation, by the way, that is very common in Africa.",more mile glitter silver early ray morning sun soar breast stretch hundred mile side run great sit attempt describe extraordinary grandeur beauty sight language seem fail impotent memory rise enormous mountain like believe see be other such world measure least foot height stand more mile link precipitous cliff rock tower awful white solemnity sky mountain place pillar gigantic gateway shape fashion woman breast time mist shadow take form recumbent woman veil sleep basis swell plain look distance smooth top vast hillock cover snow corresponding nipple female breast stretch cliff connect appear thousand foot height precipitous flank eye reach extent similar line cliff break flat table top mountain world famed formation way common 
19,"To describe the comprehensive grandeur of that view is beyond my powers. There was something so inexpressibly solemn and overpowering about those huge volcanoes--for doubtless they are extinct volcanoes--that it quite awed us. For a while the morning lights played upon the snow and the brown and swelling masses beneath, and then, as though to veil the majestic sight from our curious eyes, strange vapours and clouds gathered and increased around the mountains, till presently we could only trace their pure and gigantic outlines, showing ghostlike through the fleecy envelope. Indeed, as we afterwards discovered, usually they were wrapped in this gauze-like mist, which doubtless accounted for our not having seen them more clearly before.",describe comprehensive grandeur view power be solemn overpowering huge volcano extinct volcano awe while morning light play snow brown swell mass veil majestic sight curious eye strange vapour cloud gather increase mountain trace pure gigantic outline show ghostlike fleecy envelope discover wrap gauze mist account see 
20,"Sheba's Breasts had scarcely vanished into cloud-clad privacy, before our thirst--literally a burning question--reasserted itself.",breast vanish cloud clad privacy thirst burning question reassert 
21,"It was all very well for Ventvögel to say that he smelt water, but we could see no signs of it, look which way we would. So far as the eye might reach there was nothing but arid sweltering sand and karoo scrub. We walked round the hillock and gazed about anxiously on the other side, but it was the same story, not a drop of water could be found; there was no indication of a pan, a pool, or a spring.",say smell water see sign look way eye reach arid swelter sand karoo scrub walk hillock gaze other side same story drop water find be indication pan pool spring 
22,"""You are a fool,"" I said angrily to Ventvögel; ""there is no water.""",fool say be water 
23,But still he lifted his ugly snub nose and sniffed.,lift ugly snub nose sniff 
24,"""I smell it, Baas,"" he answered; ""it is somewhere in the air.""",smell answer air 
25,"""Yes,"" I said, ""no doubt it is in the clouds, and about two months hence it will fall and wash our bones.""",say doubt cloud month fall wash bone 
26,"Sir Henry stroked his yellow beard thoughtfully. ""Perhaps it is on the top of the hill,"" he suggested.",stroke yellow beard top hill suggest 
27,"""Rot,"" said Good; ""whoever heard of water being found at the top of a hill!""",say good hear water find top hill 
28,"""Let us go and look,"" I put in, and hopelessly enough we scrambled up the sandy sides of the hillock, Umbopa leading. Presently he stopped as though he was petrified.",let go look put scramble sandy side hillock lead stop petrified 
29,"""_Nanzia manzie_!"" that is, ""Here is water!"" he cried with a loud voice.",water cry loud voice 
30,"We rushed up to him, and there, sure enough, in a deep cut or indentation on the very top of the sand koppie, was an undoubted pool of water. How it came to be in such a strange place we did not stop to inquire, nor did we hesitate at its black and unpleasant appearance. It was water, or a good imitation of it, and that was enough for us. We gave a bound and a rush, and in another second we were all down on our stomachs sucking up the uninviting fluid as though it were nectar fit for the gods. Heavens, how we did drink! Then when we had done drinking we tore off our clothes and sat down in the pool, absorbing the moisture through our parched skins. You, Harry, my boy, who have only to turn on a couple of taps to summon ""hot"" and ""cold"" from an unseen, vasty cistern, can have little idea of the luxury of that muddy wallow in brackish tepid water.",rush sure deep cut indentation very top sand koppie undoubted pool water come strange place stop inquire hesitate black unpleasant appearance water good imitation enough give bind rush second stomach suck uninviting fluid nectar fit god heavens drink do drink tore clothes sit pool absorb moisture parched skin boy have turn couple tap summon hot cold unseen vasty cistern have little idea luxury muddy wallow brackish tepid water 
