id,paragraph,tokens
1,CHAPTER 39.,
2,     Beneath a tapering ash-tree’s shade      Three graves are by each other laid.      Around the very place doth brood      A strange and holy quietude.                           --BAPTISTERY,taper ash tree shade grave other lay very place briod strange holy quietude 
3," Late on the afternoon of the 6th of March, Mary Ross entered by the half-opened front door at Hollywell, just as Charles appeared slowly descending the stairs.",afternoon 6th enter half open front door appear descend stair 
4,‘Well! how is she?’ asked Mary eagerly.,ask 
5,"‘Poor little dear!’ he answered, with a sigh; ‘she looks very nice and comfortable.’",poor little dear answer sigh look nice comfortable 
6,"‘What, you have seen her?’",see 
7,‘I am at this moment leaving her room.’,moment leave room 
8,"‘She is going on well, I hope?’",go hope 
9,"‘Perfectly well. There is one comfort at least,’ said Charles, drawing himself down the last step.",be comfort least say draw last step 
10,‘Dear Amy! And the babe--did you see it?’,dear babe see 
11,"‘Yes; the little creature was lying by her, and she put her hand on it, and gave one of those smiles that are so terribly like his; but I could not have spoken about it for the world. Such fools we be!’ concluded Charles, with an attempt at a smile.",little creature lie put hand give smile speak world such fool conclude attempt smile 
12,‘It is healthy?’,healthy 
13,"‘All a babe ought to be, they say, all that could be expected of it, except the not being of the right sort, and if Amy does not mind that, I don’t know who should,’ and Charles deposited himself on the sofa, heaving a deep sigh, intended to pass for the conclusion of the exertion.",babe say expect right sort mind know deposit sofa heave deep sigh intend pass conclusion exertion 
14,‘Then you think she is not disappointed?’,think disappointed 
15,"‘Certainly not. The first thing she said when she was told it was a girl, was, “I am so glad!” and she does seem very happy with it, poor little thing! In fact, mamma thinks she had so little expected that it would go well with herself, or with it, that now it is all like a surprise.’",first thing say tell girl glad seem happy poor little thing fact mamma think little expect go surprise 
16,"There was a silence, first broken by Charles saying, ‘You must be content with me--I can’t send for anyone. Bustle has taken papa and Charlotte for a walk, and Laura is on guard over Amy, for we have made mamma go and lie down. It was high time, after sitting up two nights, and meaning to sit up a third.’",be silence break say content send bustle take papa walk guard make mamma go lie high time sit night mean sit third 
17,‘Has she really--can she bear it?’,bear 
18,"‘Yes; I am afraid I have trained her in sitting up, and Amy and all of us know that anxiety hurts her more than fatigue. She would only lie awake worrying herself, instead of sitting peaceably by the fire, holding the baby, or watching Amy, and having a quiet cry when she is asleep. For, after all, it is very sad!’ Charles was trying to brave his feelings, but did not succeed very well. ‘Yesterday morning I was properly frightened. I came into the dressing-room, and found mamma crying so, that I fully believed it was all wrong, but she was just coming to tell us, and was only overcome by thinking of not having him to call first, and how happy he would have been.’",afraid train sit know anxiety hurt more fatigue lie worry sit fire hold baby watch have quiet cry asleep sad try brave feeling succeed yesterday morning frighten come dress room find mamma cry believe wrong come tell overcome think have call happy 
19,‘And the dear Amy herself!’,dear 
20,"‘I can’t tell. She is a wonderful person for keeping herself composed when she ought. I see she has his picture in full view, but she says not a word, except that mamma saw her to-day, when she thought no one was looking, fondling the little thing, and whispering to it--“Guy’s baby!”  and “Guy’s little messenger!”’ Charles gave up the struggle, and fairly cried, but in a moment rallying his usual tone, he went on, half laughing,--‘To be sure, what a morsel of a creature it is! It is awful to see anything so small calling itself a specimen of humanity!’",tell wonderful person keep compose see have picture full view say word mamma see day think look fondle little thing whisper guy baby guy little messenger give struggle cry moment rallying usual tone go half laugh sure morsel creature awful see small call specimen humanity 
21,"‘It is your first acquaintance with infant humanity, I suppose? Pray, did you ever see a baby?’",first acquaintance infant humanity suppose pray see baby 
22,"‘Not to look at. In fact, Mary, I consider it a proof of your being a rational woman that you have not asked me whether it is pretty.’",look fact consider proof rational woman ask pretty 
23,‘I thought you no judge of the article.’,think judge article 
24,"‘No, it was not to inspect it that Amy sent for me; though after all it was for a business I would almost as soon undertake, a thing I would not do for any other living creature.’",inspect send business undertake thing do other living creature 
25,‘Then I know what it is. To write some kind message to Captain Morville. Just like the dear Amy!’,know write kind message dear 
26,"‘Just like her, and like no one else, except--Of course my father wrote him an official communication yesterday, very short; but the fact must have made it sweet enough, savage as we all were towards him, as there was no one else to be savage to, unless it might be poor Miss Morville, who is the chief loser by being of the feminine gender,’ said Charles, again braving what he was pleased to call sentimentality. ‘Well, by and by, my lady wants to know if any one has written to “poor Philip,” as she will call him, and, by no means contented by hearing papa had, she sends to ask me to come to her when I came in from wheeling in the garden; and receives me with a request that I would write and tell him how well she is, and how glad, and so on. There’s a piece of work for me!’",else course father write official communication yesterday short fact make sweet savage be else savage poor chief loser feminine gender say brave pleased call sentimentality lady want know one write poor call means content hear papa have send ask come come garden receive request write tell glad be piece work 
27,"‘Luckily you are not quite so savage as you pretend, either to him, or your poor little niece.’",savage pretend poor little niece 
28,"‘Whew! I should not care whether she was niece or nephew but for him; at least not much, as long as she comforted Amy; but to see him at Redclyffe, and be obliged to make much of him at the same time, is more than I can very well bear; though I may as well swallow it as best I can, for she will have me do it, as well as on Laura’s account. Amy believes, you know, that he will think the inheritance a great misfortune; but that is only a proof that she is more amiable than any one else.’",care niece nephew least much comfort see oblige make much same time more bear swallow good have do account believe know think inheritance great misfortune proof amiable one else 
29,‘I should think he would not rejoice.’,think rejoice 
30,"‘Not exactly; but I have no fear that he will not console himself by thinking of the good he will do with it. I have no doubt that he was thoroughly cut up, and I could even go the length of believing that distress of mind helped to bring on the relapse, but it is some time ago. And as to his breaking his heart after the first ten minutes at finding himself what he has all his life desired to be, in a situation where the full influence of his talents may be felt,’ said Charles, with a shade of imitation of his measured tones, ‘why that, no one but silly little Amy would ever dream of.’",have fear console think good do have doubt cut go length believe distress mind help bring relapse time break heart first minute find have life desire situation full influence talent feel say shade imitation measure tone silly little dream 
31,"‘Well, I dare say you will grow merciful as you write.’",say grow merciful write 
32,"‘No, that is not the way to let my indignation ooze out at my fingers’ ends. I shall begin by writing to condole with Markham. Poor man! what a state he must be in; all the more pitiable because he evidently had entirely forgotten that there could ever be a creature of the less worthy gender born to the house of Morville; so it will take him quite by surprise. What will he do, and how will he ever forgive Mrs. Ashford, who, I see in the paper, has a son whom nobody wants, as if for the express purpose of insulting Markham’s feelings! Well-a-day! I should have liked to have had the sound of Sir Guy Morville still in my ears, and yet I don’t know that I could have endured its being applied to a little senseless baby! And, after all, we are the gainers; for it would have been a forlorn thing to have seen Amy go off to reign queen-mother at Redclyffe,--and most notably well would she have reigned, with that clear little head. I vow ‘tis a talent thrown away! However, I can’t grumble. She is much happier without greatness thrust on her, and for my own part, I have my home-sister all to myself, with no rival but that small woman--and how she will pet her!’",way let indignation ooze finger end begin write condole poor man state pitiable forget be creature worthy gender bear house take surprise do forgive see paper have son want express purpose insult feeling day like have sound ear know endure apply little senseless baby gainer forlorn thing see go reign queen mother reign clear little head vow talent throw grumble happy greatness thrust own part have home sister rival small woman pet 
33,"‘And how you will! What a spoiling uncle you will be! But now, having heard you reason yourself into philosophy, I’ll leave you to write. We were so anxious, that I could not help coming. I am so glad that little one thrives! I should like to leave my love for Amy, if you’ll remember it.’",spoil uncle hear reason philosophy leave write anxious help come glad little one thrive like leave love remember 
34,"‘The rarity of such a message from you may enable me. I was lying here alone, and received the collected love of five Harpers to convey up-stairs, all which I forgot; though in its transit by Arnaud and his French, it had become “that they made their friendships to my lady and Mrs. Edmonstone.”’",rarity message enable lie receive collect love convey stair forget transit become make friendship lady 
