id,paragraph,tokens
1,CHAPTER XX.,xx 
2," The summer had now advanced, when Oswald one day said to Edward,",summer advance day say 
3,"""Have you heard the news, sir?""",hear news sir 
4,"""Nothing very particular,"" replied Edward; ""I know that General Cromwell is over in Ireland, and they say very successful; but I have cared little for particulars.""",particular reply know say successful care little particular 
5,"""They say a great deal more, sir,"" replied Oswald; ""they say that the king is in Scotland, and that the Scotch have raised an army for him.""",say great deal more sir reply say king raise army 
6,"""Indeed!"" replied Edward, ""that is news indeed! The intendant has never mentioned it to me.""",reply news intendant mention 
7,"""I dare say not, sir; for he knows your feelings, and would sorry to part with you.""",say sir know feeling sorry part 
8,"""I will certainly speak to him on the subject,"" said Edward, at the ""risk of his displeasure; and join the army I will, if I find what you say is true. I should hold myself a craven to remain here while the king is fighting for his own, and not to be at his side.""",speak subject say risk displeasure join army find say true hold craven remain king fight own side 
9,"""Well, sir, I think it is true, for I heard that the Parliament had sent over for General Cromwell to leave Ireland, and lead the troops against the Scotch army.""",sir think true hear send leave lead troops army 
10,"""You drive me mad, Oswald! I will go to the intendant immediately!""",drive mad go intendant 
11,"Edward, much excited by the intelligence, went into the room where he usually sat with the intendant. The latter, who was at his desk, looked up, and saw how flushed Edward was, and said very quietly,",excite intelligence go room sit intendant latter desk look see flush say 
12,"""Edward, you are excited, I presume, from hearing the news which has arrived?""",excited presume hear news arrive 
13,"""Yes, sir, I am very much so; and I regret very much that I should be the last to whom such important news is made known.""",sir regret last such important news make know 
14,"""It is, as you say, important news,"" replied the intendant; ""but if you will sit down, we will talk a little upon the subject.""",say important news reply intendant sit talk little subject 
15,"Edward took a chair, and the intendant said,",take chair intendant say 
16,"""I have no doubt that your present feeling is to go to Scotland, and join the army without delay.""",have doubt present feeling go join army delay 
17,"""Such is my intention, I candidly confess, sir. It is my duty.""",such intention confess sir duty 
18,"""Perhaps you may be persuaded to the contrary before we part,"" replied the intendant. ""The first duty you owe is to your family in their present position; they depend upon you; and a false step on your part would be their ruin. How can you leave them, and leave my employ, without it being known for what purpose you are gone? It is impossible! I must myself make it known, and even then it would be very injurious to me, the very circumstance of my having one of your party in my service. I am suspected by many already, in consequence of the part I have taken against the murder of the late king, and also of the lords who have since suffered. But, Edward, I did not communicate this intelligence to you for many reasons. I knew that it would soon come to your ears, and I thought it better that I should be more prepared to show you that you may do yourself and me harm, and can do no good to the king. I will now show you that I do put confidence in you; and if you will read these letters, they will prove to you that I am correct in what I assert.""",persuade contrary part reply intendant first duty owe family present position depend false step part ruin leave leave employ know purpose gone impossible make know injurious very circumstance have party service suspect many consequence part take murder late king lord suffer communicate intelligence many reason know come ear think good prepare show do harm do good king show put confidence read letter prove correct assert 
