id,paragraph,tokens
1,CHAPTER XIV.,
2,,
3,     ‘Twas a long doubt; we never heard        Exactly how the ship went down.--ARCHER GURNEY.,twa long doubt hear ship go 
4," The tidings came at last, came when the heart-sickness of hope deferred had faded into the worse heart-sickness of fear deferred, and when spirits had been fain to rebel, and declare that they would be almost glad to part with the hope that but kept alive despair.",tiding come last come heart sickness hope deferre fade bad heart sickness fear deferre spirit fain rebel declare glad part hope keep alive despair 
5,"The Christmas holidays had come to an end, and the home party were again alone, when early in the forenoon, there was a tap at the drawing-room door, and Dr. Spencer called, “Ethel, can you come and speak to me?”",holiday come end home party alone forenoon be tap draw room door call come speak 
6,"Margaret started as if those gentle tones had been a thunderclap. “Go! go, Ethel,” she said, “don’t keep me waiting.”",start gentle tone thunderclap go go say keep wait 
7,"Dr. Spencer stood in the hall with a newspaper in his hand. Ethel said, “Is it?” and he made a sorrowful gesture. “Both?” she asked.",stand hall newspaper hand say make sorrowful gesture ask 
8,"“Both,” he repeated. “The ship burned--the boat lost.”",repeat ship burn boat lose 
9,"“Ethel, come!” hoarsely called Margaret.",come call 
10,"“Take it,” said Dr. Spencer, putting the paper into her hand; “I will wait.”",take say put paper hand wait 
11,"She obeyed. She could not speak, but kneeling down by her sister, they read the paragraph together; Ethel, with one eye on the words, the other on Margaret.",obey speak kneel sister read paragraph eye word other 
12,"No doubt was left. Captain Gordon had returned, and this was his official report. The names of the missing stood below, and the list began thus:--",doubt leave return official report name miss stand list begin 
13,"        Lieutenant A. H. Ernescliffe.         Mr. Charles Owen, Mate.         Mr. Harry May, Midshipman.",
14,"The Alcestis had taken fire on the 12th of April of the former year. There had been much admirable conduct, and the intrepid coolness of Mr. Ernescliffe was especially recorded. The boats had been put off without loss, but they were scantily provisioned, and the nearest land was far distant. For five days the boats kept together, then followed a night of storms, and, when morning dawned, the second cutter, under command of Mr. Ernescliffe, had disappeared. There could be no doubt that she had sunk, and the captain could only record his regrets for the loss the service had experienced in the three brave young officers and their gallant seamen. After infinite toil and suffering, the captain, with the other boats’ crews, had reached Tahiti, whence they had made their way home.",take fire 12th former year be much admirable conduct intrepid coolness record boat put loss provision near land distant day boat keep follow night storm morning dawn second cutter command disappear be doubt sink captain record regret loss service experience brave young officer gallant seamen infinite toil suffering captain other boat crew reach make way 
15,"“Oh, Margaret, Margaret!” cried Ethel.",cry 
16,"Margaret raised herself, and the colour came into her face.",raise colour come face 
17,“I did not write the letter!” she said.,write letter say 
18,"“What letter?” said Ethel, alarmed.",letter say alarm 
19,“Richard prevented me. The letter that would have parted us. Now all is well.”,prevent letter part well 
20,"“All is well, I know, if we could but feel it.”",well know feel 
21,"“He never had the pain. It is unbroken!” continued Margaret, her eyes brightening, but her breath, in long-drawn gasps that terrified Ethel into calling Dr. Spencer.",have pain unbroken continue eye brighten breath long draw gasp terrify call 
22,"Mary was standing before him, with bloodless face and dilated eyes; but, as Ethel approached, she turned and rushed upstairs.",stand bloodless face dilate eye approach turn rush 
