id,paragraph,tokens
1,CHAPTER V. Wool and Water,
2,"She caught the shawl as she spoke, and looked about for the owner: in another moment the White Queen came running wildly through the wood, with both arms stretched out wide, as if she were flying, and Alice very civilly went to meet her with the shawl.",catch shawl speak look owner moment white come run wood arm stretch fly go meet shawl 
3,"‘I’m very glad I happened to be in the way,’ Alice said, as she helped her to put on her shawl again.",glad happen way say help put shawl 
4,"The White Queen only looked at her in a helpless frightened sort of way, and kept repeating something in a whisper to herself that sounded like ‘bread-and-butter, bread-and-butter,’ and Alice felt that if there was to be any conversation at all, she must manage it herself. So she began rather timidly: ‘Am I addressing the White Queen?’",white look helpless frighten sort way keep repeat whisper sound bread butter bread butter feel be be conversation manage begin address white 
5,"‘Well, yes, if you call that a-dressing,’ The Queen said. ‘It isn’t MY notion of the thing, at all.’",call dress say notion thing 
6,"Alice thought it would never do to have an argument at the very beginning of their conversation, so she smiled and said, ‘If your Majesty will only tell me the right way to begin, I’ll do it as well as I can.’",think do have argument very beginning conversation smile say majesty tell right way begin do 
7,‘But I don’t want it done at all!’ groaned the poor Queen. ‘I’ve been a-dressing myself for the last two hours.’,want do groan poor dress last hour 
8,"It would have been all the better, as it seemed to Alice, if she had got some one else to dress her, she was so dreadfully untidy. ‘Every single thing’s crooked,’ Alice thought to herself, ‘and she’s all over pins!--may I put your shawl straight for you?’ she added aloud.",good seem get one else dress untidy single thing crooked think pin put shawl add 
9,"‘I don’t know what’s the matter with it!’ the Queen said, in a melancholy voice. ‘It’s out of temper, I think. I’ve pinned it here, and I’ve pinned it there, but there’s no pleasing it!’",know matter say melancholy voice temper think pinn pinn be pleasing 
10,"‘It CAN’T go straight, you know, if you pin it all on one side,’ Alice said, as she gently put it right for her; ‘and, dear me, what a state your hair is in!’",go know pin side say put state hair 
11,‘The brush has got entangled in it!’ the Queen said with a sigh. ‘And I lost the comb yesterday.’,brush entangle say sigh lose comb yesterday 
12,"Alice carefully released the brush, and did her best to get the hair into order. ‘Come, you look rather better now!’ she said, after altering most of the pins. ‘But really you should have a lady’s maid!’",release brush do good get hair order come look good say alter most pin have lady maid 
13,"‘I’m sure I’ll take you with pleasure!’ the Queen said. ‘Twopence a week, and jam every other day.’",sure take pleasure say week jam other day 
14,"Alice couldn’t help laughing, as she said, ‘I don’t want you to hire ME--and I don’t care for jam.’",help laugh say want hire care jam 
15,"‘It’s very good jam,’ said the Queen.",good jam say 
16,"‘Well, I don’t want any TO-DAY, at any rate.’",want day rate 
17,"‘You couldn’t have it if you DID want it,’ the Queen said. ‘The rule is, jam to-morrow and jam yesterday--but never jam to-day.’",have want say rule jam jam yesterday jam day 
18,"‘It MUST come sometimes to “jam to-day,”’ Alice objected.",come jam day object 
19,"‘No, it can’t,’ said the Queen. ‘It’s jam every OTHER day: to-day isn’t any OTHER day, you know.’",say jam other day day other day know 
20,"‘I don’t understand you,’ said Alice. ‘It’s dreadfully confusing!’",understand say confusing 
21,"‘That’s the effect of living backwards,’ the Queen said kindly: ‘it always makes one a little giddy at first--’",effect live say make little giddy first 
22,‘Living backwards!’ Alice repeated in great astonishment. ‘I never heard of such a thing!’,live repeat great astonishment hear thing 
23,"‘--but there’s one great advantage in it, that one’s memory works both ways.’",be great advantage memory work way 
24,"‘I’m sure MINE only works one way,’ Alice remarked. ‘I can’t remember things before they happen.’",sure work way remark remember thing happen 
25,"‘It’s a poor sort of memory that only works backwards,’ the Queen remarked.",poor sort memory work remark 
26,‘What sort of things do YOU remember best?’ Alice ventured to ask.,sort thing remember good venture ask 
27,"‘Oh, things that happened the week after next,’ the Queen replied in a careless tone. ‘For instance, now,’ she went on, sticking a large piece of plaster on her finger as she spoke, ‘there’s the King’s Messenger. He’s in prison now, being punished: and the trial doesn’t even begin till next Wednesday: and of course the crime comes last of all.’",thing happen week reply careless tone instance go stick large piece plaster finger speak be prison punish trial begin next course crime come last 
28,‘Suppose he never commits the crime?’ said Alice.,suppose commit crime say 
29,"‘That would be all the better, wouldn’t it?’ the Queen said, as she bound the plaster round her finger with a bit of ribbon.",good say bind plaster finger bit ribbon 
30,"Alice felt there was no denying THAT. ‘Of course it would be all the better,’ she said: ‘but it wouldn’t be all the better his being punished.’",feel be deny course good say good punish 
31,"‘You’re wrong THERE, at any rate,’ said the Queen: ‘were YOU ever punished?’",wrong rate say punish 
32,"‘Only for faults,’ said Alice.",fault say 
33,"‘And you were all the better for it, I know!’ the Queen said triumphantly.",good know say 
34,"‘Yes, but then I HAD done the things I was punished for,’ said Alice: ‘that makes all the difference.’",do thing punish say make difference 
35,"‘But if you HADN’T done them,’ the Queen said, ‘that would have been better still; better, and better, and better!’ Her voice went higher with each ‘better,’ till it got quite to a squeak at last.",do say good good good good voice go high good get squeak last 
36,"Alice was just beginning to say ‘There’s a mistake somewhere--,’ when the Queen began screaming so loud that she had to leave the sentence unfinished. ‘Oh, oh, oh!’ shouted the Queen, shaking her hand about as if she wanted to shake it off. ‘My finger’s bleeding! Oh, oh, oh, oh!’",begin say be mistake begin scream have leave sentence unfinished shout shake hand want shake finger bleed 
37,"Her screams were so exactly like the whistle of a steam-engine, that Alice had to hold both her hands over her ears.",scream whistle steam engine have hold hand ear 
