id,paragraph,tokens
1,CHAPTER 33.,
2,"The next morning was fine, and as soon as breakfast was over, they took the wheels down to the turtle-pond, and Ready having speared one of the largest by means of a pike with a barb to it, which he had made on purpose, they hauled it on shore, slung it under the wheels, and took it up to the house.  Having killed the turtle, and cut it up, Juno, under the directions of Ready, chose such portions as were required for the soup; and when the pot was on the fire, Ready, Mr Seagrave, and William set off with the cross-cut saw and hatchets, to commence felling the cocoa-nut trees for the building of the outhouse, which was to hold their stores, as soon as they could be brought round from the other side of the island.",next morning fine breakfast take wheel turtle pond ready spear large means pike barb make purpose haul shore sling wheel take house kill turtle cut direction ready choose such portion require soup pot fire ready set cross cut saw hatchet commence fell cocoa nut tree building outhouse hold store bring other side island 
3,"""I mean this to be our place of refuge in case of danger, sir,"" observed Ready; ""and therefore I have selected this thick part of the wood, as it is not very far from the house, and by cutting the path to it in a zigzag, it will be quite hidden from sight; and we must make the path just wide enough to allow the wheels to pass, and stump up the roots of the trees which we are obliged to cut down, otherwise the stumps would attract attention.""",mean place refuge case danger sir observe ready select thick part wood house cut path zigzag hide sight make path wide allow wheel pass stump root tree oblige cut stump attract attention 
4,"""I agree with you, Ready,"" replied Mr Seagrave; ""there is no saying what may happen.""",agree ready reply be say happen 
5,"""You see, sir, it is often the custom for the natives, in this part of the world, to come in their canoes from one island to another, merely to get cocoa-nuts.  I can't say that the other islands near us are inhabited, but still it is probable, and we cannot tell what the character of the people may be.  I tell you this, but we had better not say a word to Mrs Seagrave, as it may distress her.""",see sir custom native part world come canoe island get cocoa- nut say other island inhabit probable tell character person tell say word distress 
6,"Mr Seagrave agreed, and Ready continued:",agree ready continue 
7,"""We are now near the spot, sir.  You see, when we have got over this hill, where the trees are so very thick, the fall in the ground will assist in the concealment of the building.  I should say we are very near right where we now stand.""",spot sir see get hill tree thick fall ground assist concealment building say stand 
8,"""How far are we now from the house?  We must not be too distant.""",house distant 
9,"""I reckon we are not 150 yards in a straight line, although the road will, by its turning, make it double the distance.""",reckon yard straight line road turning make distance 
10,"""Then I think this spot will do very well.""",think spot do 
