id,paragraph,tokens
1,CHAPTER 19. _The Reckoning_,
2,     MONTR.   The father is victorious.      BELF.                              Let us haste               To gratulate his conquest.      1ST CAPT.                          We to mourn               The fortune of the son.                         MASSINGER. _The Unnatural Combat._,montr father victorious belf let haste gratulate conquest mourn fortune son unnatural combat._ 
3," Poor Mr. Bultitude, springing wildly upstairs in a last desperate effort to avoid capture, had now almost reached his goal. Just above him was the nursery landing, with its little wooden gate, and near it, leaning against the wall, was a pair of kitchen steps, with which he had hopes of reaching the roof, or the cistern loft, or some other safe and inaccessible place. Better a night spent on the slates amongst the chimney-pots than a bed in that terrible No. 6 Dormitory!",poor spring last desperate effort avoid capture reach goal nursery landing little wooden gate lean wall pair kitchen step have hope reach roof cistern loft other safe inaccessible place good night spend slate chimney pot bed terrible no. dormitory 
4,"But here, too, fate was against him. He was not more than half-a-dozen steps from the top, when, to his unspeakable horror, he saw a small form in a white frock and cardinal-red sash come running out of the nursery, and begin to descend slowly and cautiously, clinging to the banisters with one chubby little hand.",fate more half step top unspeakable horror see small form white frock cardinal red sash come run nursery begin descend cling banister chubby little hand 
5,"It was his youngest son, Roly, and as soon as he saw this, he lost hope once and for all; he could not escape being recognised, the child would probably refuse to leave him, and even if he did contrive to get away from him, it would be hopeless to make Roly understand that he was not to betray his hiding-place.",young son see lose hope escape recognise child refuse leave contrive get hopeless make understand betray hiding place 
6,"So he stopped on the stairs, aghast at this new misfortune, and feeling himself at the end of all his resources. Roly knew him at once, and began to dance delightedly up and down on the stair in his little bronze shoes. ""Buzzer Dicky,"" he cried, ""dear buzzer Dicky, tum 'ome to party!""",stop stair aghast new misfortune feel end resource know begin dance stair little bronze shoe cry dear buzzer party 
7,"""It's not brother Dicky,"" said Paul miserably; ""it's all a mistake.""",brother say mistake 
8,"""Oh, but it is though,"" said Roly; ""and you don't know what Roly's found.""",say know find 
9,"""No, no,"" said Paul, trying to pass (which, as Roly persisted in leaping joyously from side to side of the narrow stair, was difficult); ""you shall show me another time. I'm in a hurry, my boy, I've got an appointment.""",say try pass persist leap side side narrow stair difficult show time hurry boy get appointment 
10,"""Roly's got something better than that,"" observed the child.",get good observe child 
11,"Mr. Bultitude, in spite of his terror, was too much afraid of hurting him by brushing roughly past to attempt such a thing, so he tried diplomacy. ""Well, what has Roly found--a cracker?""",spite terror afraid hurt brush past attempt thing try diplomacy find cracker 
12,"""No, no, better than a cwacker--you guess.""",good cwacker guess 
13,"""I can't guess,"" said Paul; ""never mind, I don't want to know.""",guess say mind want know 
14,"""Well then,"" said Roly, ""there."" And he slowly unclosed a fat little fist, and in it Paul saw, with a revulsion of feeling that turned him dizzy and faint, the priceless talisman itself, the identical Garudâ Stone, with part of the frail gilt ring still attached to it.",say unclose fat little fist see revulsion feeling turn dizzy faint priceless talisman identical part frail gilt ring attach 
15,"The fastening had probably given way during Master Dick's uproarious revels in the drawing-room, and Roly must have picked it up on the carpet shortly afterwards.",fastening give way uproarious revel draw room pick carpet 
