id,paragraph,tokens
1,CHAPTER VIII. THE GOBLINS,goblins 
2," FOR some time Curdie worked away briskly, throwing all the ore he had disengaged on one side behind him, to be ready for carrying out in the morning. He heard a good deal of goblin-tapping, but it all sounded far away in the hill, and he paid it little heed. Toward midnight he began to feel rather hungry; so he dropped his pickaxe, got a lump of bread which in the morning he had laid in a damp hole in the rock, sat down on a heap of ore and ate his supper. Then he leaned back for five minutes' rest before beginning his work again, and laid his head against the rock. He had not kept the position for one minute before he heard something which made him sharpen his ears. It sounded like a voice inside the rock. After a while he heard it again. It was a goblin-voice--there could be no doubt about that--and this time he could make out the words.",time work throw ore disengage side ready carry morning hear good deal goblin tapping sound hill pay little heed midnight begin feel hungry drop pickaxe get lump bread morning lay damp hole rock sit heap ore eat supper learn minute rest begin work lay head rock keep position minute hear make sharp ear sound voice rock while hear goblin voice be doubt time make word 
3,"""Hadn't we better be moving?"" it said.",move say 
4,A rougher and deeper voice replied:,rougher deep voice reply 
5,"""There's no hurry. That wretched little mole won't be through to-night, if he work ever so hard. He's by no means at the thinnest place.""",be hurry wretch little mole night work means thin place 
6,"""But you still think the lode does come through into our house?"" said the first voice.",think lode come house say first voice 
7,"""Yes, but a good bit farther on than he has got to yet. If he had struck a stroke more to the side just here,"" said the goblin, tapping the very stone, as it seemed to Curdie, against which his head lay, ""he would have been through; but he's a couple of yards past it now, and if he follow the lode it will be a week before it leads him in. You see it back there--a long way. Still, perhaps, in case of accident, it would be as well to be getting out of this. Helfer, you'll take the great chest. That's your business, you know.""",good bit get strike stroke side say goblin tap very stone seem head lay couple yard follow lode week lead see long way case accident get take great chest business know 
8,"""Yes, dad,"" said a third voice. ""But you must help me to get it on my back. It's awfully heavy, you know.""",dad say third voice help get back heavy know 
9,"""Well, it isn't just a bag of smoke, I admit. But you're as strong as a mountain, Helfer.""",bag smoke admit strong mountain 
10,"""You say so, dad. I think myself I'm all right. But I could carry ten times as much if it wasn't for my feet.""",say dad think right carry time much foot 
11,"""That is your weak point, I confess, my boy.""",weak point confess boy 
12,"""Ain't it yours, too, father?""",father 
13,"""Well, to be honest, it is a goblin-weakness. Why they come so soft, I declare I haven't an idea.""",honest goblin weakness come soft declare have idea 
14,"""Specially when your head's so hard, you know, father.""",head hard know father 
15,"""Yes, my boy. The goblin's glory is his head. To think how the fellows up above there have to put on helmets and things when they go fighting. Ha! ha!""",boy goblin glory head think fellow have put helmet thing go fight 
16,"""But why don't we wear shoes like them, father? I should like it--specially when I've got a chest like that on my head.""",wear shoe father like get chest head 
17,"""Well, you see, it's not the fashion. The king never wears shoes.""",see fashion king wear shoe 
18,"""The queen does.""",queen 
19,"""Yes; but that's for distinction. The first queen, you see--I mean the king's first wife--wore shoes of course, because she came from upstairs; and so, when she died, the next queen would not be inferior to her as she called it, and would wear shoes too. It was all pride. She is the hardest in forbidding them to the rest of the women.""",distinction first queen see mean king first wife wear shoe course come die next queen inferior call wear shoe pride hard forbid rest woman 
