id,paragraph,tokens
1,CHAPTER XXII. HOW UMSLOPOGAAS HELD THE STAIR,held stair 
2,,
3,We looked at one another.,look 
4,"‘Thou seest,’ I said, ‘they have taken away the door. Is there aught with which we may fill the place? Speak quickly for they will be on us ere the daylight.’ I spoke thus, because I knew that we must hold this place or none, as there were no inner doors in the palace, the rooms being separated one from another by curtains. I also knew that if we could by any means defend this doorway the murderers could get in nowhere else; for the palace is absolutely impregnable, that is, since the secret door by which Sorais had entered on that memorable night of attempted murder had, by Nyleptha’s order, been closed up with masonry.",say take door be aught fill place speak daylight speak know hold place be inner door palace room separate curtain know means defend doorway murderer get else palace impregnable secret door enter memorable night attempt murder order close masonry 
5,"‘I have it,’ said Nyleptha, who, as usual with her, rose to the emergency in a wonderful way. ‘On the farther side of the courtyard are blocks of cut marble--the workmen brought them there for the bed of the new statue of Incubu, my lord; let us block the door with them.’",have say usual rise emergency wonderful way far side courtyard block cut marble workmen bring bed new statue lord let block door 
6,"I jumped at the idea; and having despatched one of the remaining maidens down the great stair to see if she could obtain assistance from the docks below, where her father, who was a great merchant employing many men, had his dwelling-place, and set another to watch through the doorway, we made our way back across the courtyard to where the hewn marble lay; and here we met Kara returning from despatching the first two messengers. There were the marble blocks, sure enough, broad, massive lumps, some six inches thick, and weighing about eighty pounds each, and there, too, were a couple of implements like small stretchers, that the workmen used to carry them on. Without delay we got some of the blocks on to the stretchers, and four of the girls carried them to the doorway.",jump idea despatch remain maiden great stair see obtain assistance dock father great merchant employ many man have dwelling place set watch doorway make way courtyard hewn marble lay meet return despatch first messenger be marble block broad massive lump inch thick weigh pound couple implement small stretcher workmen use carry delay get block stretcher girl carry doorway 
7,"‘Listen, Macumazahn,’ said Umslopogaas, ‘if those low fellows come, it is I who will hold the stair against them till the door is built up. Nay, nay, it will be a man’s death: gainsay me not, old friend. It has been a good day, let it now be good night. See, I throw myself down to rest on the marble there; when their footsteps are nigh, wake thou me, not before, for I need my strength,’ and without a word he went outside and flung himself down on the marble, and was instantly asleep.",listen say low fellow come hold stair door build man death gainsay old friend good day let good night see throw rest marble footstep nigh wake need strength word go flung marble asleep 
8,"At this time, I too was overcome, and was forced to sit down by the doorway, and content myself with directing operations. The girls brought the block, while Kara and Nyleptha built them up across the six-foot-wide doorway, a triple row of them, for less would be useless. But the marble had to be brought forty yards and then there were forty yards to run back, and though the girls laboured gloriously, even staggering along alone, each with a block in her arms, it was slow work, dreadfully slow.",time overcome force sit doorway content direct operation girl bring block build foot wide doorway triple row less useless marble have bring yard be yard run girl laboure staggering block arm slow work slow 
9,"The light was growing now, and presently, in the silence, we heard a commotion at the far-bottom of the stair, and the faint clinking of armed men. As yet the wall was only two feet high, and we had been eight minutes at the building of it. So they had come. Alphonse had heard aright.",light grow silence hear commotion bottom stair faint clinking armed man wall foot high minute building come hear 
10,"The clanking sound came nearer, and in the ghostly grey of the dawning we could make out long files of men, some fifty or so in all, slowly creeping up the stair. They were now at the half-way standing place that rested on the great flying arch; and here, perceiving that something was going on above, they, to our great gain, halted for three or four minutes and consulted, then slowly and cautiously advanced again.",clanking sound come ghostly grey dawning make long file man creep stair half way standing place rest great fly arch perceive go great gain halt minute consult advance 
11,"We had been nearly a quarter of an hour at the work now, and it was almost three feet high.",quarter hour work foot high 
12,"Then I woke Umslopogaas. The great man rose, stretched himself, and swung Inkosi-kaas round his head.",wake great man rise stretch swing head 
13,"‘It is well,’ he said. ‘I feel as a young man once more. My strength has come back to me, ay, even as a lamp flares up before it dies. Fear not, I shall fight a good fight; the wine and the sleep have put a new heart into me.",well say feel young man more strength come lamp flare die fear fight good fight wine sleep put new heart 
14,"‘Macumazahn, I have dreamed a dream. I dreamed that thou and I stood together on a star, and looked down on the world, and thou wast as a spirit, Macumazahn, for light flamed through thy flesh, but I could not see what was the fashion of mine own face. The hour has come for us, old hunter. So be it: we have had our time, but I would that in it I had seen some more such fights as yesterday’s.",dream dream dream stand star look world wast spirit light flame flesh see fashion own face hour come old hunter have time see more such fight yesterday 
15,"‘Let them bury me after the fashion of my people, Macumazahn, and set my eyes towards Zululand;’ and he took my hand and shook it, and then turned to face the advancing foe.",let bury fashion person set eye take hand shake turn face advance foe 
16,"Just then, to my astonishment, the Zu-Vendi officer Kara clambered over our improvised wall in his quiet, determined sort of way, and took his stand by the Zulu, unsheathing his sword as he did so.",astonishment officer clamber improvise wall quiet determined sort way take stand unsheath sword do 
17,"‘What, comest thou too?’ laughed out the old warrior. ‘Welcome--a welcome to thee, brave heart! Ow! for the man who can die like a man; ow! for the death grip and the ringing of steel. Ow! we are ready. We wet our beaks like eagles, our spears flash in the sun; we shake our assegais, and are hungry to fight. Who comes to give greeting to the Chieftainess [Inkosi-kaas]? Who would taste her kiss, whereof the fruit is death? I, the Woodpecker, I, the Slaughterer, I the Swiftfooted! I, Umslopogaas, of the tribe of the Maquilisini, of the people of Amazulu, a captain of the regiment of the Nkomabakosi: I, Umslopogaas, the son of Indabazimbi, the son of Arpi the son of Mosilikaatze, I of the royal blood of T’Chaka, I of the King’s House, I the Ringed Man, I the Induna, I call to them as a buck calls, I challenge them, I await them. Ow! it is thou, it is thou!’",laugh old warrior welcome brave heart man die man death grip ringing steel ready wet beak eagle spear flash sun shake assegais hungry fight come give greeting taste kiss fruit death tribe person captain regiment son son son royal blood ringed call buck call challenge await 
