id,paragraph,tokens
1,CHAPTER XXIII.,
2," At last, after fixing a lighted torch between the logs of each raft, the Mulgars began to get aboard. On the first Ghibba and Thimble embarked, squatting the one in front and the other astern, to keep their craft steady. With big torches smoking in the sunshine, they pushed off. Tugging on a long strand of Samarak which they had looped around the smooth branch of a Boobab, they warped themselves free. Soon well adrift, with water singing in their green twigs, they slid swiftly into the stream, shoving and pulling at their long poles, beating the green water to foam, as they neared the fork, to keep their dancing catamaran from drifting into the surge that would have toppled them over the cataract. The rest of the travellers stood stock-still by the water-side, gazing beneath their hands after the green ship and its two sailors, dark and light, brandishing their poles. They followed along the bank as far as they could, standing lean in the evening beams, wheezing shrilly, ""Illaloothi, Illaloothi!"" as Moona and Mulla-mulgar floated into the mouth of the cavern and vanished from sight.",last fix light torch log raft begin get first embark squat one front other astern keep craft steady big torche smoke sunshine push tugge long strand loop smooth branch warp free adrift water sing green twig slide stream shove pull long pole beat green water foam near fork keep dancing catamaran drift surge topple cataract rest traveller stand stock water side gaze hand green ship sailor dark light brandish pole follow bank stand evening beam wheeze mulgar float mouth cavern vanish sight 
3,"One after another the rest swept off, their rafts dancing light as corks on the emerald water, each with its flaming torch fast fixed, and its two struggling Mulgars tugging at their long water-poles. And as each raft drifted beneath the lowering arch of the cavern, the Mulgars aboard her raised aloft their poles for farewell to Mulgarmeerez. Last of all Thumb loosed his mooring-rope, and with the baggage-raft in tow cast off with Nod into the stream. Pale sunshine lay on the evening frost and gloom of the forests, and far in the distance wheeled Kippel, capped with snow, as the raft rocked round the curve and floated nearer and nearer to the cavern. Nod squatted low at the stern, his pole now idly drifting, while behind him bobbed the baggage-raft, tethered by its rope of Cullum. He stared into the flowing water, and it seemed out of its deeps, faintly echoing, rang the voice of the sorrowful Water-midden, bidding him farewell. And when Thumb's back was for a moment turned, he tore out of the tousled wool of his jacket another of his ivory buttons, and, lying flat in the leafy twigs, dropped it softly into the stream. ""There, little brother,"" he whispered to the button, ""tell the beautiful Midden I remembered her last of all things when the hoarse-voiced Mulgars sailed away!""",rest sweep raft dance light cork emerald water flame torch fix struggle tug long water pole raft drift lower arch cavern raise pole farewell last loose mooring rope baggage raft tow cast nod stream pale sunshine lay evening frost gloom forest distance wheel cap snow raft rock curve float cavern squatet low stern pole drift bobb baggage raft tether rope stare flow water seem deep echoing ring voice sorrowful water midden bid farewell back moment turn tore tousled wool jacket ivory button lie flat leafy twig drop stream little brother whisper button tell beautiful midden remember last thing hoarse voice sail 
4,"Green and dark and utterly still Arakkaboa's southern forests drew backward, with the westering sun beaming hazily behind their nameless peaks. Nod heard a sullen wash of water, the picture narrowed, faded, darkened, and in a moment they were floating in an inky darkness, lit only by the dim and wavering light of the torches.",green dark southern forest draw wester sun beam nameless peak hear sullen wash water picture narrow fade darken moment float inky darkness light dim waver light torche 
5,"The cavern widened as the rafts drew inward. But the Mulgars with their poles drove them into the middle of the stream, for here the current ran faster, and they feared their leafy craft might be caught by overhanging rocks near the cavern walls. A host of long-eared bats, startled from sleep by the echoing cries and splashings, and the smoke of the torches, unhooked their leathery hoods, and, mousily glancing, came flitting this way, that way, squeaking shrilly as if scolding the hairy sailors. They reminded Nod of the chattering troops of Skeetoes swinging on their frosty ropes in the gloom of Munza-mulgar. When with smoother water the raftsmen's shouts were hushed, a strange silence swept down upon the travellers. Nod glanced up uneasily at the faintly shimmering roof hung with pale spars. Only the sip and whisper of the water could be heard, and the faint crackle of the dry torch-wood. Thumb flapped the water impatiently with his long pole. ""Ugh, Ummanodda, this hole of darkness chills my bones. Sing, child, sing!""",cavern widen raft draw pole drive middle stream current run fast fear leafy craft catch overhang rock cavern wall host long eared bat startle sleep echoing cry splashing smoke torche unhook leathery hood glance come flit way way squeak scold hairy sailor remind chatter troops swing frosty rope gloom mulgar smooth water raftsmen shout hush strange silence sweep traveller nod glance shimmer roof hang pale spar sip whisper water hear faint crackle dry torch wood thumb flapp water long pole hole darkness chill bone sing child sing 
6,"""What shall I sing, Thumb?""",sing 
7,"""Sing that jingling lingo the blood-supping Oomgar-mulgar taught you. How goes it?--'Pore Benoleben.'""",sing jingling lingo blood sup mulgar teach go 
8,"So in the dismal water-caverns of Arakkaboa Nod sang out in his seesaw voice, to please his brother, Battle's old English song, ""Poor Ben, old Ben.""",dismal water cavern sing seesaw voice please brother old english song poor old 
9,"    ""Widecks awas'        Widevry sea,      An' flyin' scud        For companee,      Ole Benporben        Keepz watcherlone:      Boatz, zails, helmaimust,        Compaz gone.",zail helmaimust gone 
10,"    ""Not twone ovall        'Is shippimuts can      Pipe pup ta prove        'Im livin' man:      One indescuppers        Flappziz 'and,      Fiss-like, as you        May yunnerstand.",twone ovall shippimut pipe pup prove man yunnerstand 
