id,paragraph,tokens
1,CHAPTER 9. THE G. B.,
2,"Being editors is not the best way to wealth. We all feel this now, and highwaymen are not respected any more like they used to be.",editor good way wealth feel highwaymen respect use 
3,"I am sure we had tried our best to restore our fallen fortunes. We felt their fall very much, because we knew the Bastables had been rich once. Dora and Oswald can remember when Father was always bringing nice things home from London, and there used to be turkeys and geese and wine and cigars come by the carrier at Christmas-time, and boxes of candied fruit and French plums in ornamental boxes with silk and velvet and gilding on them. They were called prunes, but the prunes you buy at the grocer’s are quite different. But now there is seldom anything nice brought from London, and the turkey and the prune people have forgotten Father’s address.",sure try good restore fall fortune feel fall know rich remember bring nice thing use be turkey geese wine cigar come carrier time box cand fruit french plum ornamental box silk velvet gild call prune prune buy grocer different be nice bring turkey prune person forget father address 
4,‘How _can_ we restore those beastly fallen fortunes?’ said Oswald. ‘We’ve tried digging and writing and princesses and being editors.’,restore beastly fall fortune say try digg writing princess editor 
5,"‘And being bandits,’ said H. O.",bandit say 
6,‘When did you try that?’ asked Dora quickly. ‘You know I told you it was wrong.’,try ask know tell wrong 
7,"‘It wasn’t wrong the way we did it,’ said Alice, quicker still, before Oswald could say, ‘Who asked you to tell us anything about it?’ which would have been rude, and he is glad he didn’t. ‘We only caught Albert-next-door.’",wrong way do say say ask tell rude glad catch next door 
8,"‘Oh, Albert-next-door!’ said Dora contemptuously, and I felt more comfortable; for even after I didn’t say, ‘Who asked you, and cetera,’ I was afraid Dora was going to come the good elder sister over us. She does that a jolly sight too often.",next door say feel comfortable say ask cetera afraid go come good elder sister do jolly sight 
9,"Dicky looked up from the paper he was reading and said, ‘This sounds likely,’ and he read out--",look paper read say sound likely read 
10,"    ‘L100 secures partnership in lucrative business for sale of     useful patent.  L10 weekly.  No personal attendance necessary.     Jobbins, 300, Old Street Road.’",secure partnership lucrative business sale useful patent l10 weekly personal attendance necessary old 
11,"‘I wish we could secure that partnership,’ said Oswald. He is twelve, and a very thoughtful boy for his age.",wish secure partnership say thoughtful boy age 
12,"Alice looked up from her painting. She was trying to paint a fairy queen’s frock with green bice, and it wouldn’t rub. There is something funny about green bice. It never will rub off; no matter how expensive your paintbox is--and even boiling water is very little use.",look painting try paint fairy queen frock green bice rub be funny green bice rub matter expensive paintbox boil water little use 
13,"She said, ‘Bother the bice! And, Oswald, it’s no use thinking about that. Where are we to get a hundred pounds?’",say bother bice use think get pound 
14,"‘Ten pounds a week is five pounds to us,’ Oswald went on--he had done the sum in his head while Alice was talking--‘because partnership means halves. It would be A1.’",pound week pound go do sum head talk partnership mean half 
15,Noel sat sucking his pencil--he had been writing poetry as usual. I saw the first two lines--,sit suck pencil write poetry usual see first line 
16,     I wonder why Green Bice      Is never very nice.,wonder green nice 
17,"Suddenly he said, ‘I wish a fairy would come down the chimney and drop a jewel on the table--a jewel worth just a hundred pounds.’",say wish fairy come chimney drop jewel table jewel worth pound 
18,"‘She might as well give you the hundred pounds while she was about it,’ said Dora.",give pound say 
19,"‘Or while she was about it she might as well give us five pounds a week,’ said Alice.",give pound week say 
20,"‘Or fifty,’ said I.",say 
21,"‘Or five hundred,’ said Dicky.",say 
22,"I saw H. O. open his mouth, and I knew he was going to say, ‘Or five thousand,’ so I said--",see open mouth know go say say 
23,"‘Well, she won’t give us fivepence, but if you’d only do as I am always saying, and rescue a wealthy old gentleman from deadly peril he would give us a pot of money, and we could have the partnership and five pounds a week. Five pounds a week would buy a great many things.’",give fivepence do say rescue wealthy old gentleman deadly peril give pot money have partnership pound week pound week buy great many thing 
24,"Then Dicky said, ‘Why shouldn’t we borrow it?’ So we said, ‘Who from?’ and then he read this out of the paper--",say borrow say read paper 
25,"     MONEY PRIVATELY WITHOUT FEES      THE BOND STREET BANK      Manager, Z. Rosenbaum.",money fees bond bank manager 
26,"     Advances cash from L20 to L10,000 on ladies’ or gentlemen’s      note of hand alone, without security.  No fees.  No inquiries.      Absolute privacy guaranteed.",advance cash l20 lady gentleman note hand security fee inquiry absolute privacy guarantee 
27,‘What does it all mean?’ asked H. O.,mean ask 
28,"‘It means that there is a kind gentleman who has a lot of money, and he doesn’t know enough poor people to help, so he puts it in the paper that he will help them, by lending them his money--that’s it, isn’t it, Dicky?’",mean be kind gentleman have lot money know enough poor person help put paper help lend money 
29,"Dora explained this and Dicky said, ‘Yes.’ And H. O. said he was a Generous Benefactor, like in Miss Edgeworth. Then Noel wanted to know what a note of hand was, and Dicky knew that, because he had read it in a book, and it was just a letter saying you will pay the money when you can, and signed with your name.",explain say say generous want know note hand know read book letter say pay money sign name 
30,‘No inquiries!’ said Alice. ‘Oh--Dicky--do you think he would?’,inquiry say think 
31,"‘Yes, I think so,’ said Dicky. ‘I wonder Father doesn’t go to this kind gentleman. I’ve seen his name before on a circular in Father’s study.’",think say wonder go kind gentleman see name circular study 
32,‘Perhaps he has.’ said Dora.,have say 
