id,paragraph,tokens
1,"CHAPTER III. ""THE JOLLY HERRING""",jolly 
2,"""Velut unda supervenit undam.""--VIRGIL.",undam 
3,"The Anti-muffs request the honor of Williams' company to a spread they are going to have to-morrow evening at half-past four, in their smoking-room--",request honor company spread go have evening half past smoking room 
4,"A note to this effect was put into Eric's hands by Wildney after prayers. He read it when he got into his study, and hardly knew whether to be pleased or disgusted at it.",note effect put hand prayer read get study know pleased disgust 
5,"He tossed it to Duncan, and said, ""What shall I do?""",toss say do 
6,"Duncan turned up his nose, and chucked the note into the fire.",turn nose chuck note fire 
7,"""I'd give them that answer, and no other.""",give answer other 
8,"""Why?""",
9,"""Because, Eric,"" said Duncan, with more seriousness than was usual with him, ""I can't help thinking things have gone too far lately.""",say more seriousness usual help think thing go 
10,"""How do you mean?""",mean 
11,"""Well, I'm no saint myself, Heaven knows; but I do think that the fellows are worse now than I have ever known them--far worse. Your friend Brigson reigns supreme out of the studies; he has laid down a law that _no work_ is to be done down stairs ever under any pretence, and it's only by getting into one of the studies that good little chaps like Wright can get on at all. Even in the class-rooms there's so much row and confusion that the mere thought of work is ridiculous.""",saint know think fellow bad know bad friend reign supreme study lay law work_ do stair pretence get study good little chap get class room be much row confusion mere thought work ridiculous 
12,"""Well, there's no great harm in a little noise, if that's all.""",be great harm little noise 
13,"""But it isn't all. The talk of nearly the whole school is getting most blackguardly; shamelessly so. Only yesterday Wildney was chatting with Vernon up here (you were out, or Vernon would not have been here) while I was reading; they didn't seem to mind me, and I'm sure you'd have been vexed to the heart if you'd heard how they talked to each other. At last I couldn't stand it any longer, and bouncing up, I boxed both their ears smartly, and kicked them down stairs.""",talk whole school get yesterday chat read seem mind sure vex heart hear talk other last stand bounce box ear kick stair 
14,"As Eric said nothing, Duncan continued, ""And I wish it ended in talk, but----""",say continue wish end talk 
15,"""But I believe you're turning Owenite. Why, bless me, we're only schoolboys; it'll be lots of time to turn saint some other day.""",believe turn bless schoolboy lot time turn saint other day 
16,"Eric was talking at random, and in the spirit of opposition. ""You don't want to make the whole school such a muffish set as the rosebuds, do you?""",talk random spirit opposition want make whole school muffish set rosebud 
17,"There was something of assumed bravado in Eric's whole manner which jarred on Duncan exceedingly. ""Do as you like,"" he said, curtly, and went into another study.",be assume bravado whole manner jarr like say go study 
18,"Immediately after came a rap at the door, and in walked Wildney, as he often did after the rest were gone to bed, merely slipping his trousers over his nightshirt, and running up to the studies.",come rap door walk do rest go bed slip trousers nightshirt run study 
19,"""Well, you'll come to the Anti-muffs, won't you?"" he said.",come say 
20,"""To that pestilential place again?--not I.""",pestilential place 
21,"Wildney looked offended. ""Not after we've all asked you? The fellows won't half like your refusing.""",look offend ask fellow half refuse 
22,He had touched Eric's weak point.,touch weak point 
23,"""Do come,"" he said, looking up in Eric's face.",come say look face 
24,"""Confound it all,"" answered Eric, hastily. ""Yes, I've no friends, I'll come, Charlie. Anything to please you, boy.""",confound answer have friend come please 
25,"""That's a brick. Then I shall cut down and tell the fellows. They'll be no end glad. No friends! why all the school like you."" And he scampered off, leaving Eric ill at ease.",brick cut tell fellow end glad friend school scamper leave ill ease 
26,Duncan didn't re-enter the study that evening.,re-enter study evening 
27,"The next day, about half-past four, Eric found himself on the way to Ellan. As he was starting, Bull caught him up, and said--",next day half past find way start catch say 
28,"""Are you going to the Anti-muffs?""",go 
29,"""Yes; why? are you going too?""",go 
30,"""Yes; do you mind our going together?""",mind go 
31,"""Not at all.""",
32,"In fact, Eric was very glad of some one--no matter who--to keep him in countenance, for he felt considerably more than half ashamed of himself.",fact glad one matter keep countenance feel more half ashamed 
33,"They went to ""The Jolly Herring,"" as the pot-house was called, and passed through the dingy beery tap-room into the back parlor, to which Eric had already been introduced by Wildney. About a dozen boys were assembled, and there was a great clapping on the table as the two new-comers entered. A long table was laid down the room, which was regularly spread for dinner.",go jolly pot house call pass dingy beery tap room back parlor introduce boy assemble be great clap table new comer enter long table lay room spread dinner 
34,"""Now then, Billy; make haste with the goose,"" called Brigson. ""I vote, boys, that Eric Williams takes the chair.""",make haste goose call vote boy take chair 
35,"""Hear! hear!"" said half a dozen; and Eric, rather against his will, found himself ensconced at the end of the table, with Brigson and Bull on either hand. The villainous-low-foreheaded man, whom they called Billy, soon brought in a tough goose at one end of the table, and some fowls at the other; and they fell to, doing ample justice to the [Greek: daiz heisae] while Billy waited on them. There was immense uproar during the dinner, every one eating as fast, and talking as loud, as he could.",hear hear say will find ensconce end table hand villainous low forehead man call bring tough goose end table fowl other fall do ample justice daiz heisae wait be immense uproar dinner one eat talk 
36,"The birds soon vanished, and were succeeded by long rolly-polly puddings, which the boys called Goliahs; and they, too, rapidly disappeared. Meanwhile beer was circling only too plentifully.",bird vanish succeed long rolly polly pudding boy call disappear beer circle 
