id,paragraph,tokens
1,CHAPTER 6. THE WAY TO BABYLON,way 
2,"   ‘How many miles to Babylon?    Three score and ten!    Can I get there by candle light?    Yes, and back again!’",many mile score get candle light 
3,"Jane was singing to her doll, rocking it to and fro in the house which she had made for herself and it. The roof of the house was the dining-table, and the walls were tablecloths and antimacassars hanging all round, and kept in their places by books laid on their top ends at the table edge.",sing doll rock house make roof house dining table wall tablecloth antimacassar hang keep place book lay top end table edge 
4,"The others were tasting the fearful joys of domestic tobogganing. You know how it is done--with the largest and best tea-tray and the surface of the stair carpet. It is best to do it on the days when the stair rods are being cleaned, and the carpet is only held by the nails at the top. Of course, it is one of the five or six thoroughly tip-top games that grown-up people are so unjust to--and old Nurse, though a brick in many respects, was quite enough of a standard grown-up to put her foot down on the tobogganing long before any of the performers had had half enough of it. The tea-tray was taken away, and the baffled party entered the sitting-room, in exactly the mood not to be pleased if they could help it.",other taste fearful joy domestic tobogganing know do large good tea- tray surface stair carpet good do day stair rod clean carpet hold nail top course tip top game grow person unjust old brick many respect enough standard grow put foot tobogganing performer have half enough tea tray take baffle party enter sitting room mood pleased help 
5,"So Cyril said, ‘What a beastly mess!’",say beastly mess 
6,"And Robert added, ‘Do shut up, Jane!’",add shut 
7,"Even Anthea, who was almost always kind, advised Jane to try another song. ‘I’m sick to death of that,’ said she.",kind advise try song sick death say 
8,"It was a wet day, so none of the plans for seeing all the sights of London that can be seen for nothing could be carried out. Everyone had been thinking all the morning about the wonderful adventures of the day before, when Jane had held up the charm and it had turned into an arch, through which they had walked straight out of the present time and the Regent’s Park into the land of Egypt eight thousand years ago. The memory of yesterday’s happenings was still extremely fresh and frightening, so that everyone hoped that no one would suggest another excursion into the past, for it seemed to all that yesterday’s adventures were quite enough to last for at least a week. Yet each felt a little anxious that the others should not think it was afraid, and presently Cyril, who really was not a coward, began to see that it would not be at all nice if he should have to think himself one. So he said--",wet day plan see sight see carry think morning wonderful adventure day hold charm turn arch walk present time land year memory yesterday happening fresh frightening hope suggest excursion past seem yesterday adventure enough last least week feel little anxious other think afraid coward begin see nice have think say 
9,"‘I say--about that charm--Jane--come out. We ought to talk about it, anyhow.’",say charm come talk 
10,"‘Oh, if that’s all,’ said Robert.",say 
11,Jane obediently wriggled to the front of her house and sat there.,wriggle front house sit 
12,"She felt for the charm, to make sure that it was still round her neck.",feel charm make sure neck 
13,"‘It ISN’T all,’ said Cyril, saying much more than he meant because he thought Robert’s tone had been rude--as indeed it had.",say say more mean think tone rude have 
14,"‘We ought to go and look for that Amulet. What’s the good of having a first-class charm and keeping it idle, just eating its head off in the stable.’",go look good have first class charm keep idle eat head stable 
15,"‘I’M game for anything, of course,’ said Robert; but he added, with a fine air of chivalry, ‘only I don’t think the girls are keen today somehow.’",game course say add fine air chivalry think girl keen today 
