id,paragraph,tokens
1,CHAPTER XIV. The End.,end 
2," Life at the Three Chimneys was never quite the same again after the old gentleman came to see his grandson. Although they now knew his name, the children never spoke of him by it--at any rate, when they were by themselves. To them he was always the old gentleman, and I think he had better be the old gentleman to us, too. It wouldn’t make him seem any more real to you, would it, if I were to tell you that his name was Snooks or Jenkins (which it wasn’t)?--and, after all, I must be allowed to keep one secret. It’s the only one; I have told you everything else, except what I am going to tell you in this chapter, which is the last. At least, of course, I haven’t told you EVERYTHING. If I were to do that, the book would never come to an end, and that would be a pity, wouldn’t it?",life same old gentleman come see grandson know name child speak rate old gentleman think old gentleman make seem real tell name allow keep secret only one tell else go tell chapter last least course tell do book come end pity 
3,"Well, as I was saying, life at Three Chimneys was never quite the same again. The cook and the housemaid were very nice (I don’t mind telling you their names--they were Clara and Ethelwyn), but they told Mother they did not seem to want Mrs. Viney, and that she was an old muddler. So Mrs. Viney came only two days a week to do washing and ironing. Then Clara and Ethelwyn said they could do the work all right if they weren’t interfered with, and that meant that the children no longer got the tea and cleared it away and washed up the tea-things and dusted the rooms.",say life same cook housemaid nice mind tell name tell mother seem want old muddler come day week do washing ironing say do work interfer mean child get tea clear wash tea thing dust room 
4,"This would have left quite a blank in their lives, although they had often pretended to themselves and to each other that they hated housework. But now that Mother had no writing and no housework to do, she had time for lessons. And lessons the children had to do. However nice the person who is teaching you may be, lessons are lessons all the world over, and at their best are worse fun than peeling potatoes or lighting a fire.",leave blank life pretend other hate housework mother have writing housework do have time lesson lesson child have do nice person teach lesson lesson world good bad fun peel potato light fire 
5,"On the other hand, if Mother now had time for lessons, she also had time for play, and to make up little rhymes for the children as she used to do. She had not had much time for rhymes since she came to Three Chimneys.",other hand have time lesson have time play make little rhyme child use do have much time rhyme come 
6,"There was one very odd thing about these lessons. Whatever the children were doing, they always wanted to be doing something else. When Peter was doing his Latin, he thought it would be nice to be learning History like Bobbie. Bobbie would have preferred Arithmetic, which was what Phyllis happened to be doing, and Phyllis of course thought Latin much the most interesting kind of lesson. And so on.",be odd thing lesson child do want do else do think nice learn history prefer happen do course think interesting kind lesson 
7,"So, one day, when they sat down to lessons, each of them found a little rhyme at its place. I put the rhymes in to show you that their Mother really did understand a little how children feel about things, and also the kind of words they use, which is the case with very few grown-up people. I suppose most grown-ups have very bad memories, and have forgotten how they felt when they were little. Of course, the verses are supposed to be spoken by the children.",day sit lesson find little rhyme place put rhyme show mother understand little child feel thing kind word use case few grow person suppose grow up have bad memory forget feel little course verse suppose speak child 
8,               PETER,
9,"     I once thought Caesar easy pap--        How very soft I must have been!      When they start Caesar with a chap        He little know what that will mean.      Oh, verbs are silly stupid things.      I’d rather learn the dates of kings!",think easy pap soft start chap little know mean verb silly stupid thing learn date king 
10,               BOBBIE,
11,"     The worst of all my lesson things        Is learning who succeeded who      In all the rows of queens and kings,        With dates to everything they do:      With dates enough to make you sick;--      I wish it was Arithmetic!",bad lesson thing learn succeed row queen king date do date make sick wish arithmetic 
12,               PHYLLIS,
13,     Such pounds and pounds of apples fill        My slate--what is the price you’d spend?      You scratch the figures out until        You cry upon the dividend.      I’d break the slate and scream for joy      If I did Latin like a boy!,such pound pound apple fill slate price spend scratch figure cry dividend break slate scream joy do boy 
14,"This kind of thing, of course, made lessons much jollier. It is something to know that the person who is teaching you sees that it is not all plain sailing for you, and does not think that it is just your stupidness that makes you not know your lessons till you’ve learned them!",kind thing course make lesson jolly know person teach see plain sailing think stupidness make know lesson learn 
15,"Then as Jim’s leg got better it was very pleasant to go up and sit with him and hear tales about his school life and the other boys. There was one boy, named Parr, of whom Jim seemed to have formed the lowest possible opinion, and another boy named Wigsby Minor, for whose views Jim had a great respect. Also there were three brothers named Paley, and the youngest was called Paley Terts, and was much given to fighting.",leg get good pleasant go sit hear tale school life other boy be boy name seem form low possible opinion boy name view have great respect be brother name young call give fighting 
16,"Peter drank in all this with deep joy, and Mother seemed to have listened with some interest, for one day she gave Jim a sheet of paper on which she had written a rhyme about Parr, bringing in Paley and Wigsby by name in a most wonderful way, as well as all the reasons Jim had for not liking Parr, and Wigsby’s wise opinion on the matter. Jim was immensely pleased. He had never had a rhyme written expressly for him before. He read it till he knew it by heart and then he sent it to Wigsby, who liked it almost as much as Jim did. Perhaps you may like it, too.",drink deep joy seem listen interest day give sheet paper write rhyme bring name wonderful way reason have like wise opinion matter pleased have rhyme write read know heart send like much like 
17,               THE NEW BOY,new 
18,     His name is Parr:  he says that he      Is given bread and milk for tea.      He says his father killed a bear.      He says his mother cuts his hair.,name say give bread milk tea say father kill bear say mother cut hair 
19,     He wears goloshes when it’s wet.      I’ve heard his people call him “Pet”!      He has no proper sense of shame;      He told the chaps his Christian name.,wear goloshe wet hear person call have proper sense shame tell chap christian name 
20,"     He cannot wicket-keep at all,      He’s frightened of a cricket ball.      He reads indoors for hours and hours.      He knows the names of beastly flowers.",wicket keep frighten cricket ball read hour hour know name beastly flower 
21,"     He says his French just like Mossoo--      A beastly stuck-up thing to do--      He won’t keep _cave_, shirks his turn      And says he came to school to learn!",say french stuck thing do keep shirk turn say come school learn 
22,"     He won’t play football, says it hurts;      He wouldn’t fight with Paley Terts;      He couldn’t whistle if he tried,      And when we laughed at him he cried!",play football say hurt fight whistle try laugh cry 
23,     Now Wigsby Minor says that Parr      Is only like all new boys are.      I know when _I_ first came to school      I wasn’t such a jolly fool!,say new boy know come school jolly fool 
24,"Jim could never understand how Mother could have been clever enough to do it. To the others it seemed nice, but natural. You see they had always been used to having a mother who could write verses just like the way people talk, even to the shocking expression at the end of the rhyme, which was Jim’s very own.",understand mother clever do other seem nice natural see use have mother write verse way person talk shocking expression end rhyme own 
25,"Jim taught Peter to play chess and draughts and dominoes, and altogether it was a nice quiet time.",teach play chess draught dominoe nice quiet time 
26,"Only Jim’s leg got better and better, and a general feeling began to spring up among Bobbie, Peter, and Phyllis that something ought to be done to amuse him; not just games, but something really handsome. But it was extraordinarily difficult to think of anything.",leg get good good general feeling begin spring do amuse game handsome difficult think 
27,"“It’s no good,” said Peter, when all of them had thought and thought till their heads felt quite heavy and swollen; “if we can’t think of anything to amuse him, we just can’t, and there’s an end of it. Perhaps something will just happen of its own accord that he’ll like.”",good say think think head feel heavy swollen think amuse be end happen own accord like 
28,"“Things DO happen by themselves sometimes, without your making them,”  said Phyllis, rather as though, usually, everything that happened in the world was her doing.",thing happen make say happen world do 
29,"“I wish something would happen,” said Bobbie, dreamily, “something wonderful.”",wish happen say wonderful 
30,"And something wonderful did happen exactly four days after she had said this. I wish I could say it was three days after, because in fairy tales it is always three days after that things happen. But this is not a fairy story, and besides, it really was four and not three, and I am nothing if not strictly truthful.",wonderful happen day say wish say day fairy tale day thing happen fairy story truthful 
31,"They seemed to be hardly Railway children at all in those days, and as the days went on each had an uneasy feeling about this which Phyllis expressed one day.",seem railway child day day go have uneasy feeling express day 
32,"“I wonder if the Railway misses us,” she said, plaintively. “We never go to see it now.”",wonder misse say go see 
33,"“It seems ungrateful,” said Bobbie; “we loved it so when we hadn’t anyone else to play with.”",seem ungrateful say love have else play 
34,"“Perks is always coming up to ask after Jim,” said Peter, “and the signalman’s little boy is better. He told me so.”",perk come ask say signalman little boy good tell 
35,"“I didn’t mean the people,” explained Phyllis; “I meant the dear Railway itself.”",mean person explain mean dear 
36,"“The thing I don’t like,” said Bobbie, on this fourth day, which was a Tuesday, “is our having stopped waving to the 9.15 and sending our love to Father by it.”",thing like say fourth day stop wave send love 
37,"“Let’s begin again,” said Phyllis. And they did.",let begin say 
