id,paragraph,tokens
1,CHAPTER X. THE OTHER SIDE OF THE MOON.,chapter other side moon 
2,"     ""That after supper time has come,       And silver dews the meadow steep.     And all is silent in the home,       And even nurses are asleep,     That be it late, or be it soon,     Upon this lovely night in June     They both will step into the moon.""",supper time come silver dew meadow steep silent home nurse asleep late lovely night step moon 
3," ""Very well,"" said the cuckoo. ""You would like to look about you a little on the way, perhaps, Griselda, as we shall not be going down chimneys, or anything of that kind just at present.""",say cuckoo like look little way go chimney kind present 
4,"""Yes,"" said Griselda. ""I think I should. I'm rather tired of shutting my eyes, and I'm getting quite accustomed to flying about with you, cuckoo.""",say think tired shut eye get accustomed fly cuckoo 
5,"""Turn on your side, then,"" said the cuckoo, ""and you won't have to twist your neck to see over my shoulder. Are you comfortable now? And, by-the-by, as you may be cold, just feel under my left wing. You'll find the feather mantle there, that you had on once before. Wrap it round you. I tucked it in at the last moment, thinking you might want it.""",turn side say cuckoo have twist neck see shoulder comfortable cold feel left wing find feather mantle have wrap tuck last moment think want 
6,"""Oh, you dear, kind cuckoo!"" cried Griselda. ""Yes, I've found it. I'll tuck it all round me like a rug--that's it. I _am_ so warm now, cuckoo.""",dear kind cuckoo cry find tuck rug warm cuckoo 
7,"""Here goes, then,"" said the cuckoo, and off they set. Had ever a little girl such a flight before? Floating, darting, gliding, sailing--no words can describe it. Griselda lay still in delight, gazing all about her.",go say cuckoo set have little girl flight float dart glide sail word describe lay delight gaze 
8,"""How lovely the stars are, cuckoo!"" she said. ""Is it true they're all great, big _suns_? I'd rather they weren't. I like to think of them as nice, funny little things.""",lovely star cuckoo say true great big _suns_ rather like think nice funny little thing 
9,"""They're not all suns,"" said the cuckoo. ""Not all those you're looking at now.""",sun say cuckoo look 
10,"""I like the twinkling ones best,"" said Griselda. ""They look so good-natured. Are they _all_ twirling about always, cuckoo? Mr. Kneebreeches has just begun to teach me astronomy, and _he_ says they are; but I'm not at all sure that he knows much about it.""",like twinkle one good say look good natured _all_ twirl cuckoo begin teach astronomy _he_ say sure know much 
11,"""He's quite right all the same,"" replied the cuckoo.",right same reply cuckoo 
12,"""Oh dear me! How tired they must be, then!"" said Griselda. ""Do they never rest just for a minute?""",tired say rest minute 
13,"""Never.""",
14,"""Why not?""",
15,"""Obeying orders,"" replied the cuckoo.",obey order reply cuckoo 
