id,paragraph,tokens
1,CHAPTER VII. THE PIGEONS,pigeons 
2,"     ""Et motae ad Lunam trepidabis arundinis umbram.""",
3,     Juv. X. 21.,
4,"""How awfully dull it is, Charlie,"" said Eric, a few weeks before Easter, as he sat with Wildney in his study one holiday afternoon.",dull say few week sit study holiday afternoon 
5,"""Yes; too late for football, too early for cricket."" And Wildney stretched himself and yawned.",late football cricket stretch yawn 
6,"""I suppose this is what they call ennui,"" said Eric again, after a pause. ""What is to be done, Sunbeam?""",suppose call ennui say pause do 
7,"""You _shan't_ call me that, so there's an end of it,"" said Wildney, hitting him on the arm.",call be end say hit arm 
8,"""By the bye, Eric, you remind me to-morrow's my birth-day, and I've got a parcel coming this afternoon full of grub from home. Let's go and see if it's come.""",bye remind birth day get parcel come afternoon full grub home let go see come 
9,"""Capital! We will.""",capital 
10,"So Eric and Wildney started off to the coach-office, where they found the hamper, and ordered it to be brought at once to the school, and carried up to Eric's study.",start coach office find hamper order bring school carry study 
11,"On opening it they found it rich in dainties, among which were a pair of fowls and a large plum-cake.",open find rich dainty pair fowl large plum cake 
12,"""Hurrah!"" said Wildney, ""you were talking of nothing to do; I vote we have a carouse to-morrow.""",say talk do vote have carouse 
13,"""Very well; only let's have it _before_ prayers, because we were so nearly caught last time.""",let have _before_ prayer catch last time 
14,"""Ay, and let it be in one of the class-rooms, Eric; not up here, lest we have another incursion of the 'Rosebuds.' I shall have to cut preparation, but that don't matter, It's Harley's night, and old Stupid will never twig.""",let class room have incursion have cut preparation matter night old stupid twig 
15,"""Well, whom shall we ask?"" said Eric.",ask say 
16,"""Old Llewellyn for one,"" said Wildney. ""We havn't seen him for an age, and he's getting too lazy even for a bit of fun.""",old say see age get lazy bit fun 
17,"""Good; and Graham,"" suggested Eric. He and Wildney regarded their possessions so much as common property, that he hadn't the least delicacy in mentioning the boys whom he wanted to invite.",good suggest regard possession much common property least delicacy mention boy want invite 
18,"""Yes; Graham's a jolly bird; and Bull?""",jolly bird 
19,"""I've no objection; and Pietrie?""",have objection 
20,"""Well; and your brother Vernon?""",brother 
21,"""No!"" said Eric, emphatically. ""At any rate I won't lead _him_ into mischief any more.""",say rate lead _him_ mischief more 
22,"""Attlay, then; and what do you say to Brooking?""",say 
23,"""No, again,"" said Eric; ""he's a blackguard.""",say blackguard 
24,"""I wonder you haven't mentioned Duncan,"" said Wildney.",wonder mention say 
25,"""Duncan! why, my dear child, you might as well ask Owen, or even old Rose, at once. Bless you, Charlie, he's a great deal too correct to come now.""",dear child ask old bless great deal correct come 
26,"""Well; we've got six already, that's quite enough.""",get enough 
27,"""Yes; but two fowls isn't enough for six hungry boys.""",fowl enough hungry boy 
28,"""No, it isn't,"" said Wildney. He thought a little, and then, clapping his hands, danced about and said, ""Are you game for a _regular_ lark, Eric?""",say think little clap hand dance say game lark 
29,"""Yes; anything to make it less dull. I declare I've very nearly been taking to work again to fill up the time.""",make dull declare take work fill time 
