id,paragraph,tokens
1,CHAPTER 21. THE FIGHT THAT DID NOT COME OFF.,fight come 
2,"On reaching Saint Dominic's the three boys discovered that the news of their afternoon's adventure had arrived there before them.  Paul, despite his promise of secrecy, had not been able to refrain from confiding to one or two bosom friends, in strict confidence, his version of the _fracas_ on the tow-path.  Of course the story became frightfully distorted in its progress from mouth to mouth, but it flew like wildfire through Saint Dominic's all the same.",reach boy discover news afternoon adventure arrive promise secrecy able refrain confide bosom friend strict confidence version _fracas_ tow path course story become distort progress mouth mouth fly wildfire same 
3,"When Oliver and his friend with Stephen entered the school-house, groups of inquisitive boys eyed them askance and whispered as they went by.  It seemed quite a disappointment to not a few that the three did not appear covered with blood, or as pale as sheets, or with broken limbs.  No one knew exactly what had happened, but every one knew something had happened, and it would have been much more satisfactory if the heroes of the hour had had something to show for it.",friend enter school house group inquisitive boy eye askance whisper go seem disappointment few appear cover blood pale sheet break limb know happen one know happen satisfactory hero hour have show 
4,"Oliver was in no mood for gratifying the curiosity of anybody, and stalked off to his study in gloomy silence, attended by his chum and the anxious Stephen.",mood gratify curiosity stalked study gloomy silence attend chum anxious 
5,A hurried council of war ensued.,hurry council war ensue 
6,"""I must go and challenge Loman at once,"" said Oliver.",go challenge say 
7,"""Let me go,"" said Wraysford.",let go say 
8,"""Why?""",
9,"""Because most likely if you go you'll have a row in his study.  Much better wait and have it out decently in the gymnasium.  I'll go and tell him.""",likely go have row study good wait have gymnasium go tell 
10,Oliver yielded to this advice.,yield advice 
11,"""Look sharp, old man,"" he said, ""that's all.""",look sharp old man say 
12,Wraysford went off on his mission without delay.,go mission delay 
13,He found Loman in his study with his books before him.,find study book 
14,"""Greenfield senior wants me to say he'll meet you after tea in the gymnasium if you'll come there,"" said the ambassador.",senior want say meet tea gymnasium come say ambassador 
15,"Loman, who was evidently prepared for the scene, looked up angrily as he replied, ""Fight me?  What does he want to fight me for, I should like to know!""",prepare scene look reply fight want fight like know 
16,"""You know as well as I do,"" said Wraysford.",know do say 
17,"""I know nothing about it, and what's more I'll have nothing to do with the fellow.  Tell him that.""",know have do fellow tell 
18,"""Then you won't fight?"" exclaimed the astounded Wraysford.",fight exclaim astound 
19,"""No, I won't to please him.  When I've nothing better to do I'll do it;"" and with the words his face flushed crimson as he bent it once more over his book.",please have good do do word face flush crimson bend book 
20,"Wraysford was quite taken aback by this unexpected answer, and hesitated before he turned to go.",take unexpected answer hesitate turn go 
21,"""Do you hear what I say?"" said Loman.  ""Don't you see I'm working?""",hear say say see work 
22,"""Look here,"" said Wraysford, ""I didn't think you were a coward.""",look say think coward 
23,"""Think what you like.  Do you suppose I care?  If Greenfield wants so badly to fight me, why didn't he do it last term when I gave him the chance?  Get out of my study, and tell him I'll have nothing to do with him or any of your stuck-up Fifth!""",think like suppose care want fight do last term give chance get study tell have do stuck fifth 
24,"Wraysford stared hard at the speaker and then said, ""I suppose you're afraid to fight _me_, either?""",stare speaker say suppose afraid fight 
25,"""If you don't clear out of my study I'll report you to the Doctor, that's what I'll do,"" growled Loman.",clear study report do growl 
26,"There was no use staying, evidently; and Wraysford returned dejectedly to Oliver.",be use stay return 
27,"""He won't fight,"" he announced.",fight announce 
28,"""Not fight!"" exclaimed Oliver.  ""Why ever not?""",fight exclaim 
29,"""I suppose because he's a coward.  He says because he doesn't choose.""",suppose coward say choose 
30,"""But he _must_ fight, Wray.  We must make him!""",fight make 
31,"""You can't.  I called him a coward, and that wouldn't make him.  You'll have to give it up this time, Noll.""",call coward make have give time 
32,"But Oliver wouldn't hear of giving it up so easily.  He got up and rushed to Loman's study himself.  But it was locked.  He knocked, no one answered.  He called through the keyhole, but there was no reply. Evidently Loman did not intend to fight, and Oliver returned crestfallen and disappointed to his study.",hear give get rush study lock knock answer call keyhole be reply intend fight return crestfallen disappointed study 
33,"""It's no go,"" he said, in answer to his friend's inquiry.",go say answer friend inquiry 
34,"""Oh, well, never mind,"" said Wraysford.  ""Even if you could have fought, I dare say it wouldn't have done much good, for he's such a sullen beggar there would have been no making it up afterwards.  If I were you I wouldn't bother any more about it.  I'll let all the fellows know he refused to fight you!""",mind say fight say do good sullen beggar make bother more let fellow know refuse fight 
35,"""What's the use of that?"" said Oliver.  ""Why tell them anything about it?""",use say tell 
