id,paragraph,tokens
1,"CHAPTER VIII. HOW GRUFFANUFF PICKED THE FAIRY RING UP, AND PRINCE BULBO CAME TO COURT",picked fairy ring come court 
2,"Prince Bulbo’s arrival had set all the court in a flutter: everybody was ordered to put his or her best clothes on: the footmen had their gala liveries; the Lord Chancellor his new wig; the Guards their last new tunics; and Countess Gruffanuff, you may be sure, was glad of an opportunity of decorating HER old person with her finest things. She was walking through the court of the Palace on her way to wait upon Their Majesties, when she espied something glittering on the pavement, and bade the boy in buttons who was holding up her train, to go and pick up the article shining yonder. He was an ugly little wretch, in some of the late groom-porter’s old clothes cut down, and much too tight for him; and yet, when he had taken up the ring (as it turned out to be), and was carrying it to his mistress, she thought he looked like a little cupid. He gave the ring to her; it was a trumpery little thing enough, but too small for any of her old knuckles, so she put it into her pocket.",arrival set court flutter order put good clothes footmen have gala livery new wig last new tunic sure glad opportunity decorate old person fine thing walk court way wait espy glitter pavement bid boy button hold train go pick article shine yonder ugly little wretch late groom porter old clothes cut tight take ring turn carry mistress think look little cupid give ring trumpery little thing small old knuckle put pocket 
3,"‘Oh, mum!’ says the boy, looking at her ‘how--how beyoutiful you do look, mum, today, mum!’",mum say boy look beyoutiful look mum today mum 
4,"‘And you, too, Jacky,’ she was going to say; but, looking down at him--no, he was no longer good-looking at all--but only the carroty-haired little Jacky of the morning. However, praise is welcome from the ugliest of men or boys, and Gruffanuff, bidding the boy hold up her train, walked on in high good-humour. The guards saluted her with peculiar respect. Captain Hedzoff, in the anteroom, said, ‘My dear madam, you look like an angel today.’ And so, bowing and smirking, Gruffanuff went in and took her place behind her Royal Master and Mistress, who were in the throne-room, awaiting the Prince of Crim Tartary. Princess Angelica sat at their feet, and behind the King’s chair stood Prince Giglio, looking very savage.",go say look good look carroty haired little morning praise welcome ugliest man boy bid boy hold train walk high good humour guard salute peculiar respect anteroom say dear madam look angel today bow smirk go take place royal throne room await sit foot chair stand look savage 
5,"The Prince of Crim Tartary made his appearance, attended by Baron Sleibootz, his chamberlain, and followed by a black page carrying the most beautiful crown you ever saw! He was dressed in his travelling costume, and his hair, as you see, was a little in disorder. ‘I have ridden three hundred miles since breakfast,’ said he, ‘so eager was I to behold the Prin--the Court and august family of Paflagonia, and I could not wait one minute before appearing in Your Majesties’ presences.’",make appearance attend chamberlain follow black page carry beautiful crown see dress travelling costume hair see little disorder ride mile breakfast say eager behold family wait minute appear presence 
6,"Giglio, from behind the throne, burst out into a roar of contemptuous laughter; but all the Royal party, in fact, were so flurried, that they did not hear this little outbreak. ‘Your R. H. is welcome in any dress,’ says the King. ‘Glumboso, a chair for His Royal Highness.’",throne burst roar contemptuous laughter royal fact flurried hear little outbreak welcome dress say chair royal 
7,"‘Any dress His Royal Highness wears IS a Court dress,’ says Princess Angelica, smiling graciously.",dress royal wear court dress say smile 
8,"‘Ah! but you should see my other clothes,’ said the Prince. ‘I should have had them on, but that stupid carrier has not brought them. Who’s that laughing?’",see other clothes say have stupid carrier bring laugh 
9,"It was Giglio laughing. ‘I was laughing,’ he said, ‘because you said just now that you were in such a hurry to see the Princess, that you could not wait to change your dress; and now you say you come in those clothes because you have no others.’",laugh laugh say say hurry see wait change dress say come clothes have other 
10,"‘And who are you?’ says Prince Bulbo, very fiercely.",say 
11,"‘My father was King of this country, and I am his only son, Prince!’ replies Giglio, with equal haughtiness.",father country only son reply equal haughtiness 
