id,paragraph,tokens
1,BOOK 3. The Selfish Giant.,book selfish 
2,                        [The Selfish Giant],selfish 
3,"EVERY afternoon, as they were coming from school, the children used to go and play in the Giant’s garden.",afternoon come school child use go play garden 
4,"It was a large lovely garden, with soft green grass.  Here and there over the grass stood beautiful flowers like stars, and there were twelve peach-trees that in the spring-time broke out into delicate blossoms of pink and pearl, and in the autumn bore rich fruit.  The birds sat on the trees and sang so sweetly that the children used to stop their games in order to listen to them.  “How happy we are here!” they cried to each other.",large lovely garden soft green grass grass stand beautiful flower star be peach tree spring time break delicate blossom pink pearl autumn bear rich fruit bird sit tree sing child use stop game order listen happy cry other 
5,           [Decorative graphic of children in garden],decorative graphic child garden 
6,"One day the Giant came back.  He had been to visit his friend the Cornish ogre, and had stayed with him for seven years.  After the seven years were over he had said all that he had to say, for his conversation was limited, and he determined to return to his own castle.  When he arrived he saw the children playing in the garden.",day come visit friend ogre stay year year say have say conversation limit determine return own castle arrive see child play garden 
7,"“What are you doing here?” he cried in a very gruff voice, and the children ran away.",do cry gruff voice child run 
8,"“My own garden is my own garden,” said the Giant; “any one can understand that, and I will allow nobody to play in it but myself.”  So he built a high wall all round it, and put up a notice-board.",own garden own garden say understand allow play build high wall put notice board 
9,          TRESPASSERS,trespassers 
10,            WILL BE,
11,           PROSECUTED,prosecute 
12,He was a very selfish Giant.,selfish 
13,"The poor children had now nowhere to play.  They tried to play on the road, but the road was very dusty and full of hard stones, and they did not like it.  They used to wander round the high wall when their lessons were over, and talk about the beautiful garden inside.  “How happy we were there,” they said to each other.",poor child have play try play road road dusty full hard stone like use wander high wall lesson talk beautiful garden happy say other 
14,"Then the Spring came, and all over the country there were little blossoms and little birds.  Only in the garden of the Selfish Giant it was still winter.  The birds did not care to sing in it as there were no children, and the trees forgot to blossom.  Once a beautiful flower put its head out from the grass, but when it saw the notice-board it was so sorry for the children that it slipped back into the ground again, and went off to sleep.  The only people who were pleased were the Snow and the Frost. “Spring has forgotten this garden,” they cried, “so we will live here all the year round.”  The Snow covered up the grass with her great white cloak, and the Frost painted all the trees silver.  Then they invited the North Wind to stay with them, and he came.  He was wrapped in furs, and he roared all day about the garden, and blew the chimney-pots down. “This is a delightful spot,” he said, “we must ask the Hail on a visit.” So the Hail came.  Every day for three hours he rattled on the roof of the castle till he broke most of the slates, and then he ran round and round the garden as fast as he could go.  He was dressed in grey, and his breath was like ice.",spring come country little blossom little bird garden selfish winter bird care sing be child tree forget blossom beautiful flower put head grass see notice board sorry child slip ground go sleep only person pleased spring forget garden cry live year cover grass great white cloak paint tree silver invite stay come wrap fur roar day garden blow chimney pot delightful spot say ask visit come day hour rattle roof castle break most slate run garden go dress grey breath ice 
15,"“I cannot understand why the Spring is so late in coming,” said the Selfish Giant, as he sat at the window and looked out at his cold white garden; “I hope there will be a change in the weather.”",understand spring late come say selfish sit window look cold white garden hope be change weather 
16,"But the Spring never came, nor the Summer.  The Autumn gave golden fruit to every garden, but to the Giant’s garden she gave none.  “He is too selfish,” she said.  So it was always Winter there, and the North Wind, and the Hail, and the Frost, and the Snow danced about through the trees.",spring come summer give golden fruit garden garden give selfish say dance tree 
17,"One morning the Giant was lying awake in bed when he heard some lovely music.  It sounded so sweet to his ears that he thought it must be the King’s musicians passing by.  It was really only a little linnet singing outside his window, but it was so long since he had heard a bird sing in his garden that it seemed to him to be the most beautiful music in the world.  Then the Hail stopped dancing over his head, and the North Wind ceased roaring, and a delicious perfume came to him through the open casement.  “I believe the Spring has come at last,” said the Giant; and he jumped out of bed and looked out.",morning lie bed hear lovely music sound sweet ear think musician pass little linnet sing window long hear bird sing garden seem beautiful music world stop dance head cease roar delicious perfume come open casement believe spring come last say jump bed look 
18,What did he see?,see 
19,"He saw a most wonderful sight.  Through a little hole in the wall the children had crept in, and they were sitting in the branches of the trees.  In every tree that he could see there was a little child.  And the trees were so glad to have the children back again that they had covered themselves with blossoms, and were waving their arms gently above the children’s heads.  The birds were flying about and twittering with delight, and the flowers were looking up through the green grass and laughing.  It was a lovely scene, only in one corner it was still winter. It was the farthest corner of the garden, and in it was standing a little boy.  He was so small that he could not reach up to the branches of the tree, and he was wandering all round it, crying bitterly.  The poor tree was still quite covered with frost and snow, and the North Wind was blowing and roaring above it.  “Climb up! little boy,” said the Tree, and it bent its branches down as low as it could; but the boy was too tiny.",see wonderful sight little hole wall child creep sit branch tree tree see be little child tree glad have child cover blossom wave arm child head bird fly twiteer delight flower look green grass laugh lovely scene corner winter farthest corner garden stand little boy small reach branch tree wonder cry poor tree cover frost snow blow roar climb little boy say bend branch low boy tiny 
20,"And the Giant’s heart melted as he looked out.  “How selfish I have been!” he said; “now I know why the Spring would not come here.  I will put that poor little boy on the top of the tree, and then I will knock down the wall, and my garden shall be the children’s playground for ever and ever.”  He was really very sorry for what he had done.",heart melt look selfish say know spring come put poor little boy top tree knock wall garden child playground sorry do 
21,"So he crept downstairs and opened the front door quite softly, and went out into the garden.  But when the children saw him they were so frightened that they all ran away, and the garden became winter again. Only the little boy did not run, for his eyes were so full of tears that he did not see the Giant coming.  And the Giant stole up behind him and took him gently in his hand, and put him up into the tree.  And the tree broke at once into blossom, and the birds came and sang on it, and the little boy stretched out his two arms and flung them round the Giant’s neck, and kissed him.  And the other children, when they saw that the Giant was not wicked any longer, came running back, and with them came the Spring.  “It is your garden now, little children,” said the Giant, and he took a great axe and knocked down the wall.  And when the people were going to market at twelve o’clock they found the Giant playing with the children in the most beautiful garden they had ever seen.",creep open front door go garden child see frighten run garden become winter little boy run eye full tear see come steal take hand put tree tree break blossom bird come sing little boy stretch arm flung neck kiss other child see wicked come run come spring garden little child say take great axe knock wall person go market o'clock find play child beautiful garden see 
22,"All day long they played, and in the evening they came to the Giant to bid him good-bye.",day play evening come bid good bye 
23,“But where is your little companion?” he said: “the boy I put into the tree.”  The Giant loved him the best because he had kissed him.,little companion say boy put tree love good kiss 
24,"“We don’t know,” answered the children; “he has gone away.”",know answer child go 
25,"“You must tell him to be sure and come here to-morrow,” said the Giant. But the children said that they did not know where he lived, and had never seen him before; and the Giant felt very sad.",tell sure come say child say know live see feel sad 
26,"Every afternoon, when school was over, the children came and played with the Giant.  But the little boy whom the Giant loved was never seen again. The Giant was very kind to all the children, yet he longed for his first little friend, and often spoke of him.  “How I would like to see him!” he used to say.",afternoon school child come play little boy love see kind child long first little friend speak like see use say 
27,"Years went over, and the Giant grew very old and feeble.  He could not play about any more, so he sat in a huge armchair, and watched the children at their games, and admired his garden.  “I have many beautiful flowers,” he said; “but the children are the most beautiful flowers of all.”",year go grow old feeble play more sit huge armchair watch child game admire garden have many beautiful flower say child beautiful flower 
28,"One winter morning he looked out of his window as he was dressing.  He did not hate the Winter now, for he knew that it was merely the Spring asleep, and that the flowers were resting.",winter morning look window dress hate know spring asleep flower rest 
29,"Suddenly he rubbed his eyes in wonder, and looked and looked.  It certainly was a marvellous sight.  In the farthest corner of the garden was a tree quite covered with lovely white blossoms.  Its branches were all golden, and silver fruit hung down from them, and underneath it stood the little boy he had loved.",rub eye wonder look look marvellous sight farthest corner garden tree cover lovely white blossom branch golden silver fruit hang stand little boy love 
