id,paragraph,tokens
1,CHAPTER V. Prisoners and captives.,chapter prisoner captive 
2," It was one day when Mother had gone to Maidbridge. She had gone alone, but the children were to go to the station to meet her. And, loving the station as they did, it was only natural that they should be there a good hour before there was any chance of Mother’s train arriving, even if the train were punctual, which was most unlikely. No doubt they would have been just as early, even if it had been a fine day, and all the delights of woods and fields and rocks and rivers had been open to them. But it happened to be a very wet day and, for July, very cold. There was a wild wind that drove flocks of dark purple clouds across the sky “like herds of dream-elephants,” as Phyllis said. And the rain stung sharply, so that the way to the station was finished at a run. Then the rain fell faster and harder, and beat slantwise against the windows of the booking office and of the chill place that had General Waiting Room on its door.",day mother go go child go station meet love station natural good hour be chance mother train arrive train punctual unlikely doubt early fine day delight wood field rock river open happen wet day cold be wild wind drive flock dark purple cloud sky herd dream elephant say rain st way station finish run rain fall fast hard beat slantwise window booking office chill place have wait door 
3,"“It’s like being in a besieged castle,” Phyllis said; “look at the arrows of the foe striking against the battlements!”",besiege castle say look arrow foe strike battlement 
4,"“It’s much more like a great garden-squirt,” said Peter.",great garden squirt say 
5,"They decided to wait on the up side, for the down platform looked very wet indeed, and the rain was driving right into the little bleak shelter where down-passengers have to wait for their trains.",decide wait up side down platform look wet rain drive little bleak shelter passenger have wait train 
6,"The hour would be full of incident and of interest, for there would be two up trains and one down to look at before the one that should bring Mother back.",hour full incident interest be train look one bring mother 
7,"“Perhaps it’ll have stopped raining by then,” said Bobbie; “anyhow, I’m glad I brought Mother’s waterproof and umbrella.”",stop rain say glad bring waterproof umbrella 
8,"They went into the desert spot labelled General Waiting Room, and the time passed pleasantly enough in a game of advertisements. You know the game, of course? It is something like dumb Crambo. The players take it in turns to go out, and then come back and look as like some advertisement as they can, and the others have to guess what advertisement it is meant to be. Bobbie came in and sat down under Mother’s umbrella and made a sharp face, and everyone knew she was the fox who sits under the umbrella in the advertisement. Phyllis tried to make a Magic Carpet of Mother’s waterproof, but it would not stand out stiff and raft-like as a Magic Carpet should, and nobody could guess it. Everyone thought Peter was carrying things a little too far when he blacked his face all over with coal-dust and struck a spidery attitude and said he was the blot that advertises somebody’s Blue Black Writing Fluid.",go desert spot label time pass game advertisement know game course dumb player take turn go come look advertisement other have guess advertisement mean come sit umbrella make sharp face know fox sit umbrella advertisement try make waterproof stand stiff raft guess think carry thing little black face coal dust strike spidery attitude say blot advertise blue black 
9,"It was Phyllis’s turn again, and she was trying to look like the Sphinx that advertises What’s-his-name’s Personally Conducted Tours up the Nile when the sharp ting of the signal announced the up train. The children rushed out to see it pass. On its engine were the particular driver and fireman who were now numbered among the children’s dearest friends. Courtesies passed between them. Jim asked after the toy engine, and Bobbie pressed on his acceptance a moist, greasy package of toffee that she had made herself.",turn try look advertise name conduct sharp ting signal announce up train child rush see pass engine particular driver fireman number child dearest friend courtesy pass ask toy engine press acceptance moist greasy package toffee make 
10,"Charmed by this attention, the engine-driver consented to consider her request that some day he would take Peter for a ride on the engine.",charm attention engine driver consent consider request day take ride engine 
11,"“Stand back, Mates,” cried the engine-driver, suddenly, “and horf she goes.”",stand cry engine driver horf go 
12,"And sure enough, off the train went. The children watched the tail-lights of the train till it disappeared round the curve of the line, and then turned to go back to the dusty freedom of the General Waiting Room and the joys of the advertisement game.",train go child watch tail light train disappear curve line turn go dusty freedom general joy advertisement game 
13,"They expected to see just one or two people, the end of the procession of passengers who had given up their tickets and gone away. Instead, the platform round the door of the station had a dark blot round it, and the dark blot was a crowd of people.",expect see person end procession passenger give ticket go platform door station have dark blot dark blot crowd person 
14,"“Oh!” cried Peter, with a thrill of joyous excitement, “something’s happened! Come on!”",cry thrill joyous excitement happen come 
15,"They ran down the platform. When they got to the crowd, they could, of course, see nothing but the damp backs and elbows of the people on the crowd’s outside. Everybody was talking at once. It was evident that something had happened.",run platform get crowd course see damp back elbow person crowd talk evident happen 
16,"“It’s my belief he’s nothing worse than a natural,” said a farmerish-looking person. Peter saw his red, clean-shaven face as he spoke.",belief bad natural say farmerish look person see red clean shaven face speak 
17,"“If you ask me, I should say it was a Police Court case,” said a young man with a black bag.",ask say case say young man black bag 
18,“Not it; the Infirmary more like--”,
19,"Then the voice of the Station Master was heard, firm and official:--",voice hear firm official 
20,"“Now, then--move along there. I’ll attend to this, if YOU please.”",move attend 
21,"But the crowd did not move. And then came a voice that thrilled the children through and through. For it spoke in a foreign language. And, what is more, it was a language that they had never heard. They had heard French spoken and German. Aunt Emma knew German, and used to sing a song about bedeuten and zeiten and bin and sin. Nor was it Latin. Peter had been in Latin for four terms.",crowd move come voice thrill child speak foreign language more language hear hear french speak german know use sing song bedeuten zeiten bin sin term 
22,"It was some comfort, anyhow, to find that none of the crowd understood the foreign language any better than the children did.",comfort find crowd understand foreign language good child 
23,"“What’s that he’s saying?” asked the farmer, heavily.",say ask farmer 
24,"“Sounds like French to me,” said the Station Master, who had once been to Boulogne for the day.",sound french say day 
25,“It isn’t French!” cried Peter.,french cry 
26,"“What is it, then?” asked more than one voice. The crowd fell back a little to see who had spoken, and Peter pressed forward, so that when the crowd closed up again he was in the front rank.",ask more voice crowd fall little see speak press crowd close front rank 
27,"“I don’t know what it is,” said Peter, “but it isn’t French. I know that.” Then he saw what it was that the crowd had for its centre. It was a man--the man, Peter did not doubt, who had spoken in that strange tongue. A man with long hair and wild eyes, with shabby clothes of a cut Peter had not seen before--a man whose hands and lips trembled, and who spoke again as his eyes fell on Peter.",know say french know see crowd have centre man man doubt speak strange tongue man long hair wild eye shabby clothes cut see man hand lip tremble speak eye fall 
28,"“No, it’s not French,” said Peter.",french say 
29,"“Try him with French if you know so much about it,” said the farmer-man.",try know much say farmer man 
30,"“Parlay voo Frongsay?” began Peter, boldly, and the next moment the crowd recoiled again, for the man with the wild eyes had left leaning against the wall, and had sprung forward and caught Peter’s hands, and begun to pour forth a flood of words which, though he could not understand a word of them, Peter knew the sound of.",begin next moment crowd recoil man wild eye leave lean wall spring catch hand begin pour flood word understand word know sound 
31,"“There!” said he, and turned, his hands still clasped in the hands of the strange shabby figure, to throw a glance of triumph at the crowd; “there; THAT’S French.”",say turn hand clasp hand strange shabby figure throw glance triumph crowd 
32,“What does he say?”,say 
33,“I don’t know.” Peter was obliged to own it.,know oblige own 
34,"“Here,” said the Station Master again; “you move on if you please. I’LL deal with this case.”",say master move deal case 
35,"A few of the more timid or less inquisitive travellers moved slowly and reluctantly away. And Phyllis and Bobbie got near to Peter. All three had been TAUGHT French at school. How deeply they now wished that they had LEARNED it! Peter shook his head at the stranger, but he also shook his hands as warmly and looked at him as kindly as he could. A person in the crowd, after some hesitation, said suddenly, “No comprenny!” and then, blushing deeply, backed out of the press and went away.",few timid inquisitive traveller move get taught school wish learned shake head stranger shake hand look person crowd hesitation say blush back press go 
36,"“Take him into your room,” whispered Bobbie to the Station Master. “Mother can talk French. She’ll be here by the next train from Maidbridge.”",take room whisper mother talk next train 
37,"The Station Master took the arm of the stranger, suddenly but not unkindly. But the man wrenched his arm away, and cowered back coughing and trembling and trying to push the Station Master away.",take arm stranger man wrench arm cower cough tremble try push master 
38,"“Oh, don’t!” said Bobbie; “don’t you see how frightened he is? He thinks you’re going to shut him up. I know he does--look at his eyes!”",say see frighten think go shut know look eye 
39,"“They’re like a fox’s eyes when the beast’s in a trap,” said the farmer.",fox eye beast trap say farmer 
40,"“Oh, let me try!” Bobbie went on; “I do really know one or two French words if I could only think of them.”",let try go know french word think 
41,"Sometimes, in moments of great need, we can do wonderful things--things that in ordinary life we could hardly even dream of doing. Bobbie had never been anywhere near the top of her French class, but she must have learned something without knowing it, for now, looking at those wild, hunted eyes, she actually remembered and, what is more, spoke, some French words. She said:--",moment great need do wonderful thing thing ordinary life dream do top french class learn know look wild hunt eye remember more speak french word say 
42,“Vous attendre. Ma mere parlez Francais. Nous--what’s the French for ‘being kind’?”,attendre mere kind 
43,Nobody knew.,know 
44,"“Bong is ‘good,’” said Phyllis.",bong good say 
45,“Nous etre bong pour vous.”,
46,"I do not know whether the man understood her words, but he understood the touch of the hand she thrust into his, and the kindness of the other hand that stroked his shabby sleeve.",know man understand word understand touch hand thrust kindness other hand stroke shabby sleeve 
47,"She pulled him gently towards the inmost sanctuary of the Station Master. The other children followed, and the Station Master shut the door in the face of the crowd, which stood a little while in the booking office talking and looking at the fast closed yellow door, and then by ones and twos went its way, grumbling.",pull inmost sanctuary other child follow shut door face crowd stand little booking office talk look fast close yellow door one two go way grumble 
48,Inside the Station Master’s room Bobbie still held the stranger’s hand and stroked his sleeve.,room hold stranger hand stroke sleeve 
49,"“Here’s a go,” said the Station Master; “no ticket--doesn’t even know where he wants to go. I’m not sure now but what I ought to send for the police.”",go say ticket know want go sure send police 
50,"“Oh, DON’T!” all the children pleaded at once. And suddenly Bobbie got between the others and the stranger, for she had seen that he was crying.",child plead get other stranger see cry 
51,"By a most unusual piece of good fortune she had a handkerchief in her pocket. By a still more uncommon accident the handkerchief was moderately clean. Standing in front of the stranger, she got out the handkerchief and passed it to him so that the others did not see.",unusual piece good fortune have handkerchief pocket uncommon accident handkerchief clean stand front stranger get handkerchief pass other see 
52,"“Wait till Mother comes,” Phyllis was saying; “she does speak French beautifully. You’d just love to hear her.”",wait mother come say speak love hear 
53,"“I’m sure he hasn’t done anything like you’re sent to prison for,” said Peter.",sure do send prison say 
54,"“Looks like without visible means to me,” said the Station Master. “Well, I don’t mind giving him the benefit of the doubt till your Mamma comes. I SHOULD like to know what nation’s got the credit of HIM, that I should.”",look visible means say master mind give benefit doubt come like know nation get credit 
55,"Then Peter had an idea. He pulled an envelope out of his pocket, and showed that it was half full of foreign stamps.",have idea pull envelope pocket show half full foreign stamp 
56,"“Look here,” he said, “let’s show him these--”",look say let show 
57,Bobbie looked and saw that the stranger had dried his eyes with her handkerchief. So she said: “All right.”,look see stranger dry eye handkerchief say right 
58,"They showed him an Italian stamp, and pointed from him to it and back again, and made signs of question with their eyebrows. He shook his head. Then they showed him a Norwegian stamp--the common blue kind it was--and again he signed No. Then they showed him a Spanish one, and at that he took the envelope from Peter’s hand and searched among the stamps with a hand that trembled. The hand that he reached out at last, with a gesture as of one answering a question, contained a RUSSIAN stamp.",show italian stamp point make sign question eyebrow shake head show norwegian stamp common blue kind sign show spanish one take envelope hand search stamp hand tremble hand reach last gesture answer question contain russian stamp 
59,"“He’s Russian,” cried Peter, “or else he’s like ‘the man who was’--in Kipling, you know.”",russian cry man know 
60,The train from Maidbridge was signalled.,train signall 
61,"“I’ll stay with him till you bring Mother in,” said Bobbie.",stay bring mother say 
62,"“You’re not afraid, Missie?”",afraid 
63,"“Oh, no,” said Bobbie, looking at the stranger, as she might have looked at a strange dog of doubtful temper. “You wouldn’t hurt me, would you?”",say look stranger look strange dog doubtful temper hurt 
64,"She smiled at him, and he smiled back, a queer crooked smile. And then he coughed again. And the heavy rattling swish of the incoming train swept past, and the Station Master and Peter and Phyllis went out to meet it. Bobbie was still holding the stranger’s hand when they came back with Mother.",smile smile queer crooked smile cough heavy rattling swish incoming train sweep go meet hold stranger hand come mother 
65,The Russian rose and bowed very ceremoniously.,rise bow 
66,"Then Mother spoke in French, and he replied, haltingly at first, but presently in longer and longer sentences.",speak reply first long long sentence 
67,"The children, watching his face and Mother’s, knew that he was telling her things that made her angry and pitying, and sorry and indignant all at once.",child watch face know tell thing make angry pitying sorry indignant 
68,"“Well, Mum, what’s it all about?” The Station Master could not restrain his curiosity any longer.",master restrain curiosity 
69,"“Oh,” said Mother, “it’s all right. He’s a Russian, and he’s lost his ticket. And I’m afraid he’s very ill. If you don’t mind, I’ll take him home with me now. He’s really quite worn out. I’ll run down and tell you all about him to-morrow.”",say mother right lose ticket afraid ill mind take wear run tell 
70,"“I hope you won’t find you’re taking home a frozen viper,” said the Station Master, doubtfully.",hope find take freeze viper say 
71,"“Oh, no,” Mother said brightly, and she smiled; “I’m quite sure I’m not. Why, he’s a great man in his own country, writes books--beautiful books--I’ve read some of them; but I’ll tell you all about it to-morrow.”",mother say smile sure great man own country write book beautiful book read tell 
72,"She spoke again in French to the Russian, and everyone could see the surprise and pleasure and gratitude in his eyes. He got up and politely bowed to the Station Master, and offered his arm most ceremoniously to Mother. She took it, but anybody could have seen that she was helping him along, and not he her.",speak see surprise pleasure gratitude eye get bow offer arm take see help 
73,"“You girls run home and light a fire in the sitting-room,” Mother said, “and Peter had better go for the Doctor.”",girl run light fire sitting room mother say good go 
74,But it was Bobbie who went for the Doctor.,go 
75,"“I hate to tell you,” she said breathlessly when she came upon him in his shirt sleeves, weeding his pansy-bed, “but Mother’s got a very shabby Russian, and I’m sure he’ll have to belong to your Club. I’m certain he hasn’t got any money. We found him at the station.”",hate tell say come shirt sleeve weed pansy bed get shabby russian sure have belong certain get money find station 
76,"“Found him! Was he lost, then?” asked the Doctor, reaching for his coat.",find lose ask reach coat 
77,"“Yes,” said Bobbie, unexpectedly, “that’s just what he was. He’s been telling Mother the sad, sweet story of his life in French; and she said would you be kind enough to come directly if you were at home. He has a dreadful cough, and he’s been crying.”",say tell mother sad sweet story life say kind come home have dreadful cough cry 
78,The Doctor smiled.,smile 
79,"“Oh, don’t,” said Bobbie; “please don’t. You wouldn’t if you’d seen him. I never saw a man cry before. You don’t know what it’s like.”",say see see man cry know 
80,Dr. Forrest wished then that he hadn’t smiled.,wish smile 
81,"When Bobbie and the Doctor got to Three Chimneys, the Russian was sitting in the arm-chair that had been Father’s, stretching his feet to the blaze of a bright wood fire, and sipping the tea Mother had made him.",get sit arm chair stretch foot blaze bright wood fire sip tea mother make 
82,"“The man seems worn out, mind and body,” was what the Doctor said; “the cough’s bad, but there’s nothing that can’t be cured. He ought to go straight to bed, though--and let him have a fire at night.”",man seem wear mind body say cough bad be cure go bed let have fire night 
83,"“I’ll make one in my room; it’s the only one with a fireplace,” said Mother. She did, and presently the Doctor helped the stranger to bed.",make room only one fireplace say mother help stranger bed 
84,"There was a big black trunk in Mother’s room that none of the children had ever seen unlocked. Now, when she had lighted the fire, she unlocked it and took some clothes out--men’s clothes--and set them to air by the newly lighted fire. Bobbie, coming in with more wood for the fire, saw the mark on the night-shirt, and looked over to the open trunk. All the things she could see were men’s clothes. And the name marked on the shirt was Father’s name. Then Father hadn’t taken his clothes with him. And that night-shirt was one of Father’s new ones. Bobbie remembered its being made, just before Peter’s birthday. Why hadn’t Father taken his clothes? Bobbie slipped from the room. As she went she heard the key turned in the lock of the trunk. Her heart was beating horribly. WHY hadn’t Father taken his clothes? When Mother came out of the room, Bobbie flung tightly clasping arms round her waist, and whispered:--",be big black trunk room child see unlock light fire unlock take clothes man clothes set air light fire come more wood fire see mark night shirt look open trunk thing see man clothes name mark shirt name take clothes night shirt new one remember make birthday father take clothes slip room go hear key turn lock trunk heart beat take clothes come room flung clasp arm waist whisper 
85,"“Mother--Daddy isn’t--isn’t DEAD, is he?”",mother dead 
86,"“My darling, no! What made you think of anything so horrible?”",darling think horrible 
87,"“I--I don’t know,” said Bobbie, angry with herself, but still clinging to that resolution of hers, not to see anything that Mother didn’t mean her to see.",know say angry cling resolution see mother mean see 
88,"Mother gave her a hurried hug. “Daddy was quite, QUITE well when I heard from him last,” she said, “and he’ll come back to us some day. Don’t fancy such horrible things, darling!”",mother give hurry hug hear last say come day fancy such horrible thing darling 
