id,paragraph,tokens
1,CHAPTER XII. Alice’s Evidence,evidence 
2," ‘Here!’ cried Alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skirt, upsetting all the jurymen on to the heads of the crowd below, and there they lay sprawling about, reminding her very much of a globe of goldfish she had accidentally upset the week before.",cry forget flurry moment large grow last few minute jump hurry tip jury box edge skirt upsetting jurymen head crowd lay sprawl remind much globe goldfish upset week 
3,"‘Oh, I BEG your pardon!’ she exclaimed in a tone of great dismay, and began picking them up again as quickly as she could, for the accident of the goldfish kept running in her head, and she had a vague sort of idea that they must be collected at once and put back into the jury-box, or they would die.",beg pardon exclaim tone great dismay begin pick accident goldfish keep run head have vague sort idea collect put jury box die 
4,"‘The trial cannot proceed,’ said the King in a very grave voice, ‘until all the jurymen are back in their proper places--ALL,’ he repeated with great emphasis, looking hard at Alice as he said do.",trial proceed say grave voice jurymen proper place repeat great emphasis look say do 
5,"Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move. She soon got it out again, and put it right; ‘not that it signifies much,’ she said to herself; ‘I should think it would be QUITE as much use in the trial one way up as the other.’",look jury box see haste put head poor little thing wave tail melancholy way unable move get put signify much say think much use trial way other 
6,"As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history of the accident, all except the Lizard, who seemed too much overcome to do anything but sit with its mouth open, gazing up into the roof of the court.",jury have little recover shock upset slate pencil find hand set work write history accident seem overcome do sit mouth open gaze roof court 
7,‘What do you know about this business?’ the King said to Alice.,know business say 
8,"‘Nothing,’ said Alice.",say 
9,‘Nothing WHATEVER?’ persisted the King.,persist 
10,"‘Nothing whatever,’ said Alice.",say 
11,"‘That’s very important,’ the King said, turning to the jury. They were just beginning to write this down on their slates, when the White Rabbit interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a very respectful tone, but frowning and making faces at him as he spoke.",important say turn jury begin write slate white interrupt unimportant majesty mean course say respectful tone frown make face speak 
12,"‘UNimportant, of course, I meant,’ the King hastily said, and went on to himself in an undertone,",unimportant course mean say go undertone 
13,‘important--unimportant--unimportant--important--’ as if he were trying which word sounded best.,important unimportant unimportant important try word sound good 
14,"Some of the jury wrote it down ‘important,’ and some ‘unimportant.’ Alice could see this, as she was near enough to look over their slates; ‘but it doesn’t matter a bit,’ she thought to herself.",jury write important unimportant see look slate matter bit think 
15,"At this moment the King, who had been for some time busily writing in his note-book, cackled out ‘Silence!’ and read out from his book, ‘Rule Forty-two. ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.’",moment time write note book cackle read book person more mile high leave court 
16,Everybody looked at Alice.,look 
17,"‘I’M not a mile high,’ said Alice.",mile high say 
18,"‘You are,’ said the King.",say 
19,"‘Nearly two miles high,’ added the Queen.",mile high add 
20,"‘Well, I shan’t go, at any rate,’ said Alice: ‘besides, that’s not a regular rule: you invented it just now.’",go rate say regular rule invent 
21,"‘It’s the oldest rule in the book,’ said the King.",old rule book say 
22,"‘Then it ought to be Number One,’ said Alice.",say 
23,"The King turned pale, and shut his note-book hastily. ‘Consider your verdict,’ he said to the jury, in a low, trembling voice.",turn pale shut note book consider verdict say jury low tremble voice 
24,"‘There’s more evidence to come yet, please your Majesty,’ said the White Rabbit, jumping up in a great hurry; ‘this paper has just been picked up.’",be more evidence come say white jump great hurry paper pick 
25,‘What’s in it?’ said the Queen.,say 
26,"‘I haven’t opened it yet,’ said the White Rabbit, ‘but it seems to be a letter, written by the prisoner to--to somebody.’",open say white seem letter write prisoner 
27,"‘It must have been that,’ said the King, ‘unless it was written to nobody, which isn’t usual, you know.’",say write usual know 
28,‘Who is it directed to?’ said one of the jurymen.,direct say jurymen 
29,"‘It isn’t directed at all,’ said the White Rabbit; ‘in fact, there’s nothing written on the OUTSIDE.’ He unfolded the paper as he spoke, and added ‘It isn’t a letter, after all: it’s a set of verses.’",direct say white fact be write unfold paper speak add letter set verse 
30,‘Are they in the prisoner’s handwriting?’ asked another of the jurymen.,prisoner handwriting ask jurymen 
31,"‘No, they’re not,’ said the White Rabbit, ‘and that’s the queerest thing about it.’ (The jury all looked puzzled.)",say white queerest thing jury look puzzle 
32,"‘He must have imitated somebody else’s hand,’ said the King. (The jury all brightened up again.)",imitate else hand say jury brighten 
33,"‘Please your Majesty,’ said the Knave, ‘I didn’t write it, and they can’t prove I did: there’s no name signed at the end.’",say write prove be name sign end 
34,"‘If you didn’t sign it,’ said the King, ‘that only makes the matter worse. You MUST have meant some mischief, or else you’d have signed your name like an honest man.’",sign say make matter bad mean mischief else sign name honest man 
35,There was a general clapping of hands at this: it was the first really clever thing the King had said that day.,be general clap hand first clever thing say day 
36,"‘That PROVES his guilt,’ said the Queen.",prove guilt say 
37,"‘It proves nothing of the sort!’ said Alice. ‘Why, you don’t even know what they’re about!’",prove sort say know 
38,"‘Read them,’ said the King.",read say 
39,"The White Rabbit put on his spectacles. ‘Where shall I begin, please your Majesty?’ he asked.",white put spectacle begin ask 
40,"‘Begin at the beginning,’ the King said gravely, ‘and go on till you come to the end: then stop.’",begin beginning say go come end stop 
41,These were the verses the White Rabbit read:--,verse white read 
42,"   ‘They told me you had been to her,     And mentioned me to him:    She gave me a good character,     But said I could not swim.",tell mention give good character say swim 
43,"   He sent them word I had not gone     (We know it to be true):    If she should push the matter on,     What would become of you?",send word go know true push matter become 
44,"   I gave her one, they gave him two,     You gave us three or more;    They all returned from him to you,     Though they were mine before.",give give give more return 
45,"   If I or she should chance to be     Involved in this affair,    He trusts to you to set them free,     Exactly as we were.",chance involve affair trust set free 
46,"   My notion was that you had been     (Before she had this fit)    An obstacle that came between     Him, and ourselves, and it.",notion have fit obstacle come 
47,"   Don’t let him know she liked them best,     For this must ever be    A secret, kept from all the rest,     Between yourself and me.’",let know like good secret keep rest 
48,"‘That’s the most important piece of evidence we’ve heard yet,’ said the King, rubbing his hands; ‘so now let the jury--’",important piece evidence hear say rub hand let jury 
49,"‘If any one of them can explain it,’ said Alice, (she had grown so large in the last few minutes that she wasn’t a bit afraid of interrupting him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of meaning in it.’",explain say grow large last few minute bit afraid interrupt give sixpence believe be atom meaning 
50,"The jury all wrote down on their slates, ‘SHE doesn’t believe there’s an atom of meaning in it,’ but none of them attempted to explain the paper.",jury write slate believe be atom meaning attempt explain paper 
51,"‘If there’s no meaning in it,’ said the King, ‘that saves a world of trouble, you know, as we needn’t try to find any. And yet I don’t know,’ he went on, spreading out the verses on his knee, and looking at them with one eye; ‘I seem to see some meaning in them, after all. “--SAID I COULD NOT SWIM--” you can’t swim, can you?’ he added, turning to the Knave.",be meaning say save world trouble know try find know go spread verse knee look eye seem see meaning say swim swim add turn 
52,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he certainly did NOT, being made entirely of cardboard.)",shake head look say make cardboard 
53,"‘All right, so far,’ said the King, and he went on muttering over the verses to himself: ‘“WE KNOW IT TO BE TRUE--” that’s the jury, of course--“I GAVE HER ONE, THEY GAVE HIM TWO--” why, that must be what he did with the tarts, you know--’",right say go mutter verse know true jury course give give do tart know 
54,"‘But, it goes on “THEY ALL RETURNED FROM HIM TO YOU,”’ said Alice.",go return say 
55,"‘Why, there they are!’ said the King triumphantly, pointing to the tarts on the table. ‘Nothing can be clearer than THAT. Then again--“BEFORE SHE HAD THIS FIT--” you never had fits, my dear, I think?’ he said to the Queen.",say point tart table clear have fit have fit dear think say 
