id,paragraph,tokens
1,CHAPTER XIV.,
2," Next day the travellers were about very early, combing and grooming themselves in the dawn-mist for the first time these many days, and before the sun had shot his first colours across Arakkaboa, they had eaten and drunk and set out from the valley of the languid and luscious fruits that had been the chief cause of all their folly.",next day traveller comb groom dawn mist first time many day sun shoot first colour eat drunk set valley languid luscious fruit chief cause folly 
3,"They pushed up the valley, searching anxiously the hillsides for sign of any track or path by which they might ascend. The day was crisp and golden with sunlight. And that evening they made their night-quarters beside a vast frozen pool in a kind of cup of the overhanging cliffs. Here every word they said came hollowly back in echo.",push valley search hillside sign track path ascend day crisp golden sunlight evening make night quarter vast freeze pool kind cup overhang cliff word say come echo 
4,"They cried, ""Seelem!"" ""Seelem, Seelem!"" replied the mocking voices.",cry reply mocking voice 
5,"""Ummani nâta? Still we go on?"" shouted Thumb hoarsely.",go shout thumb 
6,"""Nâta, nâta! On, on, on!"" sang echo hoarselier yet.",sing echo hoarselier 
7,"Wind had swept clean the glassy floor. In its black lustre gleamed the increasing moon. And after dark had fallen, mists arose and trailed in moonlit beauty across the granite escarpments of the hills. So that night the travellers lay in a vast tent of lovely solitude, with only the strange noises of the ice and the whisperings of the frost to tell poor wakeful Nod he was anything more than a little Mulgar in a dream.",wind sweep clean glassy floor black lustre gleam increase moon dark fall mist arise trail moonlit beauty granite escarpment hill night traveller lay vast tent lovely solitude strange noise ice whispering frost tell poor wakeful nod more little dream 
8,"Next morning early they met one of those crack-brained Môh-mulgars that wander, eat, sleep, live, and die alone, having broken away from all traffic and company with their friends and kinsmen. He wore about his neck a double-coiled necklet of little bones, and wound round his middle a plait of Cullum. He was dirty, bowed, and matted, and his eyes were glazed as he lifted them into the sunlight in answer to Thumb's shout:",next morning meet crack brain môh mulgar wander eat sleep live die break traffic company friend kinsmen wear neck double coiled necklet little bone wound middle plait dirty bow matt eye glaze lift sunlight answer shout 
9,"""Tell us, O Môh-mulgar, we beseech you, how shall three travellers to the kingdom of Assasimmon find a pathway across these hills?""",tell beseech traveller kingdom find pathway hill 
10,The Môh-mulgar lifted both gnarled hands above his head.,mulgar lift gnarled hand head 
11,"""Geguslar nōōma gulmeta mūh!"" replied a thick, half-brutal voice.",reply thick half brutal voice 
12,"""What does he say?"" said Nod, wondering to see him wave his spotted arms as he wagged his crazy head.",say say wonder see wave spot arm wagg crazy head 
13,"""Well,"" says Thumb, ""what he says is this: 'Death's at the end of _all_ paths.'""",say say death end _all_ path 
14,"Thimble coughed. ""So it is,"" he said solemnly.",thimble cough say 
15,"""Ay,"" said Thumb; ""but what _I_ was asking was the longest way round.... A track, a path to the beautiful Valleys of Tishnar,"" he shouted across to the solitary Môh-mulgar. Sorrowfully he waved his bony arms about his head, and stooped again. ""Geguslar, nōōma gulmeta mūh!"" came back his dismal answer.",say ask long way track path beautiful shout solitary mulgar wave bony arm head stoop come dismal answer 
16,"Thimble, with a sign to him, laid gravely down a little heap of nuts in the snow. And the three travellers left the old pilgrim still standing desolate and unquestionable in the snow, watching them till they were gone out of sight.",thimble sign lay little heap nut snow traveller leave old pilgrim stand desolate unquestionable snow watch gone sight 
17,"Coming presently after to some trees with tough, straight branches, the travellers made themselves fresh cudgels. After which, to raise their fallen spirits, they played hop-pole awhile in the sunshine, just as they used to in the first days of the snow before they set out on their travels. And about noon, when the sun stood radiant above them, they met three Men of the Mountains, with shallow baskets on their heads, coming down to gather Ukka-nuts in the valley. These Mulgars have long silken, black-and-white hair and very profuse whiskers. They are sad in face, with pouting lips, have but the meanest of thumbs, and turn their toes in as they walk, one behind another, and sometimes in chains of a hundred together. Thumb stood in their path, and inquired of the first of them, as before, which way they must follow to cross the mountains.",come tree tough straight branch traveller make fresh cudgel raise fall spirit play hop pole sunshine use first day snow set travel noon sun stand radiant meet shallow basket head come gather nut valley have long silken black white hair profuse whisker sad face pouting lip have mean thumb turn toe walk chain thumb stand path inquire first way follow cross mountain 
18,"The voice of the Man of the Mountains who answered them was so high and weak Nod could scarcely hear his whisper. ""There is no way over,"" he said.",voice answer high weak hear whisper be way say 
19,"""But over we must go,"" said Thumb.",go say 
20,"The other shook his head, and looked sadder than ever. And on they all three went again, lisping softly together, but without another word to Thumb.",other shake head look sadder go lisp word 
21,"""What's to be done now?"" said Nod.",do say 
22,"""Where they came down, we can go up,"" said Thumb.",come go say 
23,"So, the Men of the Mountains being now hidden from sight by the rocks below, Thumb and his brothers turned up the narrow track between great boulders of stone, by which they had come down. And glad they were of the new staves or cudgels they had broken off. Even with the help of these, so steep was the path that they had often to pull themselves up by roots and jutting rocks. And gradually, besides being steep, the way grew so narrow that they were simply walking on a ledge of rock not more than two Mulgar paces wide. And for giddiness Nod nearly fell flat when by chance he turned his eyes and looked down to where, far below, a frozen torrent gleamed faintly amid huge boulders that looked from this height no bigger than pebble-stones.",hide sight rock brother turn narrow track great boulder stone come glad new stave cudgel break help steep path have pull root jut rock steep way grow narrow walk ledge rock more pace wide giddiness fall flat chance turn eye look freeze torrent gleam huge boulder look height big pebble stone 
24,"It made him giddy even to keep his eyes fixed on the narrowing path before him, and shuffle up, up, up.",make giddy keep eye fix narrow path shuffle 
25,"Suddenly, Thumb, who was wheezing and panting a few paces in front, came to a standstill.",wheeze pant few pace front come standstill 
26,"""What is it, Thumb?"" said Nod.",say 
27,"""Why do you stop, Nod?"" said Thimble, who was last of all.",stop say last 
28,"""Look, look!"" said Thumb.",look look say 
29,"They slowly raised their eyes, and not a hundred paces beyond them, on the same narrow ledge of rock against the deep blue sky, came slowly winding down thirty at least of these same meagre and hairy Men of the Mountains, a few with long staves in their hands, and every one with his long tufted tail over his shoulder and a round shallow basket on his head. These Men of the Mountains have very weak eyes; and it was not until they were come close that they perceived the three travellers standing on their mountain-path. The first stopped, then he that was next, and so on, until they looked like a long black-and-white caterpillar, clinging to the precipice, with tiny tufts waving in the air.",raise eye pace same narrow ledge rock deep blue sky come wind least same meagre hairy few long stave hand one long tuft tail shoulder round shallow basket head have weak eye come close perceive traveller stand mountain path first stop next look long black white caterpillar cling precipice tiny tuft wave air 
30,"Thumb raised his hand as if in peace. ""We are, sirs, strangers to these rocks and hills. After the shade of Munza, our eyes dizzy with the heights. And we walk, journeying to the Courts of Assasimmon, in great danger of falling. How, then, shall we pass by?""",thumb raise hand peace stranger rock hill shade eye dizzy height walk journey great danger fall pass 
31,"They heard a faint, shrill whispering all along the hairy row. Then the first of the Men of the Mountains came quite close, and told the three brothers to lie down flat on their faces, and he and his thirty would all walk gently over them. ""But to go on has no end,"" he said, ""and the travellers had better far turn back.""",hear faint shrill whispering hairy row first come close tell brother lie flat face walk go have end say traveller have turn 
32,"At this Thumb grew angry. ""What does the old grey-beard mean?"" he coughed out of the corner of his mouth. ""Mulla-mulgars stoop on their faces to no one. Do you lie down on yours.""",thumb grow angry old grey beard mean cough corner mouth mulgar stake face lie 
33,"The old Mountain-mulgar blinked. ""We are thirty; you are three,"" he said. Thumb laughed.",old mulgar blink say thumb laugh 
34,"""We are strangers to Arakkaboa, O Man of the Mountains. And we fear to lie down, lest we never rise up again."" At this civil speech the old Mulgar went shuffling back to the others.",stranger fear lie rise civil speech old go shuffle other 
35,"And, to Nod's astonishment, he presently saw him take his long staff of tough, sinewy wood, and thrust it into a little crevice of the rock, even with the path, so that about a third of its length overhung the precipice. Meanwhile, another of these Mountain-mulgars had in the same way thrust his staff into the rock a little farther down. The first Man of the Mountains, who was, perhaps by half a span, taller than the rest, took firm hold of the end of his staff with his long-fingered but almost thumbless hands, and lightly swung himself down over the precipice. The next scrambled down over his shoulders until he swung by his leader's heels; the next followed, and so on. Three such Mulgar strings presently hung down from their staves over the abyss. And there being thirty Men of the Mountains in all, each string consisted of ten. [For this reason some call these Mountain-mulgars Caterpillar or Ladder Mulgars.]",astonishment see take long staff tough sinewy wood thrust little crevice rock path third length overh precipice mulgar have same way thrust staff rock little first span tall rest take firm hold end staff long finger thumbless hand swing precipice next scramble shoulder swing leader heel next follow such string hang stave abyss be string consist reason call 
36,"When they were all thus quietly dangling, their leader bade Thumb advance. Stepping warily over the little heaps of baskets, this the brothers did. But as Nod passed each string in turn, and saw it swinging softly over the sheer precipice, and all the ten faces with pale eyes blinking sadly up at him out of their fluff of hair, he thought he should certainly be toppled over and dashed to pieces. At last, however, all three were safely passed by. But the rocky ledge was here so narrow that Thimble could not even turn himself about to thank the Mountain-mulgars for their courtesy, nor to watch them climb back one by one to their mountain-path again.",dangle leader bid advance stepp little heap basket brother pass string turn see swing sheer precipice face pale eye blink fluff hair think topple dash piece last pass rocky ledge narrow turn thank mulgar courtesy watch climb mountain path 
37,"On and on, up, ever up, climbed the ribbon-like path winding about the granite flanks of Kush. Once Nod lifted up his face, and saw in one swift glimpse the glittering peaks and crest of the mountains rising in beauty, crowned with snow, out of the vast sun-shafted precipices. He hastily shut his eyes, and his knees trembled. But there could be no turning back now. He followed on close behind his fat, panting brother, until suddenly Thumb leapt back to a standstill, shouting in a voice of fear: ""O ho, ho! Illa ulla, illa ulla! O ho, ho!""",climb ribbon like path wind granite flank lift face see swift glimpse glitter peak crest mountain rise beauty crown snow vast sun -shaft precipice shut eye knee tremble be turning follow close fat pant brother leapt standstill shouting voice fear 
38,"""O Thumb, why do you call 'ho!' like that?"" said Nod anxiously.",call say 
39,"""Back, back!"" Thumb cried; ""du steepa datz.""",thumb cry 
40,"Nod stooped low on the smooth rock, and under the tatters of Thumb's metal-hooked coat stared out between his brother's bandy legs. He simply looked out of that hairy window straight into the empty air. They stood like peering cormorants at the cliff's edge. The path had come to an end.",nod stoop low smooth rock tatter metal hook coat stare brother bandy leg look hairy window empty air stand peer cormorant cliff edge path come end 
41,"Thumb whined softly and coughed, and a faint steam rose up from his body. ""We must go back,"" he barked huskily.",thumb whine cough faint steam rise body go bark 
42,"""Yes, brother,"" said Thimble softly; ""but I cannot go back. If I turn, down I go. But if you two can turn, down go will I.""",brother say go turn go turn go 
43,"""Tishnar, O Tishnar,"" cried Nod in terror, ""the hills are dancing.""",cry terror hill dance 
44,"""Softly, softly, child!"" said Thumb. ""It is only your giddy eyes rolling. What's more,"" he said, pretending to laugh, ""those old hairy Men of the Mountains, even if only Meermuts, _must_ have come from somewhere. Where they came from we can go to. O and Ahôh!"" he called.",child say giddy eye roll more say pretend laugh old hairy come come go call 
45,"""Why do you call 'Ahôh!' Thumb?"" whispered Nod, with tight-shut eyes.",call thumb whisper nod tight shut eye 
46,"""Both together, Thimbulla,"" muttered Thumb. ""Ahôh, ahôh, ahôh!"" they bawled.",mutter bawl 
47,"Their voices sounded small and far-away. Only a bird screamed in answer from the chasm beneath. The sun blazed shadowlessly over the peak of Kush upon the three Mulgars, standing motionless, pressed close against the steaming rock. To Nod the minutes crawled like hours, while he crouched sick and trembling, clutching Thumb's rags to keep him from falling.",voice sound small bird scream answer chasm sun blaze peak stand motionless press steam rock minute crawl hour crouch sick tremble clutch rag keep fall 
48,"""Thimble, my brother,"" at last called Thumb softly, ""could you, if little Nod twisted himself round, straddle your legs enough to let him creep through? We old gluttonous fellows were never meant for mountain-climbing. And standing here over the great misty pot----"" But just then it seemed to Thumb he felt, light as the wind, something softly pluck at his wool hat. Very, very slowly, and without a word, he lifted his head and looked up--looked straight up into the sorrowful hairy face of a Man of the Mountains dangling, the last of a long chain, from a rocky parapet above.",thimble brother last call little twist straddle leg let creep old gluttonous fellow mean mountain climb stand great misty pot seem feel light wind pluck wool hat word lift head look look sorrowful hairy face dangle last long chain rocky parapet 
49,"""Why?"" says Thumb, looking into his face. ""What then?""",say look face 
50,"""Up, up!"" said he, in a thin, lisping Munza-tongue, making a step or loop of his long fringed arms.",say thin lisp tongue make step loop long fring arm 
51,"This, then, was the stairs or ladder on which the travellers must climb into safety. But Thumb could barely touch him with the tips of his fingers. He stood in doubt, staring up. And presently down that living rope of Mulgars yet another Man of the Mountains softly descended, and his arms just reached Thumb's elbows.",stair ladder traveller climb safety touch tip finger stand doubt stare living rope descend arm reach elbow 
