id,paragraph,tokens
1,CHAPTER III. OBEYING ORDERS.,obeying order 
2,"     ""Little girl, thou must thy part fulfil,       If we're to take kindly to ours:     Then pull up the weeds with a will,       And fairies will cherish the flowers.""",little girl part fulfil take pull weed will fairy cherish flower 
3," There was moonlight, though not so much, in the saloon and the ante-room, too; for though the windows, like those in Griselda's bed-room, had the shutters closed, there was a round part at the top, high up, which the shutters did not reach to, and in crept, through these clear uncovered panes, quite as many moonbeams, you may be sure, as could find their way.",be moonlight much saloon ante room window bed room shutter close be round part top high shutter reach creep clear uncover pane many moonbeam sure find way 
4,"Griselda, eager though she was, could not help standing still a moment to admire the effect.",eager help stand moment admire effect 
5,"""It looks prettier with the light coming in at those holes at the top than even if the shutters were open,"" she said to herself. ""How goldy-silvery the cabinet looks; and, yes, I do declare, the mandarins are nodding! I wonder if it is out of politeness to me, or does Aunt Grizzel come in last thing at night and touch them to make them keep nodding till morning? I _suppose_ they're a sort of policemen to the palace; and I dare say there are all sorts of beautiful things inside. How I should like to see all through it!""",look pretty light come hole top shutter open say goldy silvery cabinet look declare mandarin nodd wonder politeness come last thing night touch make keep nodd morning _suppose sort policemen palace say be sort beautiful thing like see 
6,"But at this moment the faint tick-tick of the cuckoo clock in the next room, reaching her ear, reminded her of the object of this midnight expedition of hers. She hurried into the ante-room.",moment faint tick tick cuckoo clock next room reach ear remind object midnight expedition hurry ante room 
7,"It looked darker than the great saloon, for it had but one window. But through the uncovered space at the top of this window there penetrated some brilliant moonbeams, one of which lighted up brightly the face of the clock with its queer over-hanging eaves.",look dark great saloon have window uncover space top window penetrate brilliant moonbeam light face clock queer hanging eave 
8,"[""WHY WON'T YOU SPEAK TO ME?""]",speak 
9,"Griselda approached it and stood below, looking up.",approach stand look 
10,"""Cuckoo,"" she said softly--very softly.",say 
11,But there was no reply.,be reply 
12,"""Cuckoo,"" she repeated rather more loudly. ""Why won't you speak to me? I know you are there, and you're not asleep, for I heard your voice in my own room. Why won't you come out, cuckoo?""",repeat speak know asleep hear voice own room come cuckoo 
13,"""Tick-tick"" said the clock, but there was no other reply.",tick tick say clock be other reply 
14,Griselda felt ready to cry.,feel ready cry 
