id,paragraph,tokens
1,CHAPTER 14. _An Error of Judgment_,error 
2,"     ""The Survivorship of a worthy Man in his Son is a Pleasure scarce      inferior to the Hopes of the Continuance of his own Life.""                                                           _Spectator._",worthy son scarce inferior own life 
3,"      ""Du bist ein Knabe--sei es immerhin      Und fahre fort, den Fröhlichen zu spielen.""                                    SCHILLER, _Don Carlos_.",
4," Paul was the first to break a very awkward silence. ""You young scoundrel!"" he said, with suppressed rage. ""What the devil do you mean by laughing like that? It's no laughing matter, let me tell you, sir, for one of us!""",first break awkward silence young scoundrel say suppress rage mean laugh laugh matter let tell sir 
5,"""I can't help laughing,"" said Dick; ""you do look so queer!""",help laugh say look queer 
6,"""Queer! I may well look queer. I tell you that I have never, never in my whole life, spent such a perfectly infernal week as this last!""",queer look queer tell whole life spend infernal week last 
7,"""Ah!"" observed Dick, ""I thought you wouldn't find it _all_ jam! And yet you seemed to be enjoying yourself, too,"" he said with a grin, ""from that letter you wrote.""",observe think find jam seem enjoy say grin letter write 
8,"""What made you come here? Couldn't you be content with your miserable victory, without coming down to crow and jeer at me?""",come content miserable victory come crow jeer 
9,"""It isn't that,"" said Dick. ""I--I thought I should like to see the fellows, and find out how you were getting on, you know."" These, however, were not his only and his principal motives. He had come down to get a sight of Dulcie.",say think like see fellow find get know only principal motive come get sight 
10,"""Well, sir,"" said Mr. Bultitude, with ponderous sarcasm, ""you'll be delighted to hear that I'm getting on uncommonly well--oh, uncommonly! Your high-spirited young friends batter me to sleep with slippers on most nights, and, as a general thing, kick me about during the day like a confounded football! And last night, sir, I was going to be expelled; and this morning I'm forgiven, and sentenced to be soundly flogged before the whole school! It was just about to take place as you came in; and I've every reason to believe it is merely postponed!""",sir say ponderous sarcasm delighted hear get high spirit young friend batter sleep slipper most night general thing kick day confound football last night sir go expel morning forgive sentence flogge whole school about take place come have reason believe postpone 
11,"""I say, though,"" said Dick, ""you must have been going it rather, you know. I've never been expelled. Has Chawner been sneaking again? What have you been up to?""",say say go know expel sneak 
12,"""Nothing. I solemnly swear--nothing! They're finding out things you've done, and thrashing _me_.""",swear find thing do thrash 
13,"""Well,"" said Dick soothingly, ""you'll work them all off during the term, I daresay. There aren't many really bad ones. I suppose he's seen my name cut on his writing-table?""",say work term be many bad one suppose see name cut writing table 
14,"""No; not that I'm aware of,"" said Paul.",aware say 
15,"""Oh, he'd let you hear of it if he had!"" said Dick. ""It's good for a swishing, that is. But, after all, what's a swishing? I never cared for a swishing.""",let hear have say good swishing swishing care swishing 
16,"""But I do care, sir. I care very much, and, I tell you, I won't stand it. I can't! Dick,"" he said abruptly as a sudden hope seized him. ""You, you haven't come down here to say you're tired of your folly, have you? Do you want to give it up?""",care sir care tell stand say sudden hope seize come say tired folly have want give 
17,"""Rather not,"" said Dick. ""Why should I? No school, no lessons, nothing to do but amuse myself, eat and drink what I like, and lots of money. It's not likely, you know.""",say school lesson do amuse eat drink like lot money likely know 
18,"""Have you ever thought that you're bringing yourself within reach of the law, sir?"" said Paul, trying to frighten him. ""Perhaps you don't know that there's an offence known as 'false personation with intent to defraud,' and that it's a felony. That's what you're doing at this moment, sir!""",think bring reach law sir say try frighten know be offence know false personation intent defraud felony do moment sir 
19,"""Not any more than you are!"" retorted Dick. ""I never began it. I had as much right to wish to be you as you had to wish to be me. You're just what you said you wanted to be, so you can't complain.""",more retort begin have much right wish have wish say want complain 
20,"""It's useless to argue with you, I see,"" said Paul. ""And you've no feelings. But I'll warn you of one thing. Whether that is my body or not you've fraudulently taken possession of, I don't know; if it is not, it is very like mine, and I tell you this about it. The sort of life you're leading it, sir, will very soon make an end of you, if you don't take care. Do you think that a constitution at my age can stand sweet wines and pastry, and late hours? Why, you'll be laid up with gout in another day or two. Don't tell me, sir. I know you're suffering from indigestion at this very minute. I can see your liver (it may be _my_ liver for anything I know) is out of order. I can see it in your eyes.""",useless argue see say have feeling warn thing body take possession know tell sort life lead sir make end take care think constitution age stand sweet wine pastry late hour lay gout day tell sir know suffer indigestion very minute see liver _my_ liver know order see eye 
21,"Dick was a little alarmed at this, but he soon said: ""Well, and if I am seedy, I can get Barbara to take the stone and wish me all right again, can't I? That's easy enough, I suppose.""",little alarmed say seedy get take stone wish easy suppose 
