id,paragraph,tokens
1,CHAPTER I. THE CONSUL’S YARN,chapter consul yarn 
2," A week had passed since the funeral of my poor boy Harry, and one evening I was in my room walking up and down and thinking, when there was a ring at the outer door. Going down the steps I opened it myself, and in came my old friends Sir Henry Curtis and Captain John Good, RN. They entered the vestibule and sat themselves down before the wide hearth, where, I remember, a particularly good fire of logs was burning.",week pass funeral poor boy evening room walk think be ring outer door go step open come old friend enter vestibule sit wide hearth remember good fire log burn 
3,"‘It is very kind of you to come round,’ I said by way of making a remark; ‘it must have been heavy walking in the snow.’",kind come say way make remark heavy walk snow 
4,"They said nothing, but Sir Henry slowly filled his pipe and lit it with a burning ember. As he leant forward to do so the fire got hold of a gassy bit of pine and flared up brightly, throwing the whole scene into strong relief, and I thought, What a splendid-looking man he is! Calm, powerful face, clear-cut features, large grey eyes, yellow beard and hair--altogether a magnificent specimen of the higher type of humanity. Nor did his form belie his face. I have never seen wider shoulders or a deeper chest. Indeed, Sir Henry’s girth is so great that, though he is six feet two high, he does not strike one as a tall man. As I looked at him I could not help thinking what a curious contrast my little dried-up self presented to his grand face and form. Imagine to yourself a small, withered, yellow-faced man of sixty-three, with thin hands, large brown eyes, a head of grizzled hair cut short and standing up like a half-worn scrubbing-brush--total weight in my clothes, nine stone six--and you will get a very fair idea of Allan Quatermain, commonly called Hunter Quatermain, or by the natives ‘Macumazahn’--Anglicè, he who keeps a bright look-out at night, or, in vulgar English, a sharp fellow who is not to be taken in.",say fill pipe light burn ember lean do fire get hold gassy bit pine flare throw whole scene strong relief think splendid look man calm powerful face clear cut feature large grey eye yellow beard hair magnificent specimen high type humanity form belie face see wide shoulder deep chest girth great foot high strike tall man look help think curious contrast little dry self present grand face form imagine small wither yellow face man thin hand large brown eye head grizzled hair cut short stand half wear scrubbing brush total weight clothes stone get fair idea call native keep bright look night vulgar sharp fellow take 
5,"Then there was Good, who is not like either of us, being short, dark, stout--_very_ stout--with twinkling black eyes, in one of which an eyeglass is everlastingly fixed. I say stout, but it is a mild term; I regret to state that of late years Good has been running to fat in a most disgraceful way. Sir Henry tells him that it comes from idleness and over-feeding, and Good does not like it at all, though he cannot deny it.",be good short dark stout _very_ stout twinkle black eye eyeglass fix say stout mild term regret state late year run fat disgraceful way tell come idleness feeding like deny 
6,"We sat for a while, and then I got a match and lit the lamp that stood ready on the table, for the half-light began to grow dreary, as it is apt to do when one has a short week ago buried the hope of one’s life. Next, I opened a cupboard in the wainscoting and got a bottle of whisky and some tumblers and water. I always like to do these things for myself: it is irritating to me to have somebody continually at my elbow, as though I were an eighteen-month-old baby. All this while Curtis and Good had been silent, feeling, I suppose, that they had nothing to say that could do me any good, and content to give me the comfort of their presence and unspoken sympathy; for it was only their second visit since the funeral. And it is, by the way, from the _presence_ of others that we really derive support in our dark hours of grief, and not from their talk, which often only serves to irritate us. Before a bad storm the game always herd together, but they cease their calling.",sit while get match light lamp stand ready table half light begin grow dreary apt do have short week bury hope life open cupboard wainscoting get bottle whisky tumbler water like do thing irritating have elbow month old baby silent feel suppose have say do good content give comfort presence unspoken sympathy second visit funeral way _presence_ other derive support dark hour grief talk serve irritate bad storm game herd cease calling 
7,"They sat and smoked and drank whisky and water, and I stood by the fire also smoking and looking at them.",sit smoke drink whisky water stand fire smoke look 
8,"At last I spoke. ‘Old friends,’ I said, ‘how long is it since we got back from Kukuanaland?’",last speak old friend say get 
9,"‘Three years,’ said Good. ‘Why do you ask?’",year say good ask 
10,‘I ask because I think that I have had a long enough spell of civilization. I am going back to the veldt.’,ask think have long enough spell civilization go veldt 
