id,paragraph,tokens
1,CHAPTER I. THE OLD HOUSE.,old 
2,"     ""Somewhat back from the village street     Stands the old-fashioned country seat.""",village street stand old fashioned country seat 
3," Once upon a time in an old town, in an old street, there stood a very old house. Such a house as you could hardly find nowadays, however you searched, for it belonged to a gone-by time--a time now quite passed away.",time old town old street stand old house house find search belong gone time time pass 
4,"It stood in a street, but yet it was not like a town house, for though the front opened right on to the pavement, the back windows looked out upon a beautiful, quaintly terraced garden, with old trees growing so thick and close together that in summer it was like living on the edge of a forest to be near them; and even in winter the web of their interlaced branches hid all clear view behind.",stand street town house front open pavement back window look beautiful terrace garden old tree grow thick close summer live edge forest winter web interlace branch hide clear view 
5,"There was a colony of rooks in this old garden. Year after year they held their parliaments and cawed and chattered and fussed; year after year they built their nests and hatched their eggs; year after year, I _suppose_, the old ones gradually died off and the young ones took their place, though, but for knowing this _must_ be so, no one would have suspected it, for to all appearance the rooks were always the same--ever and always the same.",be colony rook old garden year year hold parliament caw chatter fuss year year build nest hatch egg year year _suppose old one die young one take place know _must_ suspect appearance rook same same 
6,"Time indeed seemed to stand still in and all about the old house, as if it and the people who inhabited it had got _so_ old that they could not get any older, and had outlived the possibility of change.",time seem stand old house person inhabit get old get old outlive possibility change 
7,"But one day at last there did come a change. Late in the dusk of an autumn afternoon a carriage drove up to the door of the old house, came rattling over the stones with a sudden noisy clatter that sounded quite impertinent, startling the rooks just as they were composing themselves to rest, and setting them all wondering what could be the matter.",day last come change dusk autumn afternoon carriage drive door old house come rattling stone sudden noisy clatter sound impertinent startling rook compose rest set wonder matter 
8,"A little girl was the matter! A little girl in a grey merino frock and grey beaver bonnet, grey tippet and grey gloves--all grey together, even to her eyes, all except her round rosy face and bright brown hair. Her name even was rather grey, for it was Griselda.",little girl matter little girl grey merino frock grey beaver bonnet grey tippet grey glove grey eye round rosy face bright brown hair name grey 
9,"A gentleman lifted her out of the carriage and disappeared with her into the house, and later that same evening the gentleman came out of the house and got into the carriage which had come back for him again, and drove away. That was all that the rooks saw of the change that had come to the old house. Shall we go inside to see more?",gentleman lift carriage disappear house same evening gentleman come house get carriage come drive rook see change come old house go see more 
10,"Up the shallow, wide, old-fashioned staircase, past the wainscoted walls, dark and shining like a mirror, down a long narrow passage with many doors, which but for their gleaming brass handles one would not have known were there, the oldest of the three old servants led little Griselda, so tired and sleepy that her supper had been left almost untasted, to the room prepared for her. It was a queer room, for everything in the house was queer; but in the dancing light of the fire burning brightly in the tiled grate, it looked cheerful enough.",shallow wide old fashioned staircase wainscot wall dark shine mirror long narrow passage many door gleam brass handle know old old servant lead little tired sleepy supper leave untasted room prepare queer room house queer dancing light fire burn tile grate look cheerful 
