id,paragraph,tokens
1,CHAPTER 36. MISSING.,missing 
2,Slowly Oliver followed Mr Rastle to the Doctor's study with strange forebodings at heart.,follow study strange foreboding heart 
3,"What the ""something that must have happened to Loman"" could be, he could not conjecture; but the recollection of his unhappy schoolfellow's troubles and of his difficulties, and--worse still--of his dishonesty (for Oliver had no doubt in his mind that Loman had taken the examination paper), all came to his mind now with terrifying force.",happen conjecture recollection unhappy schoolfellow trouble difficulty bad dishonesty have doubt mind take examination paper come mind terrifying force 
4,"Oliver had never been fond of Loman, as the reader knows, but somehow there are times when one forgets whether one is fond of another person or not, and Oliver felt as if he would give anything now to be sure--",fond reader know be time forget fond person feel give sure 
5,Here he was at the Doctor's study.,study 
6,"Dr Senior was standing at the fireplace with a very grave look, holding a letter in his hand.",stand fireplace grave look hold letter hand 
7,"""Greenfield,"" said he, the moment the boy entered, ""when did you see Loman last?""",say moment boy enter see last 
8,"""Last night, sir, after preparation.""",last night sir preparation 
9,"""He was not in his class this morning?""",class morning 
10,"""No, sir--he sent down word he had a headache.""",sir send word have headache 
11,"""You saw him last night--where?""",see last night 
12,"""In my study.""",study 
13,"The Doctor paused uncomfortably, and Mr Rastle put in a question.",pause put question 
14,"""Are you and Loman great friends?""",great friend 
15,"""No, we are not friends.""",friend 
16,"""Does he often come to your study?""",come study 
17,"""No, sir.  Very rarely.""",sir 
18,"""May I ask, Greenfield,"" said the Doctor, ""why he was in your study last night?""",ask say study last night 
19,"This was getting close quarters for Oliver, who, however, had made up his mind he must, if put to it, say all he knew.",get close quarter make mind put say know 
20,"""He came to--to ask me about something.""",come ask 
21,"""Yes, what?""",
22,"""He made me promise not to tell any one.""",make promise tell one 
23,"""Greenfield,"" said the Doctor, seriously, ""Loman has disappeared from Saint Dominic's.  Why, I cannot say.  If you know of anything which will account for this proceeding, you owe it to yourself, to me, and to your schoolfellow, who may yet be recovered, to speak plainly now.""",say disappear say know account proceeding owe schoolfellow recover speak 
24,"The Doctor's voice, which had been stern when he began to speak, betrayed his emotion before the sentence was ended, and Oliver surrendered without further demur.",voice stern begin speak betray emotion sentence end surrender further demur 
25,"""He came to borrow some money,"" he replied.",come borrow money reply 
26,"""Yes,"" said the Doctor.",say 
27,"Oliver had nothing for it but to narrate all he knew of Loman's recent money difficulties, of his connection with Cripps, and of his own and Wraysford's share in helping him out of his straits.",have narrate know recent money difficulty connection own share help strait 
28,"The Doctor heard all he had to say, putting in a question here and there, whenever by the boy's manner there seemed to be anything kept in the background which wanted some coaxing to bring out.",hear have say put question boy manner seem be keep background want coaxing bring 
29,"""And he wanted to borrow more money yesterday, then?""",want borrow more money yesterday 
30,"""Yes, sir.  He said Cripps had found there was another sovereign owing, and had threatened to expose Loman before you and the whole school unless he got it at once.  But I fancy that must only have been an excuse.""",sir say find be sovereign owing threaten expose whole school get fancy excuse 
31,"""Yes.  And did you lend him the pound?""",lend pound 
32,"""I hadn't got it to lend,"" replied Oliver, ""the last lot had completely cleared me out.""",get lend reply last lot clear 
33,"""There is one other question I want to ask you, Greenfield,"" said the Doctor, fidgeting with the paper in his hand.  ""How long do you suppose this has been going on?""",be other question want ask say fidget paper hand suppose go 
34,"""I don't know, sir--but should think for some time.""",know sir think time 
35,"""What makes you think so?""",make think 
36,"""Because,"" replied Oliver--and there was no help for it--""because at the time I spoke to you about the scrape my young brother got into at the lock, last autumn, Loman was very thick with Cripps.""",reply be help time speak scrape young brother get lock last autumn thick 
37,"""Indeed?  That was just before the Nightingale examination, was it not?""",examination 
38,"""Yes, sir,"" said Oliver, beginning to feel the ground very uncomfortable all round.  Here he was telling tales right and left, and no help for it.  Surely the Doctor was carrying it a little too far.",sir say begin feel ground uncomfortable tell tale leave help carry little 
39,"""Do you suppose Loman was in debt at that time?""",suppose debt time 
40,"""I have no idea,"" replied the boy, wondering whatever that had to do with Loman's disappearance now.",have idea reply boy wonder have do disappearance 
