id,paragraph,tokens
1,CHAPTER XII. HOMEWARD BOUND,bound 
2, Come: I suppose you consider yourself quite a good sailor by now?,come suppose consider good sailor 
3,"Oh, yes.  I have never been ill yet, though it has been quite rough again and again.",ill rough 
4,"What you call rough, little man.  But as you are grown such a very good sailor, and also as the sea is all but smooth, I think we will have a sail in the yacht to-day, and that a tolerably long one.",call rough little man grow good sailor sea smooth think have sail yacht day long one 
5,"Oh, how delightful! but I thought we were going home; and the things are all packed up.",delightful think go thing pack 
6,"And why should we not go homewards in the yacht, things and all?",go homeward yacht thing 
7,"What, all the way to England?",way 
8,"No, not so far as that; but these kind people, when they came into the harbour last night, offered to take us up the coast to a town, where we will sleep, and start comfortably home to-morrow morning.  So now you will have a chance of seeing something of the great sea outside, and of seeing, perhaps, the whale himself.",kind person come harbour last night offer take coast town sleep start morning have chance see great sea see whale 
9,I hope we shall see the whale.  The men say he has been outside the harbour every day this week after the fish.,hope see whale man say harbour day week fish 
10,"Very good.  Now do you keep quiet, and out of the way, while we are getting ready to go on board; and take a last look at this pretty place, and all its dear kind people.",good keep quiet way get ready go board take last look pretty place dear kind person 
11,"And the dear kind dogs too, and the cat and the kittens.",dear kind dog cat kitten 
12,* * * * *,
13,"Now, come along, and bundle into the boat, if you have done bidding every one good-bye; and take care you don't slip down in the ice-groovings, as you did the other day.  There, we are off at last.",come bundle boat do bid one good bye take care slip ice grooving do other day last 
14,"Oh, look at them all on the rock watching us and waving their handkerchiefs; and Harper and Paddy too, and little Jimsy and Isy, with their fat bare feet, and their arms round the dogs' necks.  I am so sorry to leave them all.",look rock watch wave handkerchief little fat bare foot arm dog neck sorry leave 
15,Not sorry to go home?,sorry go 
16,"No, but--They have been so kind; and the dogs were so kind.  I am sure they knew we were going, and were sorry too.",kind dog kind sure know go sorry 
17,"Perhaps they were.  They knew we were going away, at all events.  They know what bringing out boxes and luggage means well enough.",know go event know bring box luggage mean 
18,"Sam knew, I am sure; but he did not care for us.  He was only uneasy because he thought Harper was going, and he should lose his shooting; and as soon as he saw Harper was not getting into the boat, he sat down and scratched himself, quite happy.  But do dogs think?",know sure care uneasy think go lose shooting see get boat sit scratch happy dog think 
19,"Of course they do, only they do not think in words, as we do.",course think word do 
20,But how can they think without words?,think word 
21,"That is very difficult for you and me to imagine, because we always think in words.  They must think in pictures, I suppose, by remembering things which have happened to them.  You and I do that in our dreams.  I suspect that savages, who have very few words to express their thoughts with, think in pictures, like their own dogs.  But that is a long story.  We must see about getting on board now, and under way.",difficult imagine think word think picture suppose remember thing happen do dream suspect savage have few word express thought think picture own dog long story see get board way 
22,* * * * *,
23,"Well, and what have you been doing?",do 
24,"Oh, I looked all over the yacht, at the ropes and curious things; and then I looked at the mountains, till I was tired; and then I heard you and some gentleman talking about the land sinking, and I listened.  There was no harm in that?",look yacht rope curious thing look mountain tired hear gentleman talk land sinking listen be harm 
25,None at all.  But what did you hear him say?,hear say 
26,"That the land must be sinking here, because there were peat-bogs everywhere below high-water mark.  Is that true?",land sink be peat bog high water mark true 
27,"Quite true; and that peat would never have been formed where the salt water could get at it, as it does now every tide.",true peat form salt water get tide 
28,But what was it he said about that cliff over there?,say cliff 
29,"He said that cliff on our right, a hundred feet high, was plainly once joined on to that low island on our left.",say cliff right foot high join low island left 
30,"What, that long bank of stones, with a house on it?",long bank stone house 
31,"That is no house.  That is a square lump of mud, the last remaining bit of earth which was once the moraine of a glacier.  Every year it crumbles into the sea more and more; and in a few years it will be all gone, and nothing left but the great round boulder-stones which the ice brought down from the glaciers behind us.",house square lump mud last remain bit earth moraine glacier year crumble sea more more few year gone leave great round boulder stone ice bring glacier 
32,But how does he know that it was once joined to the cliff?,know join cliff 
33,"Because that cliff, and the down behind it, where the cows are fed, is made up, like the island, of nothing but loose earth and stones; and that is why it is bright and green beside the gray rocks and brown heather of the moors at its foot.  He knows that it must be an old glacier moraine; and he has reason to think that moraine once stretched right across the bay to the low island, and perhaps on to the other shore, and was eaten out by the sea as the land sank down.",cliff cow feed make island loose earth stone bright green gray rock brown heather moor foot know old glacier moraine have reason think moraine stretch bay low island other shore eat sea land sink 
34,But how does he know that the land sank?,know land sink 
35,"Of that, he says, he is quite certain; and this is what he says.--Suppose there was a glacier here, where we are sailing now: it would end in an ice cliff, such as you have seen a picture of in Captain Cook's Voyages, of which you are so fond.  You recollect the pictures of Christmas Sound and Possession Bay?",say certain say suppose be glacier sail end ice cliff such see picture fond recollect picture 
36,"Oh yes, and pictures of Greenland and Spitzbergen too, with glaciers in the sea.",picture glacier sea 
37,"Then icebergs would break off from that cliff, and carry all the dirt and stones out to sea, perhaps hundreds of miles away, instead of letting it drop here in a heap; and what did fall in a heap here the sea would wash down at once, and smooth it over the sea-bottom, and never let it pile up in a huge bank like that.  Do you understand?",iceberg break cliff carry dirt stone sea hundred mile let drop heap fall heap sea wash smooth sea bottom let pile huge bank understand 
38,I think I do.,think 
39,"Therefore, he says, that great moraine must have been built upon dry land, in the open air; and must have sunk since into the sea, which is gnawing at it day and night, and will some day eat it all up, as it would eat up all the dry land in the world, if Madam How was not continually lifting up fresh land, to make up for what the sea has carried off.",say great moraine build dry land open air sink sea gnaw day night day eat eat dry land world lift fresh land make sea carry 
40,"Oh, look there! some one has caught a fish, and is hauling it up.  What a strange creature!  It is not a mackerel, nor a gurnet, nor a pollock.",look one catch fish haul strange creature mackerel gurnet pollock 
41,How do you know that?,know 
42,"Why, it is running along the top of the water like a snake; and they never do that.  Here it comes.  It has got a long beak, like a snipe.  Oh, let me see.",run top water snake do come get long beak snipe let see 
43,See if you like: but don't get in the way.  Remember you are but a little boy.,see like get way remember little boy 
44,What is it? a snake with a bird's head?,snake bird head 
45,"No: a snake has no fins; and look at its beak: it is full of little teeth, which no bird has.  But a very curious fellow he is, nevertheless: and his name is Gar-fish.  Some call him Green-bone, because his bones are green.",snake have fin look beak full little tooth bird have curious fellow name fish call green bone bone green 
46,But what kind of fish is he?  He is like nothing I ever saw.,kind fish see 
47,"I believe he is nearest to a pike, though his backbone is different from a pike, and from all other known fishes.",believe near pike backbone different pike other know fish 
48,But is he not very rare?,rare 
49,"Oh no: he comes to Devonshire and Cornwall with the mackerel, as he has come here; and in calm weather he will swim on the top of the water, and play about, and catch flies, and stand bolt upright with his long nose in the air; and when the fisher-boys throw him a stick, he will jump over it again and again, and play with it in the most ridiculous way.",come mackerel come calm weather swim top water play catch fly stand bolt long nose air fisher boy throw stick jump play ridiculous way 
50,And what will they do with him?,do 
51,"Cut him up for bait, I suppose, for he is not very good to eat.",cut bait suppose good eat 
52,"Certainly, he does smell very nasty.",smell nasty 
53,"Have you only just found out that?  Sometimes when I have caught one, he has made the boat smell so that I was glad to throw him overboard, and so he saved his life by his nastiness.  But they will catch plenty of mackerel now; for where he is they are; and where they are, perhaps the whale will be; for we are now well outside the harbour, and running across the open bay; and lucky for you that there are no rollers coming in from the Atlantic, and spouting up those cliffs in columns of white foam.",find catch make boat smell glad throw save life nastiness catch plenty mackerel whale harbour run open bay lucky be roller come spout cliff column white foam 
54,* * * * *,
55,"""Hoch!""",
56,Ah!  Who was that coughed just behind the ship?,cough ship 
57,"Who, indeed? look round and see.",look see 
58,There is nobody.  There could not be in the sea.,be be sea 
59,"Look--there, a quarter of a mile away.",look quarter mile 
60,"Oh!  What is that turning over in the water, like a great black wheel? And a great tooth on it, and--oh! it is gone!",turn water great black wheel great tooth gone 
61,Never mind.  It will soon show itself again.,mind show 
62,But what was it?,
63,"The whale: one of them, at least; for the men say there are two different ones about the bay.  That black wheel was part of his back, as he turned down; and the tooth on it was his back-fin.",whale least man say be different one bay black wheel part back turn tooth back fin 
64,"But the noise, like a giant's cough?",noise giant cough 
65,Rather like the blast of a locomotive just starting.  That was his breath.,blast locomotive start breath 
66,What? as loud as that?,loud 
67,"Why not?  He is a very big fellow, and has big lungs.",big fellow have big lung 
68,How big is he?,big 
69,"I cannot say: perhaps thirty or forty feet long.  We shall be able to see better soon.  He will come up again, and very likely nearer us, where those birds are.",say foot long able see come likely bird 
70,I don't want him to come any nearer.,want come 
71,You really need not be afraid.  He is quite harmless.,afraid harmless 
72,But he might run against the yacht.,run yacht 
73,"He might: and so might a hundred things happen which never do.  But I never heard of one of these whales running against a vessel; so I suppose he has sense enough to know that the yacht is no concern of his, and to keep out of its way.",thing happen do hear whale run vessel suppose have sense know yacht concern keep way 
74,"But why does he make that tremendous noise only once, and then go under water again?",make tremendous noise go water 
75,"You must remember that he is not a fish.  A fish takes the water in through his mouth continually, and it runs over his gills, and out behind through his gill-covers.  So the gills suck-up the air out of the water, and send it into the fish's blood, just as they do in the newt-larva.",remember fish fish take water mouth run gill gill cover gill suck air water send fish blood do newt larva 
76,"Yes, I know.",know 
77,"But the whale breathes with lungs like you and me; and when he goes under water he has to hold his breath, as you and I have.",whale breathe lung go water have hold breath 
78,What a long time he can hold it.,long time hold 
79,"Yes.  He is a wonderful diver.  Some whales, they say, will keep under for an hour.  But while he is under, mind, the air in his lungs is getting foul, and full of carbonic acid, just as it would in your lungs, if you held your breath.  So he is forced to come up at last: and then out of his blowers, which are on the top of his head, he blasts out all the foul breath, and with it the water which has got into his mouth, in a cloud of spray.  Then he sucks in fresh air, as much as he wants, and dives again, as you saw him do just now.",wonderful diver whale say keep hour mind air lung get foul full carbonic acid lung hold breath force come last blower top head blast foul breath water get mouth cloud spray suck fresh air want dive see do 
80,And what does he do under water?,do water 
81,Look--and you will see.  Look at those birds.  We will sail up to them; for Mr. Whale will probably rise among them soon.,look see look bird sail rise 
82,"Oh, what a screaming and what a fighting!  How many sorts there are!  What are those beautiful little ones, like great white swallows, with crested heads and forked tails, who hover, and then dip down and pick up something?",scream fighting many sort beautiful little one great white swallow crested head fork tail hover dip pick 
83,"Terns--sea-swallows.  And there are gulls in hundreds, you see, large and small, gray-backed and black-backed; and over them all two or three great gannets swooping round and round.",tern sea swallow be gull hundred see large small gray back black back great gannet swoop 
84,Oh! one has fallen into the sea!,fall sea 
85,"Yes, with a splash just like a cannon ball.  And here he comes up again, with a fish in his beak.  If he had fallen on your head, with that beak of his, he would have split it open.  I have heard of men catching gannets by tying a fish on a board, and letting it float; and when the gannet strikes at it he drives his bill into the board, and cannot get it out.",splash can non ball come fish beak fall head beak split open hear man catching gannet tie fish board let float gannet strike drive bill board get 
86,But is not that cruel?,cruel 
87,"I think so.  Gannets are of no use, for eating, or anything else.",think gannet use eat else 
88,"What a noise!  It is quite deafening.  And what are those black birds about, who croak like crows, or parrots?",noise deafening black bird croak crow parrot 
89,"Look at them.  Some have broad bills, with a white stripe on it, and cry something like the moor-hens at home.  Those are razor-bills.",look have broad bill white stripe cry moor hen home razor bill 
90,"And what are those who say ""marrock,"" something like a parrot?",say marrock parrot 
91,"The ones with thin bills? they are guillemots, ""murres"" as we call them in Devon: but in some places they call them ""marrocks,"" from what they say.",one thin bill guillemot murre call place call marrock say 
92,"And each has a little baby bird swimming behind it.  Oh! there: the mother has cocked up her tail and dived, and the little one is swimming about looking for her!  How it cries!  It is afraid of the yacht.",have little baby bird swim mother cocked tail dive little one swim look cry afraid yacht 
93,"And there she comes up again, and cries ""marrock"" to call it.",come cry marrock call 
94,"Look at it swimming up to her, and cuddling to her, quite happy.",look swim cuddle happy 
95,Quite happy.  And do you not think that any one who took a gun and shot either that mother or that child would be both cowardly and cruel?,happy think one take gun shoot mother child cowardly cruel 
96,But they might eat them.,eat 
97,"These sea-birds are not good to eat.  They taste too strong of fish-oil. They are of no use at all, except that the gulls' and terns' feathers are put into girls' hats.",sea bird good eat taste strong fish oil use gull tern feather put girl hat 
98,Well they might find plenty of other things to put in their hats.,find plenty other thing put hat 
99,"So I think.  Yes: it would be very cruel, very cruel indeed, to do what some do, shoot at these poor things, and leave them floating about wounded till they die.  But I suppose, if one gave them one's mind about such doings, and threatened to put the new Sea Fowl Act in force against them, and fine them, and show them up in the newspapers, they would say they meant no harm, and had never thought about its being cruel.",think cruel cruel do do shoot poor thing leave float wound die suppose give mind such doing threaten put new force fine show newspaper say mean harm think cruel 
100,Then they ought to think.,think 
