id,paragraph,tokens
1,CHAPTER I. HOW THE TIDE TURNED.,chapter i. tide turned 
2,"     “Once to every man and nation comes the moment to decide,      In the strife of Truth with Falsehood, for the good or evil side.      . . . .      Then it is the brave man chooses, while the coward stands aside,      Doubting in his abject spirit, till his Lord is crucified.”       --LOWELL.",man nation come moment decide strife truth good evil side brave man choose coward stand doubt abject spirit crucify 
3,"The turning-point in our hero’s school career had now come, and the manner of it was as follows. On the evening of the first day of the next half-year, Tom, East, and another School-house boy, who had just been dropped at the Spread Eagle by the old Regulator, rushed into the matron’s room in high spirits, such as all real boys are in when they first get back, however fond they may be of home.",turning point hero school career come manner follow evening first day next half year house boy drop old rush matron room high spirit such real boy get fond home 
4,"“Well, Mrs. Wixie,” shouted one, seizing on the methodical, active, little dark-eyed woman, who was busy stowing away the linen of the boys who had already arrived into their several pigeon-holes, “here we are again, you see, as jolly as ever. Let us help you put the things away.”",shout seize methodical active little dark eyed woman busy stow linen boy arrive several pigeon hole see jolly let help put thing 
5,"“And, Mary,” cried another (she was called indifferently by either name), “who’s come back? Has the Doctor made old Jones leave? How many new boys are there?”",cry call name come make old leave many new boy 
6,"“Am I and East to have Gray’s study? You know you promised to get it for us if you could,” shouted Tom.",have study know promise get shout 
7,“And am I to sleep in Number 4?” roared East.,sleep roar 
8,"“How’s old Sam, and Bogle, and Sally?”",old 
9,"“Bless the boys!” cries Mary, at last getting in a word; “why, you’ll shake me to death. There, now, do go away up to the housekeeper’s room and get your suppers; you know I haven’t time to talk. You’ll find plenty more in the house.--Now, Master East, do let those things alone. You’re mixing up three new boys’ things.” And she rushed at East, who escaped round the open trunks holding up a prize.",bless boy cry last get word shake death go housekeeper room get supper know have time talk find plenty more house let thing mix new boy thing rush escape open trunk hold prize 
10,"“Hullo! look here, Tommy,” shouted he; “here’s fun!” and he brandished above his head some pretty little night-caps, beautifully made and marked, the work of loving fingers in some distant country home. The kind mother and sisters who sewed that delicate stitching with aching hearts little thought of the trouble they might be bringing on the young head for which they were meant. The little matron was wiser, and snatched the caps from East before he could look at the name on them.",look shout fun brandish head little night cap make mark work love finger distant country home kind mother sister sew delicate stitching ach heart little think trouble bring young head mean little matron wise snatch cap look name 
11,"“Now, Master East, I shall be very angry if you don’t go,” said she; “there’s some capital cold beef and pickles upstairs, and I won’t have you old boys in my room first night.”",angry go say be capital cold beef pickle have old boy room first night 
12,"“Hurrah for the pickles! Come along, Tommy--come along, Smith. We shall find out who the young count is, I’ll be bound. I hope he’ll sleep in my room. Mary’s always vicious first week.”",hurrah pickle come come find young count bind hope sleep room vicious first week 
13,"As the boys turned to leave the room, the matron touched Tom’s arm, and said, “Master Brown, please stop a minute; I want to speak to you.”",boy turn leave room matron touch arm say stop minute want speak 
14,"“Very well, Mary. I’ll come in a minute, East. Don’t finish the pickles.”",come minute finish pickle 
15,"“O Master Brown,” went on the little matron, when the rest had gone, “you’re to have Gray’s study, Mrs. Arnold says. And she wants you to take in this young gentleman. He’s a new boy, and thirteen years old though he don’t look it. He’s very delicate, and has never been from home before. And I told Mrs. Arnold I thought you’d be kind to him, and see that they don’t bully him at first. He’s put into your form, and I’ve given him the bed next to yours in Number 4; so East can’t sleep there this half.”",go little matron rest go have study say want take young gentleman new boy year old look delicate home tell think kind see bully first put form give bed sleep half 
16,"Tom was rather put about by this speech. He had got the double study which he coveted, but here were conditions attached which greatly moderated his joy. He looked across the room, and in the far corner of the sofa was aware of a slight, pale boy, with large blue eyes and light fair hair, who seemed ready to shrink through the floor. He saw at a glance that the little stranger was just the boy whose first half-year at a public school would be misery to himself if he were left alone, or constant anxiety to any one who meant to see him through his troubles. Tom was too honest to take in the youngster, and then let him shift for himself; and if he took him as his chum instead of East, where were all his pet plans of having a bottled-beer cellar under his window, and making night-lines and slings, and plotting expeditions to Brownsover Mills and Caldecott’s Spinney? East and he had made up their minds to get this study, and then every night from locking-up till ten they would be together to talk about fishing, drink bottled-beer, read Marryat’s novels, and sort birds’ eggs. And this new boy would most likely never go out of the close, and would be afraid of wet feet, and always getting laughed at, and called Molly, or Jenny, or some derogatory feminine nickname.",put speech get double study covete condition attach moderate joy look room far corner sofa aware slight pale boy large blue eye light fair hair seem ready shrink floor see glance little stranger boy first half year public school misery leave alone constant anxiety one mean see trouble honest take youngster let shift take chum pet plan have bottled beer cellar window make night line sling plot expedition make mind get study night lock talk fishing drink bottled beer read novel sort bird egg new boy go close afraid wet foot laugh call derogatory feminine nickname 
17,"The matron watched him for a moment, and saw what was passing in his mind, and so, like a wise negotiator, threw in an appeal to his warm heart. “Poor little fellow,” said she, in almost a whisper; “his father’s dead, and he’s got no brothers. And his mamma--such a kind, sweet lady--almost broke her heart at leaving him this morning; and she said one of his sisters was like to die of decline, and so--”",matron watch moment see pass mind wise negotiator throw appeal warm heart poor little fellow say whisper father dead get brother mamma kind sweet lady break heart leave morning say sister die decline 
18,"“Well, well,” burst in Tom, with something like a sigh at the effort, “I suppose I must give up East.--Come along, young un. What’s your name? We’ll go and have some supper, and then I’ll show you our study.”",burst sigh effort suppose give come young un name go have supper show study 
19,"“His name’s George Arthur,” said the matron, walking up to him with Tom, who grasped his little delicate hand as the proper preliminary to making a chum of him, and felt as if he could have blown him away. “I’ve had his books and things put into the study, which his mamma has had new papered, and the sofa covered, and new green-baize curtains over the door” (the diplomatic matron threw this in, to show that the new boy was contributing largely to the partnership comforts). “And Mrs. Arnold told me to say,” she added, “that she should like you both to come up to tea with her. You know the way, Master Brown, and the things are just gone up, I know.”",name say matron walk grasp little delicate hand proper preliminary make chum feel blow have book thing put study mamma have new paper sofa cover new green baize curtain door diplomatic matron throw show new boy contribute partnership comfort tell say add like come tea know way thing go know 
20,"Here was an announcement for Master Tom! He was to go up to tea the first night, just as if he were a sixth or fifth form boy, and of importance in the School world, instead of the most reckless young scapegrace amongst the fags. He felt himself lifted on to a higher social and moral platform at once. Nevertheless he couldn’t give up without a sigh the idea of the jolly supper in the housekeeper’s room with East and the rest, and a rush round to all the studies of his friends afterwards, to pour out the deeds and wonders of the holidays, to plot fifty plans for the coming half-year, and to gather news of who had left and what new boys had come, who had got who’s study, and where the new praepostors slept. However, Tom consoled himself with thinking that he couldn’t have done all this with the new boy at his heels, and so marched off along the passages to the Doctor’s private house with his young charge in tow, in monstrous good-humour with himself and all the world.",announcement master go tea first night sixth fifth form boy importance world reckless young scapegrace fag feel lift high social moral platform give sigh idea jolly supper housekeeper room rest rush study friend pour deed wonder holiday plot plan come half year gather news leave new boy come get study new praepostor sleep console think do new boy heel march passage private house young charge tow monstrous good humour world 
21,"It is needless, and would be impertinent, to tell how the two young boys were received in that drawing-room. The lady who presided there is still living, and has carried with her to her peaceful home in the north the respect and love of all those who ever felt and shared that gentle and high-bred hospitality. Ay, many is the brave heart, now doing its work and bearing its load in country curacies, London chambers, under the Indian sun, and in Australian towns and clearings, which looks back with fond and grateful memory to that School-house drawing-room, and dates much of its highest and best training to the lessons learnt there.",needless impertinent tell young boy receive draw room lady preside live carry peaceful home north respect love feel share gentle high breed hospitality many brave heart do work bear load country curacy chamber indian sun australian town clearing look fond grateful memory school house draw room date much high good training lesson learn 
22,"Besides Mrs. Arnold and one or two of the elder children, there were one of the younger masters, young Brooke (who was now in the sixth, and had succeeded to his brother’s position and influence), and another sixth-form boy, talking together before the fire. The master and young Brooke, now a great strapping fellow six feet high, eighteen years old, and powerful as a coal-heaver, nodded kindly to Tom, to his intense glory, and then went on talking. The other did not notice them. The hostess, after a few kind words, which led the boys at once and insensibly to feel at their ease and to begin talking to one another, left them with her own children while she finished a letter. The young ones got on fast and well, Tom holding forth about a prodigious pony he had been riding out hunting, and hearing stories of the winter glories of the lakes, when tea came in, and immediately after the Doctor himself.",elder child be young master young sixth succeed brother position influence sixth form boy talk fire master young great strapping fellow foot high year old powerful coal heaver nod intense glory go talk other notice hostess few kind word lead boy feel ease begin talk leave own child finish letter young one get hold prodigious pony ride hunt hear story winter glory lake tea come 
23,"How frank, and kind, and manly was his greeting to the party by the fire! It did Tom’s heart good to see him and young Brooke shake hands, and look one another in the face; and he didn’t fail to remark that Brooke was nearly as tall and quite as broad as the Doctor. And his cup was full when in another moment his master turned to him with another warm shake of the hand, and, seemingly oblivious of all the late scrapes which he had been getting into, said, “Ah, Brown, you here! I hope you left your father and all well at home?”",frank kind manly greeting party fire do heart good see young shake hand look face fail remark tall broad cup full moment master turn warm shake hand oblivious late scrape get say hope leave father home 
24,"“Yes, sir, quite well.”",sir 
25,"“And this is the little fellow who is to share your study. Well, he doesn’t look as we should like to see him. He wants some Rugby air, and cricket. And you must take him some good long walks, to Bilton Grange, and Caldecott’s Spinney, and show him what a little pretty country we have about here.”",little fellow share study look like see want rugby air cricket take good long walk show little pretty country have 
26,"Tom wondered if the Doctor knew that his visits to Bilton Grange were for the purpose of taking rooks’ nests (a proceeding strongly discountenanced by the owner thereof), and those to Caldecott’s Spinney were prompted chiefly by the conveniences for setting night-lines. What didn’t the Doctor know? And what a noble use he always made of it! He almost resolved to abjure rook-pies and night-lines for ever. The tea went merrily off, the Doctor now talking of holiday doings, and then of the prospects of the half-year--what chance there was for the Balliol scholarship, whether the eleven would be a good one. Everybody was at his ease, and everybody felt that he, young as he might be, was of some use in the little School world, and had a work to do there.",wonder know visit purpose take rook nest proceeding discountenance owner prompt convenience setting night line know noble use make resolve abjure rook pie night line tea go talk holiday doing prospect half year chance be scholarship good one ease feel young use little world have work do 
27,"Soon after tea the Doctor went off to his study, and the young boys a few minutes afterwards took their leave and went out of the private door which led from the Doctor’s house into the middle passage.",tea go study young boy few minute take leave go private door lead house middle passage 
28,"At the fire, at the farther end of the passage, was a crowd of boys in loud talk and laughter. There was a sudden pause when the door opened, and then a great shout of greeting, as Tom was recognized marching down the passage.",fire far end passage crowd boy loud talk laughter be sudden pause door open great shout greeting recognize march passage 
29,"“Hullo, Brown! where do you come from?”",come 
30,"“Oh, I’ve been to tea with the Doctor,” says Tom, with great dignity.",tea say great dignity 
31,"“My eye!” cried East, “Oh! so that’s why Mary called you back, and you didn’t come to supper. You lost something. That beef and pickles was no end good.”",eye cry call come supper lose beef pickle end good 
32,"“I say, young fellow,” cried Hall, detecting Arthur and catching him by the collar, “what’s your name? Where do you come from? How old are you?”",say young fellow cry detect catching collar name come old 
33,"Tom saw Arthur shrink back and look scared as all the group turned to him, but thought it best to let him answer, just standing by his side to support in case of need.",see shrink look scared group turn think good let answer stand side support case need 
34,"“Arthur, sir. I come from Devonshire.”",sir come 
35,"“Don’t call me ‘sir,’ you young muff. How old are you?”",call sir young muff old 
36,“Thirteen.”,
37,“Can you sing?”,sing 
