id,paragraph,tokens
1,CHAPTER 16.,
2,"     Yet burns the sun on high beyond the cloud;      Each in his southern cave,      The warm winds linger, but to be allowed      One breathing o’er the wave,      One flight across the unquiet sky;      Swift as a vane may turn on high,      The smile of heaven comes on.      So waits the Lord behind the veil,      His light on frenzied cheek, or pale,      To shed when the dark hour is gone.                               --LYRA INNOCENTIUM",burn sun high cloud southern cave warm wind linger allow breathe wave flight unquiet sky vane turn high smile heaven come wait veil light frenzied cheek pale shed dark hour gone 
3," On the afternoon on which Guy expected an answer from Mr. Edmonstone, he walked with his fellow pupil, Harry Graham, to see if there were any letters from him at Dr. Henley’s.",afternoon expect answer walk fellow pupil see be letter 
4,"The servant said Mrs. Henley was at home, and asked them to come in and take their letters. These were lying on a marble table, in the hall; and while the man looked in the drawing-room for his mistress, and sent one of the maids up-stairs in quest of her, Guy hastily took up one, bearing his address, in the well-known hand of Mr. Edmonstone.",servant say home ask come take letter lie marble table hall man look draw room mistress send maid stair quest guy take bear address know hand 
5,"Young Graham, who had taken up a newspaper, was startled by Guy’s loud, sudden exclamation,--’",young take newspaper startle loud sudden exclamation 
6,‘Ha! What on earth does this mean?’,earth mean 
7,"And looking up, saw his face of a burning, glowing red, the features almost convulsed, the large veins in the forehead and temples swollen with the blood that rushed through them, and if ever his eyes flashed with the dark lightning of Sir Hugh’s, it was then.",look see face burn glow red feature convulse large vein forehead temple swollen blood rush eye flash dark lightning 
8,‘Morville! What’s the matter?’,matter 
9,"‘Intolerable!--insulting! Me? What does he mean?’ continued Guy, his passion kindling more and more. ‘Proofs? I should like to see them! The man is crazy! I to confess! Ha!’ as he came towards the end, ‘I see it,--I see it. It is Philip, is it, that I have to thank. Meddling coxcomb! I’ll make him repent it,’ added he, with a grim fierceness of determination. Slandering me to them! And that,’--looking at the words with regard to Amy,--‘that passes all. He shall see what it is to insult me!’",intolerable insulting mean continue guy passion kindle more more proof like see man crazy confess come end see see have thank meddling coxcomb make repent add grim fierceness determination slander look word regard pass see insult 
10,‘What is it? Your guardian out of humour?’ asked his companion.,guardian humour ask companion 
11,"‘My guardian is a mere weak fool. I don’t blame him,--he can’t help it; but to see him made a tool of! He twists him round his finger, abuses his weakness to insult--to accuse. But he shall give me an account!’",guardian mere weak fool blame help see make tool twist finger abuse weakness insult accuse give account 
12,"Guy’s voice had grown lower and more husky; but though the sound sunk, the force of passion rather increased than diminished; it was like the low distant sweep of the tempest as it whirls away, preparing to return with yet more tremendous might. His colour, too, had faded to paleness, but the veins were still swollen, purple, and throbbing, and there was a stillness about him that made his wrath more than fierce, intense, almost appalling.",guy voice grow low husky sound sink force passion increase diminish low distant sweep tempest whirl prepare return tremendous colour fade paleness vein swollen purple throbb be stillness make wrath more fierce intense appalling 
13,"Harry Graham was dumb with astonishment; but while Guy spoke, Mrs. Henley had come down, and was standing before them, beginning a greeting. The blood rushed back into Guy’s cheeks, and, controlling his voice with powerful effort, he said,--",dumb astonishment speak come stand begin greeting blood rush cheek control voice powerful effort say 
14,"‘I have had an insulting--an unpleasant letter,’ he added, catching himself up. ‘You must excuse me;’ and he was gone.",have insulting unpleasant letter add catching excuse gone 
15,"‘What has happened?’ exclaimed Mrs. Henley, though, from her brother’s letter, as well as from her observations during a long and purposely slow progress, along a railed gallery overhanging the hall, and down a winding staircase, she knew pretty well the whole history of his anger.",happen exclaim brother letter observation long slow progress rail gallery overhang hall wind staircase know whole history anger 
