id,paragraph,tokens
1,CHAPTER IV. ALL SETTLED.,settle 
2," That Sunday--that last Sunday I somehow feel inclined to call it--stands out in my memory quite differently from its fellows. Both Haddie and I felt dull and depressed, partly owing no doubt to the weather, but still more, I think, from that vague fear of something being wrong which we were both suffering from, though we would not speak of it to each other.",last feel inclined call stand memory fellow feel dull depressed ow doubt weather more think vague fear wrong suffer speak other 
3,"It cleared up a little in the evening, and though it was cold and chilly we went to church. Mamma had said to us we might if we liked, and Lydia was going.",clear little evening cold chilly go church say like go 
4,"When we came in, cook sent us a little supper which we were very glad of; it cheered us up.",come cook send little supper glad cheer 
5,"""Aren't you thankful they're coming home to-morrow?"" I said to Haddie. ""I've never minded their being away so much before.""",thankful come say minded 
6,"They had been away two or three times that we could remember, though never for longer than a day or two.",time remember long day 
7,"""Yes,"" said Haddie, ""I'm very glad.""",say glad 
8,But that was all he said.,say 
9,"They did come back the next day, pretty early in the morning, as father had to be at the bank. He went straight there from the railway station, and mamma drove home with the luggage. She was very particular when she went to stay with her godmother to take nice dresses, for Mrs. Selwood would not have been pleased to see her looking shabby, and it would not have made her any more sympathising or anxious to help, but rather the other way. Long afterwards--at least some years afterwards, when I was old enough to understand--I remember Mrs. Selwood saying to me that it was mamma's courage and good management which made everybody respect her.",come next day morning father have bank go railway station mamma drive luggage particular go stay godmother take nice dress pleased see look shabby make sympathising anxious help other way least year old understand remember say mamma courage good management make respect 
10,"I was watching at the dining-room window, which looked out to the street, when the cab drove up. After the heavy rain the day before, it was for once a fine day, with some sunshine. And sunshine was rare at Great Mexington, especially in late November.",watch dining room window look street cab drive heavy rain day fine day sunshine sunshine rare great late 
11,"Mamma was looking out to catch the first glimpse of me--of course she knew that my brother would be at school. There was a sort of sunshine on her face, at least I thought so at first, for she was smiling. But when I looked more closely there was something in the smile which gave me a queer feeling, startling me almost more than if I had seen that she was crying.",look catch first glimpse course know brother school be sort sunshine face least think smile look smile give queer feeling startling see cry 
12,I think for my age I had a good deal of self-control of a certain kind. I waited till she had come in and kissed me and sent away the cab and we were alone. Then I shut the door and drew her to father's special arm-chair beside the fire.,think age have good deal self control certain kind wait come kiss send cab alone shut door draw father special arm chair fire 
13,"""Mamma, dear,"" I half said, half whispered, ""what is it?""",dear half say half whisper 
14,"Mamma gave a sort of gasp or choke before she answered. Then she said,",give sort gasp choke answer say 
15,"""Why, dear, why should you think--oh, I don't know what I am saying,"" and she tried to laugh.",dear think know say try laugh 
16,But I wouldn't let her.,let 
17,"""It's something in your face, mamma,"" I persisted.",face mamma persist 
18,She was silent for a moment.,silent moment 
19,"""We had meant to tell you and Haddie this evening,"" she said, ""father and I together; but perhaps it is better. Yes, my Geraldine, there is something. Till now it was not quite certain, though it has been hanging over us for some weeks, ever since----""",mean tell evening say father good be certain hang week 
20,"""Since that day I asked you--the morning after father came home so late and you had been crying?""",day ask morning father come cry 
21,"""Yes, since then,"" said mamma.",say mamma 
