id,paragraph,tokens
1,CHAPTER XXIII.,
2,,
3,"     Of lowly fields you think no scorn,      Yet gayest gardens would adorn,         And grace wherever set;      Home, seated in your lowly bower,      Or wedded, a transplanted flower,         I bless you, Margaret.--CHARLES LAMB.",lowly field think scorn gayest garden adorn grace set seat lowly bower wedd transplant flower bless 
4," George Rivers had an antipathy to ladies’ last words keeping the horses standing, and his wife and sister dutifully seated themselves in the carriage at once, without an attempt to linger.",have antipathy lady last word keep horse stand wife sister seat carriage attempt linger 
5,"Four of the young gentlemen were to walk across to Abbotstoke and dine at the Grange; and Tom, who, reasoning from analogy, had sent on his black tie and agate studs, was so dismally disconcerted on finding that Norman treated his own going as a matter of course, that Richard, whose chief use of his right of primogeniture was to set himself aside, discovered that he was wanted at home, and that Tom would be much better at the Grange, offering, at the same time, to send Norman’s dressing things by Dr. Spencer.",young gentleman walk dine reason analogy send black tie agate stud disconcert find treat own go matter course chief use right primogeniture set discover want home good offer same time send dress thing 
6,"“Which,” observed Thomas, “he would never have recollected for himself.”",observe recollect 
7,"“Tom would have had to lend him the precious studs.”--“He would not have had them; who would wear imitation?” “I say, Tom, what did you give for them?” “Better ask what the Jew gave for them, that bought them at Windsor Fair; not a bad imitation, either--pity they weren’t Malachite; but, no doubt, the Jew thought green would be personal.” “As if they had any business to talk, who didn’t know a respectable stud when they saw it--Harry, especially, with his hat set on the back of his head, like a sailor on the stage”--(a leap to set it to rights--a skirmish, knocking Tom nearly into the ditch). “Fine experience of the stage--all came from Windsor Fair.” “Ay, Hector might talk, but didn’t he pay a shilling to see the Irish giant. He wouldn’t confess, but it was a famous take in--giant had potatoes in his shoes.” “Not he; he was seven feet ten high.” “Ay, when he stood upon a stool--Hector would swallow anything--even the lady of a million postage stamps had not stuck in his throat--he had made Margaret collect for her.” “And, had not Tom, himself, got a bottle of ointment to get the red out of his hair?”--(great fury). “His hair wasn’t red--didn’t want to change the colour--not half so red as Hector’s own.” “What was it then? lively auburn?” But for fear of Norman’s losing his bearings, Harry would fetch a carrot, to compare. “Better colour than theirs could ever be.” “Then what was the ointment for? to produce whiskers? that was the reason Tom oiled himself like a Loyalty islander--his hair was so shiny, that Harry recommended a top-knot, like theirs, etc.”",have lend precious stud have wear imitation say give ask give buy bad imitation pity think green personal have business talk know respectable stud see hat set back head sailor stage leap set right skirmish knock ditch fine experience stage come talk pay shilling see irish giant confess famous take giant have potato shoe foot high stand stool swallow lady postage stamp stick throat make collect get bottle ointment get red hair great fury hair red want change colour half red own lively fear lose bearing fetch carrot compare good colour ointment produce whisker reason oil islander hair shiny recommend top knot etc. 
8,"Norman was, like the others, in such towering glee, and took so full a share of the witticisms, that were the more noisily applauded, the worse they were, that Harry suggested that “old June had lost his way, and found his spirits in Drydale--he must have met with a private grog-shop in the plantations--would not Tom confess”--“not he; it was all in private. He thought it was laughing-gas, or the reaction of being fried all the morning, holding forth in that Town Hall. He had longed to make a speech himself--no end of the good it would have done the old stagers to come out with something to the purpose. What would old Hoxton have thought of it?",other such tower glee take full share witticism applaud bad suggest old lose way find spirit meet private grog shop plantation confess private think laugh gas reaction fry morning hold long make speech end good do old stager come purpose old think 
9,"   “They shall dive for alligators, catch the wild goats by the beard;   Whistle to the cockatoos, and mock the hairy-faced baboon;   Worship mighty Mumbo Jumbo in the mountains of the moon.   I myself, in far Timbuctoo, leopard’s blood shall daily quaff;   Ride a tiger hunting, mounted on a thoroughbred giraffe.”",dive alligator catch wild goat beard whistle cockatoo mock hairy face baboon worship mighty mountain moon leopard blood daily quaff tiger hunting mount thoroughbred giraffe 
10," “Not you, Tom!” cried Hector.",cry 
11,"   “You, the swell, the Eton fellow!  You, to seek such horrid places.   You to haunt with squalid negroes, blubber lips, and monkey faces.   Fool, again the dream, the fancy; don’t I know the words are mad,   For you count the gray barbarian lower than the Brocas cad!”",swell fellow seek such horrid place haunt squalid negroe blubber lip monkey face fool dream fancy know word mad count gray barbarian low cad 
12," “Nay, it is the consequence of misanthropy at the detection of the frauds of unsophisticated society,” said Norman.",consequence misanthropy detection fraud unsophisticated society say 
13,                     The edge of life is rusted;  The agate studs and whisker ointment left him very much disgusted.,edge life rust agate stud whisker ointment leave disgusted 
14," “Perhaps it was Miss Rivers forsaking him. Was not that rather spider-hearted, Tom?”",forsake spider hearted 
15,"“Come, Harry, it is time to have done. We are getting into civilised society--here’s Abbotstoke.”",come time do get civilised society 
16,"“Poor Norman, he is very far gone! He takes that scarecrow for civilised society!”",poor gone take scarecrow civilised society 
17,"“Much better clothed than the society you have been accustomed to, July.” “What a prize his wardrobe would be to the Black Prince!” “Don’t insult your betters!” “Which? The scarecrow, or the Black Prince?”",cloth society accustom prize wardrobe black insult better scarecrow black 
18,"Norman tried to call his companions to order, for they were close upon the village, and he began to tax himself with unbecoming levity; the effect of spirits pitched rather low, which did not easily find their balance, under unwonted exhilaration, but Harry’s antics were less easily repressed than excited, and if Tom had not heard the Grange clock strike half-past six, and had not been afraid of not having time to array himself, and watch over Harry’s neckcloth, they would hardly have arrived in reasonable time. Dr. May had gone home, and there was no one in the drawing-room; but, as Norman was following the boys upstairs, Flora opened her sitting-room door, and attracted his attention by silently putting her cold fingers into his hand, and drawing him into the room.",try call companion order close village begin tax unbecoming levity effect spirit pitch low find balance unwonted exhilaration antic repress excite hear clock strike half past afraid have time array watch neckcloth arrive reasonable time go be draw room follow boy open sitting room door attract attention put cold finger hand draw room 
19,"“Dear Norman, this is pleasant,” she said affectionately; but in a voice so sunken, that all gladness seemed to be dead within, and the effect was far more mournful than if she had not attempted to smile congratulation.",dear pleasant say voice sink gladness seem dead effect mournful attempt smile congratulation 
20,"“I will give you till Dr. Spencer comes,” she said. “Then Norman can dress, and you must be a good child, and come down to me.”",give come say dress good child come 
21,"The playfulness ill suited the wan, worn face that seemed to have caught a gray tint from her rich poplin, her full toilet making the contrast almost more painful; and, as she closed the door, her brother could only exclaim, “Poor Flora!”",playfulness suit want wear face seem catch gray tint rich poplin full toilet make contrast painful close door brother exclaim poor 
22,"“She is so kind,” said the voice of the white figure that moved towards him. “Oh, if we could comfort her!”",kind say voice white figure move comfort 
23,"“I trust to her own kindness working comfort to her, at last,” said Norman. “But is she often thus?”",trust own kindness work comfort last say 
