id,paragraph,tokens
1,CHAPTER XII.,
2," ""A narrow escape, Humphrey!"" said Edward as he held his brother's hand.",narrow escape say hold brother hand 
3,"""Yes, indeed, we may thank Heaven for our preservation,"" replied Humphrey; ""and poor Smoker! let us see if he is much hurt.""",thank preservation reply poor smoker let see hurt 
4,"""I trust not,"" said Edward, going up to the dog, who remained quite still on the ground, with his tongue out, and panting violently.",trust say go dog remain ground tongue pant 
5,"They examined poor Smoker all over very carefully, and found that there was no external wound; but on Edward pressing his side, the animal gave a low howl.",examine poor smoker find be external wound press side animal give low howl 
6,"""It is there where the horn of the bull took him,"" observed Humphrey.",horn bull take observe 
7,"""Yes,"" said Edward, pressing and feeling softly: ""and he has two of his ribs broken. Humphrey, see if you can get him a little water, that will recover him more than any thing else; the bull has knocked the breath out of his body. I think he will soon be well again, poor fellow.""",say press feel have rib break see get little water recover more thing else bull knock breath body think poor fellow 
8,"Humphrey soon returned with some water from a neighboring pool. He brought it in his hat and gave it to the dog, who lapped it slowly at first, but afterward much faster, and wagging his tail.",return water neighbor pool bring hat give dog lap fast wag tail 
9,"""He will do now,"" said Edward; ""we must give him time to recover himself. Now then, let us examine our quarry. Why, Humphrey, what a quantity of meat we have here! It will take three journeys to Lymington at least.""",do say give time recover let examine quarry quantity meat have take journey least 
10,"""Yes, and no time to lose, for the weather is getting warm already, Edward. Now what to do? Will you remain while I go home for the cart?""",time lose weather get warm do remain go cart 
11,"""Yes, it's no use both going; I will stay here and watch poor Smoker, and take off the skins ready by the time you are back again. Leave me your knife as well as my own, for one will soon be blunt.""",use go stay watch poor smoker take skin ready time leave knife own blunt 
12,"Humphrey gave his knife to Edward, and taking up his gun, set off for the cottage. Edward had skinned two of the bulls before Humphrey's return; and Smoker, although he evidently was in great pain, was on his legs again. As soon as they had finished and quartered the beasts, the cart was loaded and they returned home; they had to return a second time, and both the pony and they were very tired before they sat down to supper They found the gipsy boy very much recovered and in good spirits. Alice said that he had been amusing Edith and her by tossing up three potatoes at a time, and playing them like balls; and that he has spun a platter upon an iron skewer and balanced it on his chin. They gave him some supper, which he ate in the chimney corner, looking up and staring every now and then at Edith, to whom he appeared very much attached already.",give knife take gun set cottage skinned bull return great pain leg finish quarter beast cart load return have return second time pony tired sit supper find gipsy boy recover good spirit say amusing toss potato time play ball spun platter iron skewer balance chin give supper eat chimney corner look stare appear attach 
13,"""Is it good?"" said Humphrey to the boy, giving him another venison steak.",good say boy give venison steak 
14,"""Yes; not have so good supper in pithole,"" replied Pablo, laughing.",have good supper pithole reply laugh 
15,"Early on the following morning, Edward and Humphrey set off to Lymington with the cart laden with meat. Edward showed Humphrey all the shops and the streets they were in where the purchases were to be made--introduced him to the landlord of the hostelry--and having sold their meat, they returned home. The rest of the meat was taken to Lymington and disposed of by Humphrey on the following day; and the day after that the three skins were carried to the town and disposed of.",follow morning set cart laden meat show shop street purchase make introduce landlord hostelry sell meat return rest meat take dispose follow day day skin carry town dispose 
16,"""We made a good day's work, Edward,"" said Humphrey, as he reckoned up the money they had made.",make good day work say reckon money make 
17,"""We earned it with some risk, at all events,"" replied Edward; ""and now, Humphrey, I think it is time that I keep my promise to Oswald, and go over to the intendant's house, and pay my visit to the young lady, as I presume she is--and certainly she has every appearance of being one. I want the visit to be over, as I want to be doing.""",earn risk event reply think time keep promise go intendant house pay visit young lady presume have appearance want visit want do 
18,"""How do you mean, Edward?""",mean 
19,"""I mean that I want to go out and kill some deer, but I will not do it till after I have seen her: when I shall have acquitted myself of my visit, I intend to defy the intendant and all his verderers.""",mean want go kill deer do see acquitt visit intend defy intendant verderer 
20,"""But why should this visit prevent you going out this very day, if so inclined?""",visit prevent go very day inclined 
21,"""I don't know, but she may ask me if I have done so, and I do not want to tell her that I have; neither do I want to say that I have not, if I have; and therefore I shall not commence till after I have seen her.""",know ask do want tell have want say commence see 
22,"""When will you set off?""",set 
23,"""To-morrow morning; and I shall take my gun, although Oswald desired me not; but after the fight we had with the wild cattle the other day, I don't think it prudent to be unarmed; indeed, I do not feel comfortable without I have my gun, at any time.""",morning take gun desire fight have wild cattle other day think prudent unarmed feel comfortable have gun time 
24,"""Well, I shall have plenty to do when you are away--the potatoes must be hoed up, and I shall see what I can make of Master Pablo. He appears well enough, and he has played quite long enough, so I shall take him with me to the garden to-morrow, and set him to work. What a quantity of fruit there is a promise of in the orchard this year! And Edward, if this boy turns out of any use, and is a help to me, I think that I shall take all the orchard into garden, and then inclose another piece of ground, and see if we can not grow some corn for ourselves. It is the greatest expense that we have at present, and I should like to take my own corn to the mill to be ground.""",have plenty do potato ho see make appear play take garden set work quantity fruit be promise orchard year boy turn use help think take orchard garden inclose piece ground see grow corn great expense have present like take own corn mill ground 
25,"""But will not growing corn require plow and horses?"" said Edward.",grow corn require plow horse say 
26,"""No; we will try it by hand: two of us can dig a great deal at odd times, and we shall have a better crop with the spade than with the plow. We have now so much manure that we can afford it.""",try hand dig great deal odd time have good crop spade plow have much manure afford 
27,"""Well, if it is to be done, it should be done at once, Humphrey, before the people from the other side of the forest come and find us out, or they will dispute our right to the inclosure.""",do do person other side forest come find dispute right inclosure 
28,"""The forest belongs to the king, brother, and not to the Parliament; and we are the king's liege men, and only look to him for permission,"" replied Humphrey; ""but what you say is true: the sooner it is done the better, and I will about it at once.""",forest belong king brother king liege man look permission reply say true do good 
29,"""How much do you propose fencing in?""",propose fencing 
30,"""About two or three acres.""",acre 
31,"""But that is more than you can dig this year or the next.""",more dig year next 
32,"""I know that; but I will manure it without digging, and the grass will grow so rich to what it will outside of the inclosure, that they will suppose it has been inclosed a long while.""",know manure digg grass grow rich inclosure suppose inclose long while 
33,"""That's not a bad idea, Humphrey; but I advise you to look well after that boy, for he is of a bad race, and has not been brought up, I am afraid, with too strict notions of honesty. Be careful, and tell your sisters also to be cautious not to let him suppose that we have any money in the old chest, till we find out whether he is to be trusted or not.""",bad idea advise look boy bad race bring afraid strict notion honesty careful tell sister cautious let suppose have money old chest find trust 
34,"""Better not let him know it under any circumstances,"" replied Humphrey; ""he may continue honest, if not tempted by the knowledge that there is any thing worth stealing.""",let know circumstance reply continue honest tempt knowledge be thing worth steal 
35,"""You are right, Humphrey. Well, I will be off to-morrow morning and get this visit over. I hope to be able to get all the news from her, now that her father is away.",right morning get visit hope able get news father 
