id,paragraph,tokens
1,CHAPTER XII. THE STORMY PETREL,stormy 
2,"     ""They hadna sailed a league, a league,       A league, but barely three,      When the lift grew dark, and the wind grew high,       And gurly grew the sea.""",have sail league league lift grow dark wind grow high grow sea 
3,SIR PATRICK SPENS.,
4,"""Hilloa!"" exclaimed the skipper with a sudden start, next morning, as he saw Eric's recumbent figure on the ratlin-stuff, ""Who be this young varmint!""",exclaim skipper sudden start next morning see recumbent figure ratlin stuff young varmint 
5,"""Oh, I brought him aboord last night,"" said Davey; ""he wanted to be cabun-buoy.""",bring last night say want cabun buoy 
6,"""Precious like un _he_ looks. Never mind, we've got him and we'll use him.""",precious look mind get use 
7,"The vessel was under way when Eric woke, and collected his scattered thoughts to a remembrance of his new position. At first, as the Stormy Petrel dashed its way gallantly through the blue sea, he felt one absorbing sense of joy to have escaped from Roslyn. But before he had been three hours on board, his eyes were opened to the trying nature of his circumstances, which were, indeed, _so_ trying that _anything_ in the world seemed preferable to enduring them. He had not been three hours on board when he would have given everything in his power to be back again; but such regrets were useless, for the vessel was now fairly on her way for Corunna, where she was to take in a cargo of cattle.",vessel way wake collect scatter thought remembrance new position stormy dash way blue sea feel absorb sense joy escape hour board eye open try nature circumstance try world seem preferable endure hour board give power such regret useless vessel way take cargo cattle 
8,"There were eight men belonging to the crew; and as the ship was only a little trading schooner, these were sailors of the lowest and meanest grade. They all seemed to take their cue from the captain, who was a drunken, blaspheming, and cruel vagabond.",be man belong crew ship little trading schooner sailor low mean grade seem take cue captain drunken blaspheming cruel vagabond 
9,"This man from the first took a savage hatred to Eric, partly because he was annoyed with Davey for bringing him on board. The first words he addressed to him were--",man first take savage hatred annoyed bring board first word address 
10,"""I say, you young lubber, you must pay your footing.""",say young lubber pay footing 
11,"""I've got nothing to pay with. I brought no money with me.""",get pay bring money 
12,"""Well, then, you shall give us your gran' clothes. Them things isn't fit for a cabin-boy.""",give gran' clothes thing fit cabin boy 
