id,paragraph,tokens
1,CHAPTER 12. THE SORRY-PRESENT AND THE EXPELLED LITTLE BOY,chapter sorry present expelle little 
2,"‘Look here, said Cyril, sitting on the dining-table and swinging his legs; ‘I really have got it.’",look say sit dining table swing leg get 
3,‘Got what?’ was the not unnatural rejoinder of the others.,get unnatural rejoinder other 
4,"Cyril was making a boat with a penknife and a piece of wood, and the girls were making warm frocks for their dolls, for the weather was growing chilly.",make boat penknife piece wood girl make warm frock doll weather grow chilly 
5,"‘Why, don’t you see? It’s really not any good our going into the Past looking for that Amulet. The Past’s as full of different times as--as the sea is of sand. We’re simply bound to hit upon the wrong time. We might spend our lives looking for the Amulet and never see a sight of it. Why, it’s the end of September already. It’s like looking for a needle in--’",see good go past look full different time sea sand bind hit wrong time spend life look see sight end look needle 
6,"‘A bottle of hay--I know,’ interrupted Robert; ‘but if we don’t go on doing that, what ARE we to do?’",bottle hay know interrupt go do do 
7,"‘That’s just it,’ said Cyril in mysterious accents. ‘Oh, BOTHER!’",say mysterious accent bother 
8,"Old Nurse had come in with the tray of knives, forks, and glasses, and was getting the tablecloth and table-napkins out of the chiffonier drawer.",old come tray knife fork glasses get tablecloth table napkin chiffonier drawer 
9,‘It’s always meal-times just when you come to anything interesting.’,meal time come interesting 
10,"‘And a nice interesting handful YOU’D be, Master Cyril,’ said old Nurse, ‘if I wasn’t to bring your meals up to time. Don’t you begin grumbling now, fear you get something to grumble AT.’",nice interesting handful say old bring meal time begin grumble fear get grumble 
11,"‘I wasn’t grumbling,’ said Cyril quite untruly; ‘but it does always happen like that.’",grumble say happen 
12,"‘You deserve to HAVE something happen,’ said old Nurse. ‘Slave, slave, slave for you day and night, and never a word of thanks. ...’",deserve have happen say old nurse slave slave slave day night word thanks 
13,"‘Why, you do everything beautifully,’ said Anthea.",do say 
14,"‘It’s the first time any of you’s troubled to say so, anyhow,’ said Nurse shortly.",first time troubled say say nurse 
15,"‘What’s the use of SAYING?’ inquired Robert. ‘We EAT our meals fast enough, and almost always two helps. THAT ought to show you!’",use saying inquire eat meal help show 
